mode,q_mode,cl,SDSS9,m_SDSS9,objID,Sp-ID,RA_ICRS,DE_ICRS,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zsp,pmRA,pmDE,f_zsp
1,+,3,"J022421.39-044454.3",,1237679253598437847,"4387-55534-0323",36.089163,-4.748437,2008.9753,3,22.723,0.633,22.07,0.115,20.727,0.059,19.92,0.041,19.418,0.096,0.49546,,,0
1,,3,"J022350.18-045034.1",,1237679253598372170,"4387-55534-0318",35.959094,-4.842822,2008.9753,3,22.58,0.485,22.042,0.101,22.488,0.258,22.808,0.456,21.764,0.641,0.04377,,,0
1,+,3,"J022344.63-045038.4",,1237679253598371998,"4387-55534-0312",35.935979,-4.844001,2008.9753,3,20.268,0.132,18.518,0.012,17.311,0.007,16.82,0.007,16.414,0.015,0.17109,-2,-2,0
1,+,3,"J022352.22-044808.6",,1237679253598372427,"4387-55534-0317",35.967589,-4.802401,2008.9753,3,23.205,0.962,21.685,0.089,20.016,0.036,19.239,0.026,18.788,0.061,0.49183,,,0
1,+,3,"J022405.00-044707.0",,1237679253598437529,"4387-55534-0321",36.020844,-4.785292,2008.9753,3,23.035,1.13,20.299,0.035,18.67,0.015,18.036,0.012,17.619,0.029,0.29518,-4,10,0
1,+,3,"J022338.28-044818.4",,1237679253598372297,"4387-55534-0315",35.909502,-4.805111,2008.9753,3,25.767,1.571,21.965,0.157,20.002,0.047,19.135,0.032,18.736,0.081,0.50069,,,0
1,+,3,"J022344.04-044649.0",,1237679253598371865,"4387-55534-0366",35.933522,-4.780284,2008.9753,3,24.653,2.292,20.362,0.036,18.719,0.015,18.086,0.013,17.72,0.031,0.29515,0,0,0
1,+,3,"J022420.42-044329.0",,1237679253598437838,"4387-55534-0327",36.085104,-4.724738,2008.9753,3,22.364,0.767,21.469,0.116,19.777,0.044,18.738,0.025,18.293,0.061,0.49831,,,0
1,+,3,"J022451.86-044312.9",,1237679253598503444,"4387-55534-0291",36.216115,-4.720255,2008.9753,3,24.595,1.767,22.626,0.205,20.95,0.072,19.776,0.037,19.307,0.086,0.73627,,,0
1,+,3,"J022457.70-044341.3",,1237679253598503495,"4387-55534-0285",36.240453,-4.728151,2008.9753,3,22.615,1.257,21.682,0.21,20.141,0.083,19.264,0.057,18.752,0.129,0.57903,,,4
1,+,3,"J022510.90-043724.4",,1237679322861928772,"4387-55534-0287",36.295439,-4.623454,2008.9972,3,24.115,1.864,21.401,0.084,20.365,0.051,19.636,0.037,19.366,0.116,0.57893,1,-4,0
1,+,3,"J022423.92-044045.6",,1237679322861797594,"4387-55534-0326",36.099667,-4.679348,2008.9972,3,22.55,0.695,20.042,0.032,18.503,0.013,17.949,0.011,17.595,0.029,0.2625,-4,-3,0
1,+,3,"J022445.41-043738.3",,1237679322861862936,"4387-55534-0286",36.189214,-4.627323,2008.9972,3,23.871,1.281,22.002,0.118,20.323,0.039,19.534,0.027,19.232,0.078,0.34978,19,15,0
1,+,3,"J022437.35-043801.6",,1237679322861863523,"4387-55534-0331",36.155628,-4.633784,2008.9972,3,24.011,4.768,21.998,0.38,19.519,0.064,18.527,0.037,18.044,0.096,0.63851,,,0
1,+,3,"J022437.61-043150.7",,1237679322861863075,"4387-55534-0292",36.15674,-4.530764,2008.9972,3,21.657,0.343,19.832,0.029,18.342,0.012,17.759,0.01,17.331,0.025,0.23828,-2,-4,0
1,+,3,"J022451.49-043108.6",,1237679322861863317,"4387-55534-0293",36.214565,-4.519056,2008.9972,3,22.028,0.439,20.846,0.062,19.866,0.038,19.165,0.028,18.764,0.077,0.583,-2,6,0
1,+,3,"J022446.44-043111.7",,1237679322861863271,"4387-55534-0297",36.193506,-4.519941,2008.9972,3,24.672,1.686,22.129,0.141,20.878,0.066,19.829,0.036,19.523,0.107,0.55542,,,0
1,+,3,"J022255.51-045316.7",,1237679253598306488,"4387-55534-0353",35.731317,-4.887991,2008.9753,3,22.575,0.68,21.902,0.135,20.624,0.074,19.727,0.049,19.31,0.127,0.60125,,,0
1,+,3,"J022303.14-045126.9",,1237679253598306703,"4387-55534-0355",35.763091,-4.857496,2008.9753,3,24.916,1.759,22.197,0.147,20.4,0.051,19.541,0.034,19.046,0.083,0.49454,,,0
1,+,6,"J022247.20-045105.3",,1237679253598241345,"4387-55534-0358",35.696684,-4.851494,2008.9753,3,23.189,0.631,22.03,0.088,22.061,0.139,21.734,0.148,21.557,0.441,1.63323,,,4
1,+,3,"J022318.11-044703.7",,1237679253598306451,"4387-55534-0362",35.825461,-4.784361,2008.9753,3,22.297,0.489,20.297,0.032,18.68,0.014,18.121,0.012,17.791,0.031,0.29368,-1,-6,0
1,,3,"J022300.29-044717.7",,1237679253598306675,"4387-55534-0357",35.751219,-4.788276,2008.9753,3,26.016,1.1,22.281,0.182,20.729,0.077,19.464,0.037,18.98,0.088,0.61858,,,0
1,+,6,"J022302.29-044437.1",,1237679253598306406,"4387-55534-0376",35.759543,-4.743664,2008.9753,3,20.785,0.092,20.24,0.023,20.205,0.031,19.986,0.035,19.772,0.105,2.05895,-2,-1,0
1,+,3,"J022233.66-044547.4",,1237679253598240885,"4387-55534-0408",35.640278,-4.763186,2008.9753,3,20.029,0.098,17.999,0.008,16.873,0.005,16.404,0.005,16.027,0.011,0.14176,-2,5,0
1,,6,"J022212.67-044646.9",,1237679253598175882,"4387-55534-0397",35.552813,-4.779715,2008.9753,3,24.612,1.298,22.631,0.164,22.841,0.247,23.218,0.507,22.753,0.688,0.38828,,,4
1,+,6,"J022255.51-044410.4",,1237679253598306636,"4387-55534-0402",35.731326,-4.736238,2008.9753,3,21.927,0.235,20.447,0.027,20.266,0.031,20.01,0.035,20.074,0.135,2.89517,12,-5,0
1,+,6,"J022139.48-045004.2",,1237679253598175530,"4387-55534-0398",35.414538,-4.834521,2008.9753,3,22.228,0.3,21.418,0.058,21.686,0.093,21.62,0.138,21.564,0.419,2.44454,,,0
1,+,6,"J022122.51-044658.8",,1237679253598109997,"4387-55534-0400",35.343795,-4.783002,2008.9753,3,21.407,0.155,20.322,0.023,19.983,0.024,19.779,0.027,19.265,0.06,2.63865,-3,5,0
1,+,3,"J022114.08-044738.0",,1237679253598109972,"4387-55534-0393",35.308681,-4.793914,2008.9753,3,23.08,1.168,21.01,0.07,19.192,0.022,18.447,0.017,17.96,0.039,0.40582,-11,-18,0
1,+,3,"J022132.31-044355.8",,1237679322861469792,"4387-55534-0446",35.384641,-4.732184,2008.9972,3,22.491,0.348,22.259,0.109,22.058,0.12,21.69,0.11,22.512,0.812,0.91777,,,0
1,+,3,"J022137.47-044235.4",,1237679322861536071,"4387-55534-0443",35.406154,-4.709856,2008.9972,3,26.181,1.824,21.828,0.225,20.278,0.088,19.105,0.042,18.491,0.105,0.6382,,,0
1,,3,"J022158.27-044449.6",,1237679253598175733,"4387-55534-0399",35.492827,-4.747117,2008.9753,3,23.04,1.024,22.27,0.211,20.648,0.073,19.781,0.053,19.214,0.111,1.38478,,,0
1,+,6,"J022151.92-044140.3",,1237679322861535770,"4387-55534-0416",35.46634,-4.694547,2008.9972,3,22.706,0.47,21.747,0.07,21.555,0.081,21.753,0.119,21.816,0.527,2.77677,,,0
1,+,3,"J022201.24-043759.7",,1237679322861535435,"4387-55534-0420",35.505192,-4.633263,2008.9972,3,22.539,1.051,19.571,0.027,17.925,0.011,17.351,0.009,16.968,0.024,0.31711,2,-6,0
1,+,6,"J022135.13-043443.0",,1237679322861535236,"4387-55534-0442",35.39638,-4.578615,2008.9972,3,17.143,0.01,16.286,0.004,15.98,0.004,15.876,0.005,15.86,0.007,2.0E-5,17,-11,0
1,+,3,"J022204.56-043300.2",,1237679322861535478,"4387-55534-0412",35.519021,-4.550065,2008.9972,3,22.395,0.762,20.39,0.044,18.775,0.017,18.202,0.015,17.773,0.038,0.31877,25,-10,0
1,+,3,"J022215.55-043154.6",,1237679322861600885,"4387-55534-0406",35.564809,-4.531834,2008.9972,3,21.666,0.469,19.03,0.017,17.768,0.009,17.24,0.008,16.847,0.02,0.20046,1,12,0
1,,3,"J022154.47-043346.5",,1237679322861535462,"4387-55534-0460",35.476973,-4.562933,2008.9972,3,22.026,0.612,20.246,0.044,18.587,0.017,18.007,0.014,17.626,0.038,0.32464,6,16,0
1,+,3,"J022319.91-044253.2",,1237679322861666492,"4387-55534-0364",35.832993,-4.714778,2008.9972,3,20.742,0.197,18.684,0.013,17.43,0.007,16.937,0.007,16.552,0.016,0.19227,0,-1,0
1,+,3,"J022347.37-043857.1",,1237679322861732413,"4387-55534-0365",35.947379,-4.649212,2008.9972,3,23.486,1.825,21.384,0.112,19.686,0.037,18.81,0.027,18.378,0.066,0.49891,-5,-22,0
1,+,3,"J022402.29-043816.4",,1237679322861797753,"4387-55534-0325",36.009569,-4.637897,2008.9972,3,23.646,1.816,21.453,0.11,19.508,0.029,18.839,0.024,18.366,0.057,0.43832,-6,0,0
1,+,3,"J022354.57-043830.5",,1237679322861732498,"4387-55534-0337",35.977407,-4.641826,2008.9972,3,25.149,1.436,22.054,0.115,20.557,0.044,19.693,0.033,19.202,0.073,0.50109,,,0
1,+,3,"J022351.08-043653.0",,1237679322861731975,"4387-55534-0371",35.962864,-4.614736,2008.9972,3,21.246,0.215,20.198,0.031,20.296,0.062,19.737,0.048,20.042,0.223,0.00766,,,0
1,+,6,"J022309.30-043810.7",,1237679322861666803,"4387-55534-0377",35.788785,-4.636326,2008.9972,3,22.335,0.338,21.908,0.078,21.986,0.103,22.034,0.172,21.092,0.273,1.94556,,,4
1,+,6,"J022335.06-043422.8",,1237679322861732286,"4387-55534-0368",35.896085,-4.573013,2008.9972,3,22.759,0.471,21.934,0.083,21.724,0.089,21.867,0.179,21.011,0.256,2.19462,,,0
1,+,3,"J022329.36-043133.3",,1237679322861732236,"4387-55534-0369",35.872332,-4.525922,2008.9972,3,26.488,0.916,20.859,0.064,19.148,0.022,18.452,0.018,17.998,0.042,0.43615,-7,11,0
1,+,3,"J022357.51-043510.1",,1237679322861732070,"4387-55534-0329",35.989661,-4.586145,2008.9972,3,23.522,1.606,21.777,0.137,20.093,0.046,19.162,0.032,18.718,0.073,0.49585,,,0
1,+,3,"J022359.34-043348.4",,1237679322861797733,"4387-55534-0333",35.997253,-4.563454,2008.9972,3,23.15,1.131,21.472,0.101,20.022,0.04,19.269,0.031,18.932,0.083,0.43633,-11,11,0
1,+,3,"J022354.98-043242.4",,1237679322861732028,"4387-55534-0334",35.979103,-4.545113,2008.9972,3,20.801,0.155,18.746,0.012,17.416,0.006,16.906,0.006,16.558,0.013,0.1901,5,0,0
1,+,6,"J022409.81-042948.7",,1237679254135308647,"4387-55534-0335",36.040897,-4.496872,2008.9753,3,22.269,0.306,21.481,0.05,21.457,0.081,21.332,0.093,20.92,0.256,2.36423,,,0
1,+,3,"J022341.77-043051.7",,1237679322861732370,"4387-55534-0372",35.924059,-4.514368,2008.9972,3,23.014,1.422,20.826,0.074,18.994,0.022,18.251,0.018,17.841,0.044,0.43605,0,5,0
1,+,6,"J022340.29-042852.4",,1237679254135242972,"4387-55534-0374",35.917886,-4.481225,2008.9753,3,21.623,0.17,21.524,0.058,21.041,0.059,21.166,0.088,21.355,0.416,1.08793,18,14,0
1,+,3,"J022418.45-042444.0",,1237679254135308453,"4387-55534-0336",36.076896,-4.412238,2008.9753,3,22.028,0.525,19.502,0.021,18.054,0.011,17.517,0.009,17.165,0.024,0.26785,8,-12,0
1,+,3,"J022240.33-043548.3",,1237679322861601349,"4387-55534-0403",35.668079,-4.596776,2008.9972,3,22.843,0.875,21.961,0.128,20.748,0.062,19.612,0.035,19.154,0.092,0.60134,,,0
1,+,3,"J022242.97-043410.3",,1237679322861601378,"4387-55534-0401",35.679041,-4.569536,2008.9972,3,25.524,1.969,23.451,0.54,20.821,0.078,19.451,0.035,18.824,0.079,0.76247,,,0
1,+,3,"J022251.92-042958.0",,1237679254135177560,"4387-55534-0361",35.71635,-4.499469,2008.9753,3,23.694,1.141,23.053,0.269,21.104,0.082,19.927,0.043,19.359,0.102,0.52962,,,0
1,,3,"J022249.31-042908.0",,1237679254135177518,"4387-55534-0410",35.705466,-4.485567,2008.9753,3,22.554,0.445,21.83,0.088,21.656,0.123,21.239,0.125,20.77,0.33,0.93147,,,0
1,,3,"J022245.30-042841.1",,1237679254135112286,"4387-55534-0405",35.688774,-4.478105,2008.9753,3,23.99,2.439,21.501,0.126,19.994,0.055,19.101,0.037,18.75,0.107,0.5292,,,0
1,+,3,"J022224.54-043235.6",,1237679322861601188,"4387-55534-0409",35.602259,-4.543247,2008.9972,3,26.634,0.721,22.233,0.165,20.806,0.067,19.657,0.036,19.119,0.089,0.55881,17,-35,0
1,+,3,"J022207.94-042809.1",,1237679254135046442,"4387-55534-0414",35.533116,-4.469194,2008.9753,3,21.721,0.424,19.779,0.03,18.082,0.012,17.491,0.01,17.144,0.026,0.31885,2,1,0
1,+,6,"J022247.82-042728.0",,1237679254135177498,"4387-55534-0415",35.699267,-4.457781,2008.9753,3,23.129,0.595,21.671,0.064,22.128,0.149,21.88,0.173,21.922,0.64,2.35415,,,0
1,+,3,"J022228.72-042353.1",,1237679254135112393,"4387-55534-0413",35.619689,-4.398086,2008.9753,3,25.17,2.015,22.062,0.168,20.617,0.076,19.551,0.043,18.937,0.096,0.65573,,,0
1,+,3,"J022238.34-042234.0",,1237679254135112443,"4387-55534-0411",35.659756,-4.376134,2008.9753,3,24.234,1.939,22.303,0.182,20.439,0.059,19.506,0.038,19.038,0.099,0.55958,,,0
1,,3,"J022345.43-042401.7",,1237679254135242929,"4387-55534-0340",35.939301,-4.400496,2008.9753,3,21.425,0.277,20.209,0.035,18.524,0.014,17.926,0.012,17.572,0.032,0.30377,7,-3,0
1,+,3,"J022346.73-042027.8",,1237679254135242930,"4387-55534-0338",35.944708,-4.341068,2008.9753,3,21.133,0.272,19.379,0.022,17.904,0.011,17.363,0.01,16.991,0.026,0.20799,-4,0,0
1,+,6,"J022336.90-041827.6",,1237679254135243179,"4387-55534-0375",35.903764,-4.307689,2008.9753,3,24.759,1.194,21.251,0.04,21.014,0.053,21.118,0.076,21.375,0.384,2.97653,,,0
1,+,3,"J022254.05-042159.1",,1237679254135177389,"4387-55534-0378",35.725231,-4.366436,2008.9753,3,21.725,0.514,19.41,0.026,18.028,0.013,17.458,0.012,17.204,0.035,0.26601,3,4,0
1,+,3,"J022250.99-042000.4",,1237679254135177568,"4387-55534-0379",35.712472,-4.333451,2008.9753,3,22.664,0.508,22.558,0.173,21.07,0.076,19.727,0.035,19.36,0.097,0.6792,,,0
1,+,3,"J022257.98-041840.9",,1237679254135177394,"4387-55534-0367",35.741598,-4.311373,2008.9753,3,20.894,0.225,18.96,0.017,17.706,0.01,17.129,0.009,16.771,0.022,0.23758,2,-7,0
1,+,3,"J022331.30-041658.2",,1237679323398603209,"4387-55534-0699",35.880449,-4.282855,2008.9972,3,26.856,0.766,22.004,0.185,20.255,0.059,19.227,0.038,18.656,0.086,0.56861,,,0
1,+,3,"J022333.93-041456.6",,1237679323398603236,"4387-55534-0697",35.891391,-4.249064,2008.9972,3,23.649,1.576,22.105,0.147,20.345,0.047,19.548,0.038,19.047,0.089,0.4471,,,0
1,+,3,"J022330.54-041322.6",,1237679323398603207,"4387-55534-0693",35.877289,-4.222966,2008.9972,3,26.747,0.492,22.161,0.124,20.33,0.038,19.533,0.031,19.079,0.072,0.46895,,,0
1,+,3,"J021936.85-045330.0",,1237679253597913345,"4387-55534-0432",34.903575,-4.891674,2008.9753,3,23.399,1.216,20.415,0.038,18.822,0.016,18.177,0.012,17.812,0.032,0.30362,7,17,0
1,+,3,"J021924.95-045332.9",,1237679253597913520,"4387-55534-0431",34.853967,-4.892493,2008.9753,3,27.098,0.48,21.819,0.145,20.45,0.067,19.46,0.038,19.119,0.112,0.57085,,,0
1,+,3,"J021914.11-045249.8",,1237679253597848049,"4387-55534-0489",34.808813,-4.880523,2008.9753,3,23.198,1.173,21.045,0.071,19.812,0.036,19.048,0.027,18.659,0.071,0.49122,11,3,0
1,+,3,"J021914.20-045043.5",,1237679253597847701,"4387-55534-0486",34.809177,-4.845416,2008.9753,3,22.212,0.565,19.523,0.022,17.952,0.009,17.304,0.008,16.943,0.019,0.30447,4,4,0
1,+,6,"J021916.84-044908.2",,1237679253597913239,"4387-55534-0484",34.820167,-4.818968,2008.9753,3,20.745,0.084,18.045,0.006,16.882,0.005,16.431,0.005,16.155,0.007,1.9E-4,7,-5,0
1,,3,"J022001.19-045320.1",,1237679253597978780,"4387-55534-0438",35.004964,-4.888918,2008.9753,3,20.823,0.237,19.684,0.034,18.001,0.013,17.43,0.011,17.015,0.028,0.33438,-13,13,0
1,+,3,"J021941.50-045230.6",,1237679253597913328,"4387-55534-0436",34.922928,-4.875181,2008.9753,3,26.587,0.893,20.103,0.038,18.384,0.014,17.732,0.011,17.296,0.027,0.33281,1,0,0
1,+,3,"J021951.61-045036.6",,1237679253597978683,"4387-55534-0435",34.965041,-4.843508,2008.9753,3,24.307,1.864,21.168,0.064,19.535,0.026,18.75,0.018,18.329,0.046,0.33056,-1,16,0
1,+,6,"J021940.61-045100.4",,1237679253597913644,"4387-55534-0490",34.919209,-4.850136,2008.9753,3,21.911,0.267,21.404,0.066,21.358,0.1,21.326,0.116,21.496,0.556,2.15708,,,0
1,+,3,"J022000.79-044817.6",,1237679253597978868,"4387-55534-0462",35.00333,-4.804888,2008.9753,3,21.426,0.161,21.494,0.062,21.48,0.097,20.999,0.083,21.137,0.36,0.76146,,,0
1,+,3,"J022012.38-044831.8",,1237679253597979365,"4387-55534-0477",35.051617,-4.808853,2008.9753,3,22.533,0.781,22.253,0.225,20.528,0.08,19.317,0.039,18.813,0.095,0.63875,,,0
1,+,3,"J022019.95-044454.6",,1237679322861339133,"4387-55534-0467",35.08314,-4.748509,2008.9972,3,25.598,1.548,21.877,0.15,20.347,0.052,19.592,0.039,19.133,0.101,0.4591,,,0
1,+,3,"J021931.61-044326.4",,1237679322861273521,"4387-55534-0481",34.881715,-4.724003,2008.9972,3,22.411,0.369,22.486,0.149,22.05,0.128,21.696,0.137,21.421,0.386,1.28861,,,4
1,+,6,"J021949.12-044431.9",,1237679322861338651,"4387-55534-0474",34.954677,-4.74221,2008.9972,3,24.211,1.47,22.437,0.178,21.7,0.11,21.602,0.147,22.046,0.715,0.66169,,,0
1,+,6,"J021915.18-044555.0",,1237679253597913468,"4387-55534-0498",34.813277,-4.765289,2008.9753,3,22.942,0.523,21.282,0.051,21.035,0.056,21.243,0.085,20.851,0.25,2.28598,-10,-16,4
1,+,6,"J021921.23-044315.0",,1237679322861273276,"4387-55534-0482",34.838488,-4.720853,2008.9972,3,21.658,0.18,20.281,0.023,20.173,0.024,19.962,0.028,19.714,0.078,2.77647,6,-4,0
1,+,3,"J021907.40-044244.6",,1237679322861208193,"4387-55534-0500",34.780834,-4.712389,2008.9972,3,22.249,0.328,21.279,0.052,20.766,0.046,20.28,0.042,20.002,0.123,0.63242,14,-9,0
1,+,3,"J021925.85-043227.1",,1237679254134784441,"4387-55534-0483",34.857742,-4.540864,2008.9753,3,22.807,0.665,22.033,0.132,20.527,0.056,19.61,0.033,19.081,0.089,0.52623,,,0
1,+,3,"J022102.38-044121.9",,1237679322861470086,"4387-55534-0453",35.259919,-4.689428,2008.9972,3,23.332,0.84,22.221,0.13,20.503,0.042,19.608,0.027,19.13,0.077,0.43299,-7,5,0
1,,3,"J022051.88-043921.3",,1237679322861404285,"4387-55534-0466",35.216174,-4.655919,2008.9972,3,20.857,0.211,18.595,0.013,17.262,0.007,16.786,0.006,16.397,0.015,0.20443,-5,-12,0
1,+,3,"J022046.66-043720.0",,1237679322861404743,"4387-55534-0469",35.194451,-4.622247,2008.9972,3,23.878,1.792,22.099,0.171,20.582,0.066,19.481,0.036,19.268,0.12,0.63506,-26,-42,0
1,+,3,"J022013.14-043846.5",,1237679322861338742,"4387-55534-0465",35.054761,-4.646261,2008.9972,3,20.087,0.108,18.423,0.012,17.272,0.007,16.785,0.006,16.414,0.015,0.15169,2,1,0
1,+,3,"J022009.78-043756.9",,1237679322861339304,"4387-55534-0471",35.040757,-4.632491,2008.9972,3,23.519,1.366,22.599,0.275,20.947,0.084,19.925,0.05,19.476,0.131,0.55919,,,0
1,,3,"J022036.64-043721.8",,1237679322861404244,"4387-55534-0464",35.152699,-4.622741,2008.9972,3,20.958,0.222,18.84,0.015,17.475,0.008,16.975,0.007,16.565,0.017,0.19935,1,-2,0
1,,3,"J022027.56-043425.0",,1237679322861405085,"4387-55534-0468",35.114851,-4.573617,2008.9972,3,22.81,0.508,22.982,0.248,22.666,0.256,21.821,0.177,21.983,0.68,0.71374,,,4
1,+,3,"J022115.14-043444.7",,1237679322861470243,"4387-55534-0459",35.313114,-4.579085,2008.9972,3,21.873,0.487,20.647,0.062,18.947,0.022,18.17,0.016,17.703,0.042,0.43295,,,0
1,+,3,"J022127.98-043410.3",,1237679322861469884,"4387-55534-0444",35.366614,-4.569536,2008.9972,3,19.529,0.089,17.513,0.007,16.324,0.004,15.852,0.004,15.468,0.009,0.15857,-2,0,0
1,+,3,"J022132.49-043346.8",,1237679322861470410,"4387-55534-0449",35.38539,-4.563007,2008.9972,3,23.569,1.078,22.929,0.248,21.523,0.104,20.32,0.048,19.811,0.146,0.75698,,,0
1,+,6,"J022117.98-043101.7",,1237679254134980873,"4387-55534-0450",35.324922,-4.517145,2008.9753,3,21.374,0.136,20.735,0.03,20.708,0.04,20.705,0.058,20.487,0.181,0.76162,,,0
1,+,3,"J022129.60-043009.8",,1237679254134981214,"4387-55534-0441",35.373368,-4.502735,2008.9753,3,23.119,1.275,20.942,0.072,19.41,0.03,18.519,0.021,18.129,0.055,0.46076,16,-14,0
1,+,3,"J022137.36-042632.7",,1237679254135046405,"4387-55534-0451",35.405683,-4.442419,2008.9753,3,22.822,0.71,19.82,0.021,18.286,0.009,17.722,0.009,17.393,0.021,0.29321,-4,-3,0
1,+,6,"J022105.82-042954.3",,1237679254134980685,"4387-55534-0454",35.274258,-4.498427,2008.9753,3,20.872,0.117,20.351,0.033,20.28,0.04,20.24,0.054,20.327,0.212,0.0407,,,0
1,+,6,"J022100.33-042558.0",,1237679254134980944,"4387-55534-0480",35.251408,-4.432796,2008.9753,3,22.161,0.279,21.272,0.047,21.152,0.061,21.0,0.076,20.567,0.21,0.88513,,,0
1,+,6,"J022136.13-042512.2",,1237679254135046279,"4387-55534-0447",35.400551,-4.420078,2008.9753,3,22.787,0.514,21.242,0.053,21.688,0.101,21.018,0.087,21.845,0.575,0.06951,0,-2,0
1,+,6,"J022118.45-042238.6",,1237679254134980713,"4387-55534-0455",35.326913,-4.377409,2008.9753,3,20.201,0.059,19.825,0.016,19.658,0.018,19.726,0.026,19.434,0.073,0.82667,0,-7,0
1,+,6,"J021943.15-043215.3",,1237679254134784316,"4387-55534-0485",34.929801,-4.537588,2008.9753,3,21.318,0.135,20.353,0.024,19.997,0.026,19.581,0.023,19.416,0.081,2.1E-4,2,-2,0
1,+,6,"J021951.17-043157.7",,1237679254134849544,"4387-55534-0496",34.963209,-4.532708,2008.9753,3,21.119,0.121,19.355,0.014,18.684,0.011,18.151,0.009,17.828,0.023,0.04089,,,0
1,+,3,"J021953.31-043041.7",,1237679254134849929,"4387-55534-0461",34.972132,-4.511604,2008.9753,3,23.233,1.078,23.39,0.49,21.143,0.111,19.697,0.042,19.019,0.096,1.3E-4,,,0
1,+,6,"J022014.33-042917.2",,1237679254134849797,"4387-55534-0472",35.059738,-4.488112,2008.9753,3,19.562,0.036,19.01,0.01,18.933,0.011,18.972,0.014,18.726,0.042,2.45658,-1,-3,0
1,+,3,"J021938.00-043049.1",,1237679254134784535,"4387-55534-0493",34.908355,-4.513664,2008.9753,3,22.251,0.417,20.776,0.046,19.91,0.034,19.209,0.025,18.844,0.075,0.15286,-1,2,0
1,+,3,"J021930.96-043031.5",,1237679254134784184,"4387-55534-0494",34.87901,-4.508753,2008.9753,3,20.327,0.135,18.238,0.01,17.15,0.007,16.659,0.006,16.279,0.015,0.15061,-4,-1,0
1,+,3,"J021936.84-042946.6",,1237679254134784204,"4387-55534-0487",34.903527,-4.496301,2008.9753,3,20.063,0.11,18.098,0.009,16.95,0.006,16.438,0.005,16.058,0.013,0.15175,1,6,0
1,+,3,"J021930.36-042658.8",,1237679254134784643,"4387-55534-0499",34.876532,-4.449687,2008.9753,3,22.854,0.901,22.985,0.399,21.03,0.113,19.698,0.047,19.203,0.13,0.6952,,,0
1,+,6,"J021935.94-042546.1",,1237679254134784313,"4387-55534-0497",34.899775,-4.429491,2008.9753,3,21.328,0.131,20.577,0.028,20.62,0.04,20.498,0.044,20.34,0.168,2.48929,4,6,0
1,+,3,"J021950.01-042408.8",,1237679254134849916,"4387-55534-0539",34.958389,-4.402446,2008.9753,3,24.355,2.007,20.882,0.054,19.646,0.03,18.92,0.022,18.542,0.062,0.29325,-12,0,0
1,+,3,"J022037.57-042523.5",,1237679254134915254,"4387-55534-0473",35.156563,-4.423208,2008.9753,3,21.836,0.372,19.895,0.025,18.386,0.012,17.809,0.01,17.46,0.027,0.31466,-4,-5,0
1,+,3,"J022031.48-042229.7",,1237679254134915251,"4387-55534-0478",35.131176,-4.374917,2008.9753,3,22.294,0.567,20.072,0.029,18.503,0.013,17.923,0.011,17.566,0.03,0.29444,-2,-1,0
1,+,6,"J022106.09-041828.6",,1237679323398340819,"4387-55534-0578",35.2754,-4.307949,2008.9972,3,21.421,0.142,20.97,0.036,20.907,0.043,20.69,0.046,20.195,0.157,1.53222,,,0
1,+,3,"J022005.02-041951.7",,1237679323398210008,"4387-55534-0537",35.020919,-4.331028,2008.9972,3,24.928,1.386,22.188,0.132,20.71,0.046,19.82,0.03,19.289,0.075,0.55579,,,0
1,+,3,"J022201.57-042732.4",,1237679254135046361,"4387-55534-0418",35.506542,-4.459016,2008.9753,3,19.428,0.096,17.433,0.008,16.368,0.005,15.92,0.005,15.561,0.012,0.14186,1,-1,0
1,+,3,"J022157.21-042339.9",,1237679254135046797,"4387-55534-0457",35.488392,-4.394437,2008.9753,3,25.722,1.281,23.414,0.464,20.857,0.074,19.944,0.05,19.589,0.138,0.56192,,,0
1,+,3,"J022145.38-042251.8",,1237679254135046415,"4387-55534-0458",35.439106,-4.381072,2008.9753,3,23.263,1.483,20.118,0.037,18.375,0.013,17.802,0.012,17.437,0.03,0.32504,-6,-2,0
1,+,3,"J022139.58-041953.5",,1237679254135046406,"4387-55534-0580",35.414954,-4.331536,2008.9753,3,22.315,0.499,20.675,0.046,18.913,0.016,18.352,0.014,18.013,0.037,0.3243,0,1,0
1,+,6,"J022142.34-041804.8",,1237679323398406524,"4387-55534-0620",35.426454,-4.301359,2008.9972,3,23.101,0.666,21.859,0.081,21.655,0.102,21.9,0.149,22.31,0.836,0.23733,,,0
1,+,6,"J022201.81-041329.2",,1237679323398406289,"4387-55534-0614",35.507579,-4.224782,2008.9972,3,20.548,0.075,19.996,0.017,19.785,0.019,19.841,0.024,19.672,0.089,0.94623,-8,2,4
1,+,3,"J022240.53-041823.3",,1237679254135112261,"4387-55534-0419",35.668877,-4.306477,2008.9753,3,23.155,0.87,22.178,0.14,20.409,0.049,19.573,0.034,19.25,0.098,0.49318,-2,3,0
1,+,3,"J022250.70-041821.7",,1237679254135177569,"4387-55534-0417",35.71125,-4.306048,2008.9753,3,25.627,1.008,22.985,0.237,21.485,0.106,20.334,0.056,19.95,0.155,0.55822,,,4
1,+,3,"J022252.43-041633.5",,1237679323398537601,"4387-55534-0659",35.718478,-4.275986,2008.9972,3,24.847,2.2,21.92,0.125,20.287,0.044,19.04,0.022,18.527,0.056,0.63151,,,0
