mode,q_mode,cl,SDSS9,m_SDSS9,objID,Sp-ID,RA_ICRS,DE_ICRS,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zsp,pmRA,pmDE,f_zsp
1,+,6,"J022430.00-073212.7",,1237679437741228196,"3122-54821-0606",36.125003,-7.536864,2009.0436,3,20.38,0.058,19.514,0.014,19.22,0.012,19.116,0.014,19.055,0.041,6.9E-4,2,-11,0
1,+,3,"J022433.28-073110.9",,1237679437741228102,"454-51908-0379 ",36.138704,-7.519718,2009.0436,3,22.408,0.579,19.528,0.023,18.069,0.01,17.437,0.008,17.205,0.02,0.27695,5,7,0
1,+,3,"J022426.44-073140.9",,1237679437741228607,"3122-54821-0616",36.110201,-7.52805,2009.0436,3,22.72,0.457,21.375,0.065,19.709,0.02,19.108,0.017,18.744,0.041,0.34222,-3,4,0
1,+,3,"J022432.76-073001.5",,1237679437741228314,"454-51908-0368 ",36.136527,-7.500439,2009.0436,3,21.619,0.514,19.327,0.031,17.715,0.011,17.119,0.01,16.766,0.023,0.27724,-1,2,0
1,+,3,"J022351.92-072951.4",,1237679437741162638,"454-51908-0321 ",35.966363,-7.497629,2009.0436,3,21.522,0.295,19.613,0.027,18.137,0.011,17.578,0.009,17.168,0.021,0.27841,8,-7,0
1,+,3,"J022344.46-072730.9",,1237679338958553248,"454-51908-0328 ",35.935254,-7.458607,2009.0027,3,21.011,0.169,18.987,0.014,17.656,0.007,17.152,0.007,16.77,0.015,0.21429,2,0,0
1,+,6,"J022407.58-072651.6",,1237679338958618915,"454-51908-0329 ",36.031591,-7.447666,2009.0027,3,20.181,0.051,19.962,0.018,19.428,0.015,19.459,0.021,19.53,0.081,1.27127,7,-2,0
1,,3,"J022410.61-072446.2",,1237679338958618720,"3122-54821-0561",36.044207,-7.412855,2009.0027,3,19.767,0.038,19.24,0.012,18.894,0.011,24.362,0.726,18.719,0.04,1.3E-4,16,-12,0
1,,3,"J022417.73-072336.9",,1237679338958619060,"454-51908-0322 ",36.073898,-7.393601,2009.0027,3,19.161,0.085,17.93,0.012,17.36,0.012,17.076,0.014,16.862,0.04,0.03214,2,-14,0
1,+,6,"J022332.06-072729.3",,1237679338958553222,"3122-54821-0567",35.883615,-7.45816,2009.0027,3,19.675,0.039,18.697,0.009,18.364,0.008,18.22,0.009,18.186,0.025,1.6E-4,6,-11,0
1,+,3,"J022447.10-072730.8",,1237653503116705923,"454-51908-0363 ",36.196253,-7.458559,2000.8879,3,18.089,0.027,16.926,0.005,16.458,0.005,16.174,0.005,16.015,0.016,0.05374,5,-4,0
1,+,3,"J022440.81-072435.8",,1237653503116705806,"454-51908-0361 ",36.170041,-7.409956,2000.8879,3,20.634,0.127,18.572,0.01,17.508,0.007,17.016,0.006,16.663,0.014,0.1398,1,-2,0
1,+,3,"J022445.42-072429.8",,1237653503116705922,"454-51908-0375 ",36.189275,-7.408289,2000.8879,3,19.844,0.067,17.782,0.006,16.771,0.004,16.291,0.004,15.893,0.008,0.10652,1,-2,0
1,+,3,"J022518.54-072125.5",,1237653503116771409,"454-51908-0367 ",36.32726,-7.357098,2000.8879,3,20.434,0.071,19.757,0.017,19.041,0.014,18.77,0.016,18.372,0.035,0.28884,-6,-6,0
1,+,3,"J022514.09-072104.2",,1237653503116771400,"454-51908-0366 ",36.308726,-7.351166,2000.8879,3,20.335,0.073,18.592,0.009,17.684,0.006,17.334,0.006,17.016,0.014,0.14685,-1,-2,0
1,,3,"J022458.05-072117.8",,1237653503116705884,"454-51908-0373 ",36.241906,-7.354958,2000.8879,3,19.456,0.072,18.002,0.009,17.267,0.008,16.84,0.008,16.59,0.02,0.03185,0,-7,0
1,+,3,"J022551.93-071301.9",,1237679438278230206,"4388-55536-0424",36.466394,-7.217204,2009.0436,3,26.641,1.08,21.688,0.191,19.112,0.03,18.473,0.024,18.135,0.061,0.42639,,,0
1,+,3,"J022547.72-070925.5",,1237679438278231037,"4388-55536-0423",36.448844,-7.157096,2009.0436,3,24.19,1.6,22.361,0.165,20.695,0.058,19.884,0.046,19.454,0.11,0.51187,,,0
1,+,3,"J022534.31-070256.2",,1237679438278230380,"4388-55536-0430",36.392982,-7.048962,2009.0436,3,22.041,0.549,20.784,0.067,18.906,0.02,18.106,0.015,17.616,0.031,0.44474,-12,-4,0
1,+,6,"J022511.58-070228.1",,1237679339495621155,"4388-55536-0428",36.298288,-7.04116,2009.0027,3,26.113,0.603,21.377,0.049,20.828,0.045,20.889,0.066,20.842,0.238,3.32999,,,0
1,,3,"J022622.62-070710.7",,1237679438278296218,"4388-55536-0387",36.594278,-7.119642,2009.0436,3,25.939,0.987,21.624,0.09,20.008,0.032,19.096,0.021,18.681,0.047,0.50479,,,0
1,+,3,"J022607.66-070627.0",,1237679438278296052,"4388-55536-0425",36.531917,-7.107522,2009.0436,3,25.644,0.981,22.462,0.15,20.761,0.048,19.821,0.03,19.293,0.104,0.50599,,,0
1,+,3,"J022614.21-070313.5",,1237679438278296142,"4388-55536-0383",36.559237,-7.053761,2009.0436,3,22.411,0.445,22.061,0.121,20.697,0.051,19.812,0.034,19.449,0.086,0.55979,,,0
1,,3,"J022620.23-070122.3",,1237679339495752089,"4388-55536-0390",36.584292,-7.022877,2009.0027,3,23.62,3.064,20.496,0.077,18.832,0.03,18.115,0.024,17.494,0.05,0.45591,-5,-9,0
1,+,6,"J022630.92-065943.6",,1237679339495751842,"4388-55536-0394",36.628848,-6.995465,2009.0027,3,20.441,0.067,19.854,0.016,19.709,0.018,19.767,0.026,19.493,0.071,0.82258,4,1,0
1,+,3,"J022610.65-070225.9",,1237679438278296089,"4388-55536-0391",36.544407,-7.040533,2009.0436,3,26.578,0.513,21.995,0.108,20.242,0.034,19.346,0.023,18.984,0.055,0.47792,-11,-12,0
1,,3,"J022554.75-065743.2",,1237679339495686765,"4388-55536-0438",36.478148,-6.962006,2009.0027,3,26.356,1.566,21.641,0.185,19.659,0.053,18.92,0.042,18.225,0.082,0.48002,,,0
1,+,3,"J022706.34-065218.0",,1237679339495817833,"4388-55536-0400",36.776416,-6.871678,2009.0027,3,22.597,0.386,21.964,0.084,21.512,0.081,21.389,0.111,20.582,0.197,0.92588,,,4
1,+,3,"J022649.14-065314.6",,1237679339495817660,"4388-55536-0396",36.704777,-6.887388,2009.0027,3,22.07,0.56,21.329,0.111,19.908,0.05,19.1,0.039,18.501,0.081,0.64265,,,0
1,+,3,"J022701.66-064653.5",,1237679438815297540,"4388-55536-0399",36.756934,-6.781541,2009.0436,3,23.423,1.029,21.739,0.101,20.234,0.039,19.388,0.026,18.951,0.065,0.50849,,,0
1,+,3,"J022536.94-065651.1",,1237679339495686170,"4388-55536-0427",36.403926,-6.947546,2009.0027,3,25.225,1.699,22.333,0.165,20.63,0.061,19.615,0.037,19.194,0.093,0.51105,,,0
1,+,3,"J022541.93-065628.2",,1237679339495686643,"4388-55536-0436",36.424722,-6.94117,2009.0027,3,22.591,0.892,20.644,0.058,19.097,0.025,18.448,0.022,18.018,0.053,0.27914,,,0
1,+,6,"J022519.59-065753.3",,1237679339495621262,"4388-55536-0432",36.331652,-6.96483,2009.0027,3,23.061,0.617,21.193,0.044,20.988,0.053,20.778,0.062,20.27,0.152,1.7339,4,4,0
1,+,3,"J022525.88-065728.9",,1237679339495621323,"4388-55536-0431",36.357843,-6.958048,2009.0027,3,23.851,1.406,22.024,0.116,20.479,0.048,19.697,0.037,19.323,0.096,0.45242,,,0
1,+,3,"J022515.20-065734.5",,1237679339495621228,"4388-55536-0429",36.313338,-6.959609,2009.0027,3,22.162,0.491,20.938,0.06,19.306,0.024,18.546,0.019,18.046,0.042,0.29306,1,5,0
1,+,3,"J022546.14-065235.9",,1237679339495686700,"4388-55536-0439",36.442284,-6.876654,2009.0027,3,22.049,0.459,22.398,0.214,20.502,0.067,19.484,0.041,18.879,0.086,0.47987,6,10,0
1,+,3,"J022534.31-065302.6",,1237679339495686585,"4388-55536-0433",36.392982,-6.884081,2009.0027,3,23.774,1.876,22.092,0.168,20.537,0.071,19.613,0.047,18.999,0.099,0.51797,,,0
1,+,3,"J022552.55-065037.8",,1237679339495686764,"4388-55536-0397",36.468964,-6.843848,2009.0027,3,25.883,1.391,21.962,0.145,20.544,0.069,19.608,0.046,18.964,0.093,0.51143,,,0
1,+,6,"J022521.60-065238.1",,1237679339495620807,"4388-55536-0434",36.340003,-6.877275,2009.0027,3,21.454,0.153,18.46,0.008,17.207,0.005,16.672,0.006,16.406,0.008,5.0E-5,-7,3,0
1,+,3,"J022459.52-065113.4",,1237679339495621064,"4388-55536-0481",36.248016,-6.853729,2009.0027,3,26.699,0.376,23.279,0.254,21.023,0.056,20.024,0.035,19.505,0.081,0.51192,,,0
1,+,3,"J022532.56-065056.0",,1237679339495686573,"4388-55536-0435",36.385677,-6.848914,2009.0027,3,26.656,0.643,22.287,0.176,20.324,0.052,19.451,0.036,19.216,0.105,0.45892,31,-48,0
1,+,3,"J022541.48-064741.2",,1237679438815101809,"4388-55536-0468",36.422852,-6.794778,2009.0436,3,22.481,0.875,22.052,0.23,20.206,0.069,18.942,0.032,18.261,0.065,0.6654,,,0
1,+,3,"J022546.24-064706.0",,1237679438815101847,"4388-55536-0447",36.442685,-6.785023,2009.0436,3,26.477,0.718,23.06,0.364,21.189,0.102,20.001,0.051,19.383,0.114,0.62619,,,0
1,+,6,"J022538.83-064552.6",,1237679438815101180,"4388-55536-0466",36.411828,-6.764623,2009.0436,3,21.678,0.15,20.709,0.027,20.575,0.029,20.495,0.036,20.177,0.099,2.62642,-11,9,0
1,+,3,"J022616.06-064610.0",,1237679438815167032,"4388-55536-0441",36.566917,-6.769446,2009.0436,3,22.755,0.872,21.775,0.142,20.265,0.056,19.201,0.031,18.681,0.074,0.51767,,,0
1,+,3,"J022539.96-064358.6",,1237679438815101548,"4388-55536-0464",36.4165,-6.732956,2009.0436,3,23.223,1.17,20.558,0.046,18.94,0.017,18.323,0.014,17.932,0.037,0.30532,5,-1,0
1,+,3,"J022619.47-063802.2",,1237679438815166750,"4388-55536-0446",36.581159,-6.633947,2009.0436,3,21.182,0.112,21.331,0.047,21.05,0.05,20.861,0.057,20.574,0.167,0.77993,,,0
1,+,6,"J022738.00-064804.6",,1237679339495883075,"4388-55536-0356",36.908333,-6.801295,2009.0027,3,21.683,0.175,21.443,0.055,21.157,0.06,21.117,0.079,20.757,0.218,0.95392,2,29,0
1,+,3,"J022756.31-064535.2",,1237679438815363181,"4388-55536-0357",36.984639,-6.759781,2009.0436,3,24.535,1.708,21.528,0.081,19.647,0.024,18.917,0.018,18.541,0.046,0.40188,7,7,0
1,+,3,"J022813.35-064247.3",,1237679438815428767,"4388-55536-0362",37.055632,-6.713145,2009.0436,3,20.97,0.197,19.469,0.022,18.117,0.011,17.6,0.009,17.146,0.023,0.26068,10,-5,0
1,+,3,"J022808.15-064100.8",,1237679438815363258,"4388-55536-0363",37.033974,-6.683558,2009.0436,3,24.049,1.552,20.873,0.049,19.062,0.016,18.349,0.012,17.927,0.03,0.40137,6,14,0
1,,3,"J022716.74-064404.1",,1237679438815297678,"4388-55536-0404",36.819778,-6.734479,2009.0436,3,21.429,0.234,18.965,0.013,17.657,0.007,17.144,0.006,16.705,0.013,0.17214,2,2,0
1,+,6,"J022741.82-064143.2",,1237679438815363438,"4388-55536-0406",36.924274,-6.695356,2009.0436,3,25.22,0.829,21.802,0.063,21.545,0.064,21.724,0.095,21.932,0.394,3.03077,,,0
1,,3,"J022753.76-063828.5",,1237679438815363606,"4388-55536-0402",36.974027,-6.641272,2009.0436,3,22.776,0.476,21.869,0.087,21.78,0.114,21.361,0.115,20.455,0.185,0.74798,,,0
1,+,3,"J022744.23-063842.4",,1237679438815363479,"4388-55536-0403",36.934311,-6.645113,2009.0436,3,24.949,3.727,21.78,0.221,20.119,0.077,18.931,0.037,18.27,0.08,0.66505,,,0
1,+,3,"J022730.05-064014.6",,1237679438815298228,"4388-55536-0401",36.875214,-6.670725,2009.0436,3,23.559,0.819,22.239,0.112,20.574,0.037,19.703,0.024,19.212,0.057,0.46186,-3,8,0
1,+,3,"J022807.94-063902.9",,1237679438815363766,"4388-55536-0361",37.033112,-6.650818,2009.0436,3,24.653,1.476,22.274,0.134,20.587,0.045,19.505,0.025,19.02,0.061,0.5588,,,0
1,+,6,"J022823.30-063718.0",,1237679438815428871,"4388-55536-0368",37.097106,-6.621673,2009.0436,3,21.269,0.108,21.166,0.037,21.03,0.042,20.886,0.047,20.995,0.206,1.50113,3,-6,0
1,+,6,"J022902.87-063448.4",,1237679438815494307,"4388-55536-0326",37.261958,-6.580121,2009.0436,3,20.028,0.046,19.032,0.01,18.68,0.009,18.558,0.01,18.503,0.027,2.6E-4,10,-5,0
1,+,3,"J022848.85-063141.1",,1237679340032884891,"4388-55536-0324",37.203546,-6.528102,2009.0027,3,21.038,0.197,18.915,0.014,17.595,0.007,17.09,0.007,16.757,0.018,0.19047,0,0,0
1,+,3,"J022758.17-063518.8",,1237679438815363676,"4388-55536-0365",36.992386,-6.588563,2009.0436,3,23.074,1.273,21.104,0.09,20.195,0.07,19.129,0.033,18.651,0.084,0.65657,,,0
1,,3,"J022830.85-063008.2",,1237679340032884955,"4388-55536-0330",37.128575,-6.50229,2009.0027,3,22.572,0.539,21.209,0.062,19.369,0.02,18.735,0.017,18.298,0.045,0.3788,-2,4,0
1,+,3,"J022637.10-063928.8",,1237679438815232401,"4388-55536-0443",36.654592,-6.658,2009.0436,3,21.555,0.266,20.811,0.054,19.721,0.031,18.746,0.018,18.319,0.046,0.56041,3,4,0
1,+,3,"J022718.03-063616.6",,1237679438815298072,"4388-55536-0407",36.825141,-6.604626,2009.0436,3,25.281,1.281,22.138,0.13,20.43,0.042,19.465,0.025,19.01,0.061,0.50121,,,0
1,,3,"J022623.87-063548.2",,1237679340032623152,"4388-55536-0444",36.599487,-6.596722,2009.0027,3,25.429,1.772,21.266,0.079,19.328,0.024,18.744,0.022,18.37,0.059,0.37863,-12,-12,0
1,+,3,"J022641.15-063314.0",,1237679340032688523,"4388-55536-0452",36.67148,-6.553897,2009.0027,3,26.264,0.966,21.317,0.085,19.415,0.026,18.709,0.022,18.197,0.052,0.32824,,,0
1,+,6,"J022633.16-063211.9",,1237679340032688386,"4388-55536-0454",36.638181,-6.536651,2009.0027,3,21.321,0.127,20.354,0.022,20.152,0.025,19.961,0.03,19.442,0.069,2.45244,11,-4,0
1,,3,"J022740.21-063017.1",,1237679340032754282,"4388-55536-0405",36.917578,-6.504774,2009.0027,3,22.922,0.919,21.31,0.087,20.357,0.066,19.539,0.045,19.206,0.138,0.62105,-20,8,0
1,+,3,"J022751.64-062915.8",,1237679340032819589,"4388-55536-0411",36.965177,-6.487747,2009.0027,3,23.329,1.222,21.828,0.127,20.208,0.05,19.414,0.037,18.709,0.08,0.50183,38,46,0
1,+,3,"J022745.02-062753.8",,1237679340032819377,"4388-55536-0410",36.937619,-6.464962,2009.0027,3,25.113,1.959,20.495,0.041,18.822,0.016,18.199,0.014,17.745,0.035,0.32975,6,-9,0
1,+,3,"J022813.36-062603.6",,1237679340032819841,"4388-55536-0369",37.055673,-6.43434,2009.0027,3,21.462,0.434,20.152,0.052,18.386,0.019,17.744,0.016,17.446,0.047,0.35901,-6,-5,0
1,+,3,"J022729.86-062530.0",,1237679340032753913,"4388-55536-0412",36.874446,-6.424999,2009.0027,3,26.33,1.695,20.696,0.09,18.929,0.031,18.266,0.026,17.792,0.069,0.38793,-4,-14,0
1,+,3,"J022745.98-062417.4",,1237679340032819381,"4388-55536-0413",36.941615,-6.404857,2009.0027,3,21.257,0.268,19.317,0.02,17.887,0.01,17.346,0.009,17.002,0.024,0.24447,0,2,0
1,+,6,"J022756.93-062033.8",,1237679439352234168,"4388-55536-0374",36.987207,-6.342726,2009.0436,3,19.12,0.027,18.242,0.007,17.942,0.007,17.82,0.007,17.746,0.017,1.3E-4,-1,-12,0
1,+,3,"J022744.46-062106.8",,1237679439352234468,"4388-55536-0415",36.935256,-6.3519,2009.0436,3,26.09,0.869,21.816,0.106,20.224,0.039,19.407,0.026,18.971,0.072,0.44507,,,0
1,+,3,"J022730.43-062145.0",,1237679439352234101,"4388-55536-0414",36.876796,-6.362523,2009.0436,3,21.85,0.382,19.275,0.017,17.902,0.009,17.387,0.008,17.03,0.019,0.23515,0,0,0
1,+,6,"J022744.23-061756.1",,1237679439352234146,"4388-55536-0418",36.934291,-6.298925,2009.0436,3,20.3,0.058,19.616,0.013,19.142,0.012,18.911,0.012,18.729,0.035,2.76581,0,-6,0
1,+,3,"J022506.65-064807.5",,1237679438815036068,"4388-55536-0483",36.277721,-6.802083,2009.0436,3,23.128,0.972,22.046,0.149,20.475,0.055,19.575,0.036,19.066,0.086,0.4758,,,0
1,+,3,"J022511.04-064751.2",,1237679438815035493,"4388-55536-0467",36.296009,-6.797568,2009.0436,3,25.515,1.33,22.248,0.152,20.444,0.046,19.54,0.029,19.213,0.083,0.45965,,,0
1,,3,"J022520.01-064612.2",,1237679438815101155,"4388-55536-0462",36.33338,-6.770061,2009.0436,3,21.14,0.111,21.137,0.041,21.233,0.057,21.345,0.085,20.876,0.217,8.7E-4,,,0
1,+,3,"J022501.01-064355.1",,1237679438815036015,"4388-55536-0487",36.254212,-6.731984,2009.0436,3,25.261,1.275,22.383,0.151,20.637,0.048,19.709,0.03,19.128,0.07,0.56212,9,8,0
1,,3,"J022455.66-064450.5",,1237679438815035558,"4388-55536-0484",36.231953,-6.747362,2009.0436,3,20.73,0.145,18.797,0.012,17.403,0.006,16.896,0.006,16.507,0.013,0.20281,0,-2,0
1,+,3,"J022459.88-064203.5",,1237679438815035614,"4388-55536-0486",36.249505,-6.700984,2009.0436,3,24.614,1.931,20.321,0.033,18.66,0.013,18.063,0.011,17.678,0.026,0.29296,-5,4,0
1,+,3,"J022434.61-064120.3",,1237679438815035718,"4388-55536-0485",36.144211,-6.688994,2009.0436,3,23.31,1.087,21.966,0.135,20.17,0.041,19.248,0.026,18.873,0.071,0.50639,,,0
1,,3,"J022450.49-063923.0",,1237679438815035607,"4388-55536-0482",36.210407,-6.656408,2009.0436,3,25.956,1.31,20.209,0.036,18.421,0.013,17.805,0.011,17.339,0.024,0.36779,0,2,0
1,+,3,"J022451.01-063808.1",,1237679438815035932,"4388-55536-0489",36.212576,-6.635589,2009.0436,3,23.367,0.78,21.86,0.086,20.58,0.042,19.784,0.029,19.42,0.079,0.57528,,,0
1,+,3,"J022528.40-064033.8",,1237679438815101127,"4388-55536-0465",36.368334,-6.67606,2009.0436,3,24.04,1.495,22.665,0.21,21.083,0.074,19.776,0.034,19.16,0.075,0.69294,,,0
1,+,3,"J022523.23-064050.0",,1237679438815101347,"4388-55536-0463",36.346799,-6.680569,2009.0436,3,25.088,1.859,21.848,0.126,20.387,0.05,19.415,0.031,19.064,0.085,0.51262,,,0
1,+,3,"J022547.26-063502.0",,1237679340032557583,"4388-55536-0476",36.446947,-6.583904,2009.0027,3,22.415,0.969,20.199,0.05,18.447,0.018,17.849,0.016,17.442,0.043,0.33863,1,-1,0
1,+,3,"J022450.23-063059.7",,1237679340032492210,"4388-55536-0491",36.209297,-6.516604,2009.0027,3,26.586,0.672,22.849,0.293,21.353,0.13,20.041,0.061,19.782,0.208,0.57513,,,4
1,+,6,"J022501.81-062809.2",,1237679340032491614,"4388-55536-0490",36.257581,-6.469239,2009.0027,3,20.118,0.052,19.814,0.015,19.472,0.015,19.492,0.02,19.431,0.067,1.53052,-3,-2,0
1,+,3,"J022524.03-062606.1",,1237679340032557369,"4388-55536-0461",36.350157,-6.435046,2009.0027,3,26.34,1.005,22.016,0.164,21.16,0.134,19.939,0.064,19.231,0.135,0.65629,,,4
1,+,3,"J022517.44-062631.6",,1237679340032492158,"4388-55536-0469",36.322692,-6.442133,2009.0027,3,26.59,0.632,21.885,0.119,20.004,0.039,19.053,0.025,18.53,0.06,0.50653,-11,-17,0
1,+,3,"J022512.29-062259.3",,1237679439351971934,"4388-55536-0494",36.301217,-6.383154,2009.0436,3,19.879,0.197,17.54,0.01,16.134,0.005,15.614,0.005,15.264,0.012,0.20407,-6,-3,0
1,+,3,"J022429.32-062500.4",,1237679439351841006,"4388-55536-0492",36.122174,-6.416777,2009.0436,3,19.976,0.097,17.995,0.008,16.833,0.005,16.349,0.005,15.997,0.011,0.17084,6,3,0
1,,3,"J022456.37-061845.3",,1237679439351906444,"4388-55536-0496",36.234885,-6.312607,2009.0436,3,19.641,0.084,17.594,0.007,16.446,0.004,15.956,0.004,15.586,0.009,0.14598,-5,0,0
1,+,3,"J022444.77-061856.0",,1237679439351906815,"4388-55536-0495",36.186549,-6.315567,2009.0436,3,27.219,0.368,21.642,0.1,20.048,0.038,19.256,0.026,18.689,0.066,0.46855,,,0
1,+,3,"J022448.31-061804.6",,1237679439351906874,"4388-55536-0497",36.201311,-6.301286,2009.0436,3,26.111,1.046,21.771,0.114,19.972,0.036,19.155,0.025,18.585,0.061,0.46716,,,0
1,,3,"J022614.70-063412.0",,1237679340032623061,"4388-55536-0448",36.561276,-6.570004,2009.0027,3,23.277,1.011,21.374,0.071,19.451,0.022,18.813,0.019,18.289,0.045,0.37764,1,4,0
1,+,3,"J022627.40-063153.4",,1237679340032623202,"4388-55536-0450",36.614191,-6.531521,2009.0027,3,21.853,0.471,20.704,0.063,18.815,0.02,18.204,0.018,17.795,0.046,0.37646,2,-6,0
1,+,3,"J022620.55-062936.3",,1237679340032622757,"4388-55536-0456",36.585643,-6.493429,2009.0027,3,20.866,0.171,18.784,0.012,17.436,0.007,16.939,0.006,16.552,0.015,0.20337,0,-1,0
1,+,3,"J022611.91-062738.9",,1237679340032623051,"4388-55536-0445",36.549625,-6.460828,2009.0027,3,26.064,1.17,21.025,0.065,19.225,0.023,18.571,0.02,18.233,0.053,0.33727,3,-4,0
1,+,3,"J022634.61-062513.6",,1237679340032688477,"4388-55536-0449",36.644227,-6.420467,2009.0027,3,22.883,0.775,21.874,0.12,20.011,0.038,19.144,0.027,18.785,0.073,0.37581,-7,-13,0
1,+,3,"J022613.47-062044.6",,1237679439352037967,"4388-55536-0453",36.556125,-6.345723,2009.0436,3,26.835,0.389,22.529,0.166,20.819,0.057,19.789,0.032,19.288,0.082,0.50561,,,0
1,+,3,"J022711.69-062007.6",,1237679439352168864,"4388-55536-0409",36.798711,-6.335461,2009.0436,3,23.681,1.957,21.819,0.154,19.816,0.04,18.863,0.024,18.379,0.063,0.50298,,,0
1,+,3,"J022707.29-061757.9",,1237679439352168658,"4388-55536-0416",36.780403,-6.29944,2009.0436,3,21.647,0.148,21.765,0.059,21.63,0.069,21.567,0.083,21.942,0.407,1.57988,,,0
1,+,3,"J022718.09-061540.2",,1237679439352168959,"4388-55536-0417",36.825404,-6.261176,2009.0436,3,23.216,0.727,21.343,0.054,20.219,0.031,19.45,0.022,19.091,0.062,0.55823,-9,-15,0
1,+,3,"J022623.04-061716.6",,1237679439352103273,"4388-55536-0451",36.596034,-6.28797,2009.0436,3,23.143,0.612,22.59,0.142,20.891,0.048,20.033,0.031,19.535,0.078,0.4867,,,0
1,,3,"J022658.49-061349.5",,1237679439352168754,"4388-55536-0457",36.743713,-6.230437,2009.0436,3,25.902,0.982,22.584,0.195,20.976,0.071,19.711,0.032,19.579,0.117,0.65544,,,0
1,+,3,"J022707.54-061303.2",,1237679439352168540,"4388-55536-0459",36.781425,-6.217555,2009.0436,3,23.333,0.865,22.69,0.185,20.89,0.057,19.872,0.032,19.425,0.086,0.5042,,,0
1,+,3,"J022538.12-062200.2",,1237679439351972717,"4388-55536-0471",36.40884,-6.366729,2009.0436,3,22.009,0.437,21.926,0.141,20.089,0.043,19.131,0.026,18.677,0.071,0.50671,3,25,0
1,+,6,"J022609.78-061716.4",,1237679439352037927,"4388-55536-0460",36.540769,-6.287912,2009.0436,3,22.54,0.33,21.849,0.064,21.732,0.081,21.656,0.096,21.859,0.424,1.54104,,,4
1,+,3,"J022537.69-061621.5",,1237679439351972728,"4388-55536-0475",36.407041,-6.272645,2009.0436,3,25.033,1.796,22.059,0.13,20.521,0.05,19.518,0.029,19.23,0.092,0.49299,,,0
1,+,3,"J022530.39-061653.3",,1237679439351972623,"4388-55536-0473",36.376646,-6.281472,2009.0436,3,23.005,0.892,21.479,0.083,19.723,0.028,18.93,0.02,18.536,0.054,0.46423,12,3,0
1,+,3,"J022508.04-061544.8",,1237679439351972803,"4388-55536-0499",36.283529,-6.262449,2009.0436,3,26.047,0.913,22.94,0.266,21.085,0.079,19.892,0.039,19.228,0.09,0.65541,,,0
1,+,3,"J022529.78-061302.7",,1237679439351972628,"4388-55536-0477",36.374094,-6.217438,2009.0436,3,23.216,0.798,21.667,0.075,20.079,0.029,19.287,0.021,19.028,0.063,0.53477,-12,3,0
1,+,3,"J022548.74-061123.5",,1237679340569428600,"4388-55536-0575",36.453108,-6.189878,2009.0027,3,24.967,2.704,21.844,0.151,20.394,0.072,19.478,0.047,19.128,0.178,0.53427,,,0
1,+,6,"J022522.43-061358.7",,1237679439351972003,"4388-55536-0480",36.343464,-6.232984,2009.0436,3,21.836,0.179,20.366,0.02,19.895,0.018,19.497,0.018,19.211,0.048,2.30617,7,-3,64
1,+,3,"J022520.96-061249.8",,1237679439351971981,"4388-55536-0479",36.337351,-6.213856,2009.0436,3,26.113,1.201,24.417,1.113,20.983,0.102,19.709,0.046,18.933,0.096,0.65602,,,0
1,+,3,"J022559.71-061241.6",,1237679439352037458,"4388-55536-0455",36.498795,-6.211563,2009.0436,3,24.764,1.711,22.222,0.134,20.564,0.049,19.399,0.025,18.82,0.059,0.59758,,,0
1,+,3,"J022618.29-060447.7",,1237679340569494080,"4388-55536-0580",36.576239,-6.079916,2009.0027,3,23.889,1.273,21.153,0.049,19.463,0.02,18.713,0.015,18.335,0.04,0.46713,-8,7,0
1,+,6,"J022625.17-060138.5",,1237679340569559187,"4388-55536-0608",36.604879,-6.027379,2009.0027,3,20.412,0.065,19.889,0.016,19.782,0.019,19.702,0.025,19.554,0.077,2.21093,1,2,0
1,+,6,"J022607.30-060339.4",,1237679340569493971,"4388-55536-0578",36.530456,-6.060946,2009.0027,3,22.118,0.262,21.582,0.055,21.387,0.073,21.465,0.113,21.065,0.301,2.69931,,,0
1,+,3,"J022913.67-062928.5",,1237679340032950490,"4388-55536-0293",37.306984,-6.491276,2009.0027,3,24.488,1.585,22.311,0.139,20.855,0.059,19.899,0.039,19.471,0.111,0.68129,,,0
1,+,3,"J022909.75-062900.4",,1237679340032950566,"4388-55536-0295",37.290634,-6.483447,2009.0027,3,25.735,1.639,21.574,0.117,20.057,0.049,19.282,0.038,18.671,0.09,0.41933,-4,0,0
1,+,3,"J022944.90-062551.1",,1237679340033016235,"4388-55536-0271",37.437102,-6.430878,2009.0027,3,23.502,1.235,22.137,0.138,20.486,0.05,19.671,0.037,19.213,0.1,0.41945,,,0
1,+,3,"J022927.41-062516.3",,1237679340032950376,"4388-55536-0292",37.364235,-6.421198,2009.0027,3,23.028,1.543,21.626,0.172,21.054,0.165,19.783,0.079,19.248,0.208,0.71465,,,0
1,+,3,"J022859.72-062522.7",,1237679340032950716,"4388-55536-0335",37.248868,-6.422988,2009.0027,3,26.789,0.541,22.017,0.139,20.107,0.04,19.199,0.028,18.78,0.077,0.47594,1,-5,0
1,+,3,"J022849.79-062523.5",,1237679340032885405,"4388-55536-0329",37.207462,-6.423212,2009.0027,3,26.437,0.694,22.073,0.143,20.138,0.041,19.324,0.03,18.695,0.071,0.4783,,,0
1,+,3,"J022844.65-062550.9",,1237679340032885350,"4388-55536-0331",37.186058,-6.430828,2009.0027,3,25.15,1.461,22.551,0.186,20.905,0.066,19.95,0.042,19.371,0.108,0.48142,,,0
