OzDES,RAJ2000,DEJ2000,z,Flag,types
"OzDES_010764",51.886333,-28.169528,0.80503,3,"RadioGalaxy"
"OzDES_001298",51.874208,-28.143111,0.32308,4,"Photo-z"
"OzDES_010104",52.002792,-28.23625,4.0E-5,6,"BrightGalaxy"
"OzDES_010109",52.0255,-28.225028,0.16196,4,"RadioGalaxy"
"OzDES_001304",52.074042,-28.239111,0.12841,4,"Photo-z"
"OzDES_010115",52.067625,-28.213639,0.31796,4,"BrightGalaxy"
"OzDES_010101",51.994292,-28.23875,0.1611,4,"RadioGalaxy"
"OzDES_010765",52.032083,-28.172222,0.21838,4,"RadioGalaxy"
"OzDES_010769",52.026333,-28.163417,2.4E-4,4,"AGN_reverberation"
"OzDES_001302",52.015458,-28.155917,0.75986,4,"Photo-z"
"OzDES_001303",52.031708,-28.158778,0.14053,4,"Photo-z"
"OzDES_001307",52.133167,-28.186667,0.24588,3,"Photo-z"
"OzDES_010123",52.13475,-28.185861,0.2477,4,"BrightGalaxy"
"OzDES_010766",52.120917,-28.168944,3.3E-4,6,"BrightGalaxy"
"OzDES_010783",52.116542,-28.142472,0.26149,4,"RadioGalaxy"
"OzDES_001308",52.152167,-28.134111,0.42784,4,"Photo-z"
"OzDES_010779",52.183167,-28.140889,0.78502,4,"ELG"
"OzDES_010796",52.179917,-28.111889,0.31852,4,"RadioGalaxy"
"OzDES_010798",52.167167,-28.105083,0.52526,3,"RedMaGiC"
"OzDES_010805",52.175292,-28.099361,0.2167,4,"BrightGalaxy"
"OzDES_010801",52.161792,-28.102056,0.52732,4,"RadioGalaxy"
"OzDES_010774",52.072042,-28.155833,0.31836,4,"RadioGalaxy"
"OzDES_001305",52.089542,-28.136611,0.21802,4,"Photo-z"
"OzDES_010787",52.052708,-28.135056,0.21782,4,"RadioGalaxy"
"OzDES_010812",52.131458,-28.074778,0.30735,4,"RadioGalaxy"
"OzDES_010817",52.109083,-28.054861,0.76704,4,"ELG"
"OzDES_010775",51.94375,-28.167222,-3.0E-5,6,"RadioGalaxy"
"OzDES_010767",51.913833,-28.165306,0.90288,4,"ELG"
"OzDES_001301",51.998792,-28.14675,0.83476,4,"Photo-z"
"OzDES_010789",51.979792,-28.130361,0.24233,4,"RadioGalaxy"
"OzDES_010788",51.986958,-28.127722,0.9022,4,"ELG"
"OzDES_001300",51.960833,-28.137722,0.46105,4,"Photo-z"
"OzDES_010773",51.8985,-28.150472,-9.0E-5,6,"BrightGalaxy"
"OzDES_001299",51.896083,-28.110389,0.24044,4,"Photo-z"
"OzDES_010814",51.955792,-28.069528,0.26019,4,"BrightGalaxy"
"OzDES_010810",51.911833,-28.080972,0.21902,4,"RadioGalaxy"
"OzDES_001238",51.9395,-28.051694,0.24044,4,"Photo-z"
"OzDES_001306",52.037708,-28.115611,0.45934,4,"Photo-z"
"OzDES_001242",52.050167,-28.085861,0.15725,4,"Photo-z"
"OzDES_001240",52.026292,-28.063889,0.52508,3,"Photo-z"
"OzDES_010816",52.0195,-28.063639,0.20317,4,"BrightGalaxy"
"OzDES_010819",52.076333,-28.060639,0.21749,4,"BrightGalaxy"
"OzDES_010820",52.051917,-28.043722,0.79663,4,"ELG"
"OzDES_010850",52.066917,-28.031333,0.01482,4,"RadioGalaxy"
"OzDES_010859",51.991167,-28.052861,0.20274,4,"BrightGalaxy"
"OzDES_001241",52.062875,-27.985028,0.10282,4,"Photo-z"
"OzDES_010066",52.381,-28.289417,0.68999,4,"ELG"
"OzDES_001317",52.429042,-28.2345,0.54109,3,"Photo-z"
"OzDES_001316",52.414042,-28.2195,0.22077,4,"Photo-z"
"OzDES_010112",52.41425,-28.221111,0.21857,4,"BrightGalaxy"
"OzDES_010107",52.4235,-28.222722,0.54275,4,"RadioGalaxy"
"OzDES_010759",52.383292,-28.1815,0.31792,4,"RadioGalaxy"
"OzDES_010761",52.356833,-28.17325,0.63429,4,"RedMaGiC"
"OzDES_010771",52.499333,-28.160361,0.8973,4,"ClusterGalaxy"
"OzDES_010772",52.483708,-28.165694,0.12434,4,"BrightGalaxy"
"OzDES_001319",52.482167,-28.155556,0.84305,4,"Photo-z"
"OzDES_010757",52.452125,-28.180083,0.84267,3,"ELG"
"OzDES_001318",52.450208,-28.145139,0.5741,4,"Photo-z"
"OzDES_000040",52.486042,-28.142056,-1.3E-4,6,"AGN_reverberation,Tertiary"
"OzDES_010778",52.477958,-28.142444,1.01795,3,"ELG"
"OzDES_001322",52.5145,-28.156167,0.79976,4,"Photo-z"
"OzDES_001321",52.504667,-28.152139,-6.0E-5,4,"Photo-z"
"OzDES_001324",52.539917,-28.122444,0.53731,4,"Photo-z"
"OzDES_000045",52.503625,-28.117889,-2.2E-4,6,"Tertiary"
"OzDES_010794",52.495042,-28.111056,0.6444,3,"RadioGalaxy"
"OzDES_002338",52.419167,-28.150417,0.0,6,"FStar"
"OzDES_010790",52.392458,-28.12675,0.94443,3,"ELG"
"OzDES_010797",52.438042,-28.106528,6.7E-4,6,"BrightGalaxy"
"OzDES_010808",52.419042,-28.089389,0.08111,4,"ELG"
"OzDES_010804",52.481292,-28.097667,0.20003,4,"BrightGalaxy"
"OzDES_010119",52.301667,-28.195222,-6.0E-5,6,"AGN_reverberation"
"OzDES_010124",52.310792,-28.184639,-6.0E-5,6,"AGN_reverberation"
"OzDES_010770",52.3005,-28.160417,0.85093,3,"ELG"
"OzDES_010762",52.285958,-28.169083,0.75634,4,"ELG"
"OzDES_010781",52.272917,-28.147111,0.1496,4,"BrightGalaxy"
"OzDES_010791",52.351875,-28.124417,-2.5E-4,6,"BrightGalaxy"
"OzDES_010792",52.318167,-28.11325,0.89864,4,"ELG"
"OzDES_010793",52.335667,-28.117472,-1.7E-4,6,"BrightGalaxy"
"OzDES_010803",52.318833,-28.099667,1.0E-5,6,"BrightGalaxy"
"OzDES_010777",52.245083,-28.15425,4.1E-4,6,"BrightGalaxy"
"OzDES_001315",52.249292,-28.142083,0.32889,3,"Photo-z"
"OzDES_010782",52.235583,-28.146278,0.24781,4,"RadioGalaxy"
"OzDES_010795",52.263667,-28.118083,6.0E-4,6,"BrightGalaxy"
"OzDES_010800",52.24325,-28.104111,-1.9E-4,6,"BrightGalaxy"
"OzDES_010799",52.237792,-28.103,0.78439,4,"ELG"
"OzDES_010807",52.369958,-28.094333,9.0E-5,6,"BrightGalaxy"
"OzDES_001252",52.396042,-28.059389,0.05771,4,"Photo-z"
"OzDES_010815",52.374667,-28.065917,1.7E-4,6,"BrightGalaxy"
"OzDES_000022",52.419542,-28.065611,0.0,6,"Tertiary"
"OzDES_010818",52.401083,-28.04275,0.89724,3,"RadioGalaxy"
"OzDES_010813",52.34175,-28.072333,0.1436,4,"RadioGalaxy"
"OzDES_001251",52.348458,-28.06875,0.26672,4,"Photo-z"
"OzDES_001250",52.320292,-28.036583,0.53539,4,"Photo-z"
"OzDES_010829",52.32175,-28.036389,0.53579,3,"LRG"
"OzDES_001248",52.303833,-28.041472,0.53566,4,"Photo-z"
"OzDES_010830",52.30325,-28.037444,0.53631,3,"RadioGalaxy"
"OzDES_010827",52.304917,-28.036278,0.50867,4,"LRG"
"OzDES_010833",52.313,-28.027139,0.78717,3,"ELG"
"OzDES_010842",52.3465,-28.006333,2.17478,4,"AGN_monitoring"
"OzDES_010846",52.413375,-28.00375,0.33915,4,"RadioGalaxy"
"OzDES_010854",52.373708,-27.985194,-8.0E-5,6,"BrightGalaxy"
"OzDES_008863",52.63675,-28.031583,0.12514,4,"BrightGalaxy"
"OzDES_010823",52.574125,-28.042,1.81785,4,"AGN_monitoring"
"OzDES_001996",52.566542,-28.038833,2.09549,3,"AGN_monitoring,AGN_reverberation"
"OzDES_010843",52.524833,-28.032278,0.33741,4,"RadioGalaxy"
"OzDES_010824",52.50375,-28.039194,0.34426,4,"RadioGalaxy"
"OzDES_010826",52.49875,-28.038806,0.24509,4,"RadioGalaxy"
"OzDES_000030",52.48875,-28.035583,-8.0E-5,6,"Tertiary"
"OzDES_001256",52.494875,-28.035278,0.24507,4,"Photo-z"
"OzDES_001258",52.524208,-28.026417,0.33757,4,"Photo-z"
"OzDES_010838",52.518792,-28.021417,0.12507,4,"BrightGalaxy"
"OzDES_001259",52.561375,-28.031417,0.57224,4,"Photo-z"
"OzDES_001260",52.565,-28.002306,0.53789,4,"Photo-z"
"OzDES_010844",52.583917,-28.005028,-6.0E-5,6,"AGN_reverberation"
"OzDES_001261",52.641875,-28.024472,-6.0E-5,4,"Photo-z"
"OzDES_008866",52.647,-28.019361,0.6328,4,"LRG"
"OzDES_008877",52.632333,-27.967333,0.40665,4,"RadioGalaxy"
"OzDES_001263",52.675,-27.975028,-4.0E-5,4,"Photo-z"
"OzDES_008880",52.713708,-27.956528,0.68199,3,"LRG"
"OzDES_008882",52.68575,-27.957361,0.24753,4,"RadioGalaxy"
"OzDES_008888",52.694333,-27.941917,0.14071,4,"BrightGalaxy"
"OzDES_010861",52.576833,-27.958444,0.56979,3,"LRG"
"OzDES_002071",52.571708,-27.948,0.5689,4,"ClusterGalaxy"
"OzDES_010872",52.567208,-27.946694,0.57187,4,"AGN_reverberation"
"OzDES_010870",52.588667,-27.942361,0.57756,3,"RadioGalaxy"
"OzDES_008892",52.668417,-27.923306,2.3E-4,6,"BrightGalaxy"
"OzDES_008890",52.688042,-27.911528,0.67856,3,"LRG"
"OzDES_008895",52.633542,-27.902944,0.6781,4,"ClusterGalaxy"
"OzDES_008898",52.65025,-27.882611,0.67945,4,"ELG"
"OzDES_001254",52.486625,-28.01925,0.35881,4,"Photo-z"
"OzDES_001257",52.497125,-28.004611,0.50156,3,"Photo-z"
"OzDES_010852",52.475625,-27.987389,2.3E-4,6,"RadioGalaxy"
"OzDES_010856",52.46875,-27.969556,-2.8E-4,6,"BrightGalaxy"
"OzDES_001253",52.483,-27.963417,0.38313,4,"Photo-z"
"OzDES_001255",52.496125,-27.955139,0.21909,4,"Photo-z"
"OzDES_010860",52.479917,-27.958417,0.68554,4,"RadioGalaxy"
"OzDES_010877",52.504542,-27.934361,6.0E-4,6,"BrightGalaxy"
"OzDES_010875",52.456958,-27.9405,1.0E-5,6,"BrightGalaxy"
"OzDES_010874",52.473708,-27.940639,-1.1E-4,6,"BrightGalaxy"
"OzDES_010873",52.468375,-27.942222,7.6E-4,6,"BrightGalaxy"
"OzDES_010876",52.481458,-27.935139,7.5E-4,6,"BrightGalaxy"
"OzDES_001196",52.457917,-27.912694,0.10882,4,"Photo-z"
"OzDES_010888",52.441917,-27.915944,0.78673,3,"RadioGalaxy"
"OzDES_001197",52.466542,-27.885639,0.21776,4,"Photo-z"
"OzDES_010898",52.575667,-27.916694,0.07923,4,"BrightGalaxy"
"OzDES_002337",52.535708,-27.899917,5.3E-4,6,"FStar"
"OzDES_002505",52.547125,-27.888306,7.5E-4,6,"Tertiary"
"OzDES_010893",52.596708,-27.898944,1.00932,3,"RadioGalaxy"
"OzDES_001205",52.6275,-27.871556,0.13322,4,"Photo-z"
"OzDES_001203",52.63175,-27.862444,0.74009,3,"Photo-z"
"OzDES_010911",52.622292,-27.870583,0.67947,3,"LRG"
"OzDES_010922",52.583333,-27.855833,0.07905,4,"RadioGalaxy"
"OzDES_010899",52.531375,-27.886583,0.68029,3,"LRG"
"OzDES_010903",52.501375,-27.896389,0.14131,4,"BrightGalaxy"
"OzDES_001199",52.509042,-27.838,0.37778,3,"Photo-z"
"OzDES_001204",52.600583,-27.825778,0.41072,4,"Photo-z"
"OzDES_001200",52.544042,-27.834194,0.12742,4,"Photo-z"
"OzDES_001202",52.558042,-27.801222,0.07705,4,"Photo-z"
"OzDES_001201",52.555417,-27.790833,0.45128,3,"Photo-z"
"OzDES_010806",52.231542,-28.096083,3.7E-4,6,"BrightGalaxy"
"OzDES_010811",52.189083,-28.073361,0.80378,3,"ELG"
"OzDES_001247",52.225958,-28.056167,0.16882,4,"Photo-z"
"OzDES_010821",52.278542,-28.043333,3.7E-4,6,"RadioGalaxy"
"OzDES_010837",52.251833,-28.01725,0.9986,4,"RadioGalaxy"
"OzDES_010836",52.233958,-28.018972,0.89682,3,"ELG"
"OzDES_010845",52.162167,-28.011806,0.14252,4,"BrightGalaxy"
"OzDES_010832",52.208458,-28.033889,-6.5E-4,6,"BrightGalaxy"
"OzDES_001246",52.202167,-28.021944,0.79583,4,"Photo-z"
"OzDES_010839",52.197125,-28.016444,0.1747,4,"BrightGalaxy"
"OzDES_010840",52.203708,-28.009611,0.50496,3,"RadioGalaxy"
"OzDES_010851",52.317792,-27.999222,5.0E-5,6,"BrightGalaxy"
"OzDES_000021",52.300542,-27.976833,0.0,6,"Tertiary"
"OzDES_001249",52.309458,-27.968806,0.94508,3,"Photo-z"
"OzDES_010862",52.347583,-27.954278,0.89795,3,"ELG"
"OzDES_010868",52.348917,-27.943722,0.7923,3,"ELG"
"OzDES_010881",52.32125,-27.942444,0.06745,4,"RadioGalaxy"
"OzDES_010882",52.239,-27.927611,0.0,6,"BrightGalaxy"
"OzDES_001191",52.279708,-27.924833,0.1018,4,"Photo-z"
"OzDES_001190",52.254167,-27.908167,0.15259,4,"Photo-z"
"OzDES_001244",52.131292,-28.018306,-4.0E-5,4,"Photo-z"
"OzDES_010835",52.115083,-28.019917,0.19378,3,"ClusterGalaxy"
"OzDES_001245",52.140792,-28.003667,0.42621,3,"Photo-z"
"OzDES_010849",52.096083,-28.009361,5.2E-4,6,"BrightGalaxy"
"OzDES_010841",52.088667,-28.005833,0.90223,3,"ELG"
"OzDES_010848",52.091458,-28.000528,0.78818,4,"RadioGalaxy"
"OzDES_010853",52.128583,-27.979667,0.80521,4,"ELG"
"OzDES_010863",52.120625,-27.95425,1.0E-5,6,"BrightGalaxy"
"OzDES_010880",52.180667,-27.928583,4.0E-5,4,"ELG"
"OzDES_010885",52.166583,-27.920028,1.817,4,"RadioGalaxy"
"OzDES_001243",52.072583,-27.973833,0.06348,4,"Photo-z"
"OzDES_010864",52.09025,-27.949833,0.9668,3,"ELG"
"OzDES_010871",52.116542,-27.941028,0.14153,4,"ELG"
"OzDES_010878",52.138708,-27.932417,0.21804,4,"BrightGalaxy"
"OzDES_001188",52.157375,-27.915972,0.24115,4,"Photo-z"
"OzDES_010891",52.136583,-27.908278,0.84565,3,"ELG"
"OzDES_001187",52.145625,-27.903694,0.21827,3,"Photo-z"
"OzDES_010902",52.133333,-27.886,0.21846,4,"BrightGalaxy"
"OzDES_010907",52.10425,-27.88375,2.5E-4,6,"BrightGalaxy"
"OzDES_010905",52.125542,-27.883639,0.24094,4,"RadioGalaxy"
"OzDES_010867",52.202417,-27.948056,0.20297,4,"BrightGalaxy"
"OzDES_001189",52.192417,-27.925556,0.20207,4,"Photo-z"
"OzDES_010900",52.21825,-27.912139,0.20031,4,"BrightGalaxy"
"OzDES_010894",52.213458,-27.902528,0.14153,4,"RadioGalaxy"
"OzDES_010930",52.265125,-27.866944,-6.0E-5,6,"AGN_reverberation"
"OzDES_010918",52.232792,-27.860167,0.42719,4,"RadioGalaxy"
"OzDES_010920",52.159917,-27.876306,0.10701,4,"BrightGalaxy"
"OzDES_010919",52.190042,-27.857889,0.42556,3,"LRG"
"OzDES_010910",52.141417,-27.873889,0.2181,4,"RadioGalaxy"
"OzDES_010923",52.177958,-27.8535,0.33704,4,"RadioGalaxy"
"OzDES_010931",52.228542,-27.836944,0.30954,4,"RadioGalaxy"
"OzDES_010879",52.380417,-27.930778,5.5E-4,6,"BrightGalaxy"
"OzDES_001195",52.386042,-27.924639,0.61503,4,"Photo-z"
"OzDES_010904",52.393958,-27.904333,0.32705,4,"RadioGalaxy"
"OzDES_010901",52.378125,-27.907,-6.0E-5,6,"AGN_reverberation"
"OzDES_010917",52.449958,-27.862694,0.06651,3,"BrightGalaxy"
"OzDES_010916",52.418625,-27.862111,1.72901,4,"AGN_monitoring"
"OzDES_010909",52.337667,-27.876972,0.19363,4,"RadioGalaxy"
"OzDES_001193",52.350958,-27.878389,0.63134,4,"Photo-z"
"OzDES_010908",52.35675,-27.875889,0.95931,3,"RadioGalaxy"
"OzDES_001192",52.344333,-27.825167,0.25783,4,"Photo-z"
"OzDES_001194",52.374875,-27.814333,0.33532,3,"Photo-z"
"OzDES_010927",52.444792,-27.842,-1.6E-4,6,"RadioGalaxy"
"OzDES_010935",52.510458,-27.816194,1.82295,4,"AGN_monitoring"
"OzDES_010946",52.518292,-27.807389,0.18258,4,"BrightGalaxy"
"OzDES_001198",52.507125,-27.793667,0.18298,4,"Photo-z"
"OzDES_001156",52.502042,-27.760389,0.65961,3,"Photo-z"
"OzDES_010948",52.443208,-27.796833,3.0E-4,6,"BrightGalaxy"
"OzDES_010960",52.468375,-27.765972,5.3E-4,6,"BrightGalaxy"
"OzDES_001155",52.449917,-27.733806,0.14183,4,"Photo-z"
"OzDES_010973",52.454208,-27.727111,0.44125,4,"RadioGalaxy"
"OzDES_010934",52.290917,-27.817639,-2.0E-5,6,"RadioGalaxy"
"OzDES_010941",52.331333,-27.792861,0.78544,4,"ELG"
"OzDES_010950",52.34675,-27.787917,-5.0E-5,6,"BrightGalaxy"
"OzDES_010959",52.346125,-27.780667,0.10753,4,"RadioGalaxy"
"OzDES_010955",52.341542,-27.775056,0.20141,3,"RadioGalaxy"
"OzDES_010970",52.334583,-27.750333,0.10716,4,"BrightGalaxy"
"OzDES_010938",52.256583,-27.80225,0.56391,3,"RadioGalaxy"
"OzDES_010947",52.259625,-27.79125,1.06586,3,"ELG"
"OzDES_000017",52.269542,-27.765778,1.0E-5,6,"BrightGalaxy,Tertiary"
"OzDES_010963",52.308458,-27.748583,0.89204,3,"ELG"
"OzDES_001150",52.279667,-27.739194,0.45298,4,"Photo-z,RadioGalaxy"
"OzDES_010972",52.272208,-27.736556,-1.8E-4,6,"BrightGalaxy"
"OzDES_010985",52.296208,-27.704944,1.7E-4,6,"BrightGalaxy"
"OzDES_010965",52.41725,-27.742861,0.88908,3,"ELG"
"OzDES_001153",52.375667,-27.734361,0.37979,4,"Photo-z"
"OzDES_010975",52.373167,-27.725333,0.32618,4,"RadioGalaxy"
"OzDES_010978",52.441542,-27.717,0.62125,4,"RadioGalaxy"
"OzDES_010983",52.448417,-27.711222,2.0E-4,6,"BrightGalaxy"
"OzDES_011017",52.453042,-27.688778,-6.0E-5,6,"AGN_reverberation"
"OzDES_010971",52.34775,-27.730222,0.74795,4,"ELG"
"OzDES_001151",52.342,-27.723583,0.14511,4,"Photo-z"
"OzDES_010990",52.360667,-27.709861,0.16678,4,"RadioGalaxy"
"OzDES_011003",52.311333,-27.698278,0.15216,4,"BrightGalaxy"
"OzDES_001154",52.390208,-27.677806,0.18289,4,"Photo-z"
"OzDES_011005",52.391667,-27.678056,0.18304,4,"ELG"
"OzDES_001152",52.373042,-27.685778,0.65892,4,"Photo-z"
"OzDES_011011",52.401292,-27.670806,0.32619,4,"RadioGalaxy"
"OzDES_001294",51.687208,-28.2265,0.543,4,"Photo-z"
"OzDES_010746",51.680208,-28.225611,0.29692,4,"RadioGalaxy"
"OzDES_001292",51.721708,-28.229861,0.29467,4,"Photo-z"
"OzDES_010749",51.753083,-28.206111,1.00291,4,"ELG"
"OzDES_010748",51.728458,-28.209722,-6.0E-5,6,"AGN_reverberation"
"OzDES_010756",51.724917,-28.194333,0.21644,4,"BrightGalaxy"
"OzDES_007029",51.716208,-28.180917,0.22217,4,"BrightGalaxy"
"OzDES_010742",51.649042,-28.225083,0.29629,4,"BrightGalaxy"
"OzDES_010745",51.603333,-28.217778,0.0,6,"RadioGalaxy"
"OzDES_010754",51.610208,-28.194972,0.21519,3,"ELG"
"OzDES_007027",51.6855,-28.180861,0.32183,4,"RadioGalaxy"
"OzDES_007033",51.657292,-28.165861,0.21987,3,"Photo-z"
"OzDES_001291",51.669792,-28.150583,0.21974,4,"Photo-z"
"OzDES_007045",51.674458,-28.135444,0.21999,4,"RadioGalaxy"
"OzDES_007031",51.795792,-28.16725,2.52986,4,"AGN_monitoring"
"OzDES_001295",51.791083,-28.158972,0.48889,4,"Photo-z"
"OzDES_007034",51.750208,-28.179361,0.0629,4,"BrightGalaxy"
"OzDES_007037",51.813375,-28.151222,0.0898,4,"Photo-z"
"OzDES_001296",51.796875,-28.138639,0.61749,4,"Photo-z"
"OzDES_010802",51.830875,-28.100861,-3.1E-4,6,"BrightGalaxy"
"OzDES_007040",51.725083,-28.13275,0.21736,4,"BrightGalaxy"
"OzDES_001293",51.700458,-28.126333,0.21656,4,"Photo-z"
"OzDES_007044",51.768417,-28.120583,0.08965,4,"BrightGalaxy"
"OzDES_007028",51.578708,-28.178306,0.61802,3,"RedMaGiC"
"OzDES_007036",51.576375,-28.153361,1.3E-4,6,"RadioGalaxy"
"OzDES_007046",51.663,-28.133722,0.21799,4,"RadioGalaxy"
"OzDES_007041",51.653625,-28.129389,1.0E-4,6,"RadioGalaxy"
"OzDES_007039",51.614375,-28.136417,0.64022,4,"RadioGalaxy"
"OzDES_007043",51.507042,-28.121083,0.57078,3,"RadioGalaxy"
"OzDES_007042",51.683292,-28.115861,1.53033,4,"AGN_monitoring"
"OzDES_001227",51.693,-28.078361,0.299,4,"Photo-z"
"OzDES_007047",51.661125,-28.096556,-2.6E-4,6,"BrightGalaxy"
"OzDES_001225",51.6605,-28.075333,0.449,4,"Photo-z"
"OzDES_001230",51.684917,-28.058167,0.24122,4,"Photo-z"
"OzDES_001228",51.688833,-28.049,0.12082,4,"Photo-z"
"OzDES_001229",51.75575,-28.039167,0.1435,4,"Photo-z"
"OzDES_007057",51.722667,-28.019417,0.83616,3,"Photo-z"
"OzDES_007051",51.6495,-28.048778,0.96399,4,"ELG"
"OzDES_007053",51.667042,-28.031417,4.7E-4,6,"BrightGalaxy"
"OzDES_007052",51.652333,-28.029389,0.22208,4,"RadioGalaxy"
"OzDES_007054",51.656042,-28.028611,0.22116,4,"RadioGalaxy"
"OzDES_001220",51.613125,-28.019806,0.32136,4,"Photo-z"
"OzDES_007056",51.640542,-28.024806,-6.0E-5,6,"Photo-z"
"OzDES_001226",51.664917,-28.020528,0.53621,3,"Photo-z"
"OzDES_007065",51.695833,-28.001028,0.45911,3,"Photo-z"
"OzDES_001224",51.660125,-28.011167,0.44817,4,"Photo-z"
"OzDES_007067",51.672333,-27.971556,0.31644,4,"RedMaGiC"
"OzDES_007070",51.673833,-27.959583,1.53831,3,"ELG"
"OzDES_010809",51.848708,-28.090583,5.1E-4,6,"BrightGalaxy"
"OzDES_007048",51.823625,-28.079583,0.08872,4,"RadioGalaxy"
"OzDES_007049",51.819958,-28.078583,0.08945,4,"RadioGalaxy"
"OzDES_010828",51.8605,-28.046,0.15519,4,"BrightGalaxy"
"OzDES_001235",51.884708,-28.061278,0.12367,4,"Photo-z"
"OzDES_010831",51.933333,-28.0285,1.04302,4,"ELG"
"OzDES_010825",51.915417,-28.035833,1.10294,4,"ELG"
"OzDES_001237",51.890667,-28.024222,0.42014,4,"Photo-z"
"OzDES_007055",51.793875,-28.021083,0.64766,3,"Photo-z"
"OzDES_001233",51.785792,-28.022806,0.62727,4,"Photo-z"
"OzDES_007062",51.819458,-28.014694,0.08994,4,"RadioGalaxy"
"OzDES_007064",51.809708,-28.000639,0.22894,4,"Photo-z"
"OzDES_010834",51.848125,-28.020861,1.13757,3,"ELG"
"OzDES_001236",51.887208,-28.003389,0.124,4,"Photo-z"
"OzDES_001234",51.830667,-27.978528,0.34072,4,"Photo-z"
"OzDES_001239",51.976875,-27.994028,0.6306,4,"Photo-z"
"OzDES_010847",51.931167,-28.003278,1.0E-5,6,"BrightGalaxy"
"OzDES_010855",51.953583,-27.971306,0.36953,4,"LRG"
"OzDES_010858",51.968917,-27.970972,0.16044,4,"BrightGalaxy"
"OzDES_010857",52.012292,-27.964417,-3.5E-4,6,"RadioGalaxy"
"OzDES_010865",52.005875,-27.949139,0.8595,3,"RadioGalaxy"
"OzDES_010869",51.974708,-27.952722,9.0E-4,6,"BrightGalaxy"
"OzDES_010890",51.992958,-27.921389,0.16137,4,"BrightGalaxy"
"OzDES_010883",51.946083,-27.925611,-2.0E-5,6,"BrightGalaxy"
"OzDES_010884",51.910667,-27.920806,1.15277,3,"ELG"
"OzDES_007060",51.776917,-28.02225,1.1E-4,6,"BrightGalaxy"
"OzDES_001232",51.780458,-28.009472,0.08703,4,"Photo-z"
"OzDES_001231",51.754667,-28.012583,0.45748,4,"Photo-z"
"OzDES_007068",51.779125,-27.970722,0.68552,3,"RadioGalaxy"
"OzDES_007066",51.757833,-27.978278,0.79699,4,"RadioGalaxy"
"OzDES_010866",51.847167,-27.949167,0.46361,4,"RadioGalaxy"
"OzDES_007078",51.816875,-27.93025,6.0E-4,6,"BrightGalaxy"
"OzDES_007077",51.807417,-27.929833,-3.1E-4,6,"BrightGalaxy"
"OzDES_007069",51.698792,-27.97075,1.26132,3,"ELG"
"OzDES_007075",51.701,-27.948806,3.1E-4,6,"BrightGalaxy"
"OzDES_007081",51.742958,-27.905639,0.98293,3,"ELG"
"OzDES_001176",51.77225,-27.897694,0.33309,3,"Photo-z"
"OzDES_010887",51.883958,-27.915806,0.85461,3,"RadioGalaxy"
"OzDES_001178",51.820167,-27.91175,0.33505,4,"Photo-z"
"OzDES_010895",51.830917,-27.893833,0.88808,3,"ELG"
"OzDES_010892",51.857625,-27.908778,7.6E-4,6,"RadioGalaxy"
"OzDES_010896",51.870083,-27.896861,0.80555,4,"RadioGalaxy"
"OzDES_001180",51.845833,-27.887306,0.07646,4,"Photo-z"
"OzDES_002333",51.887208,-27.892639,-3.4E-4,6,"FStar"
"OzDES_010906",51.888917,-27.884917,-3.5E-4,6,"BrightGalaxy"
"OzDES_001177",51.81025,-27.909417,0.33273,3,"Photo-z"
"OzDES_007082",51.815833,-27.905778,0.36807,3,"RadioGalaxy"
"OzDES_007085",51.801833,-27.883778,6.1E-4,6,"BrightGalaxy"
"OzDES_007087",51.812708,-27.877167,1.00392,3,"ELG"
"OzDES_001179",51.830208,-27.869,0.27116,4,"Photo-z"
"OzDES_010924",51.845792,-27.857722,0.79638,3,"ELG"
"OzDES_010929",51.828042,-27.840278,0.65148,4,"RadioGalaxy"
"OzDES_000018",51.855708,-27.811556,-1.4E-4,6,"Tertiary"
"OzDES_010937",51.85625,-27.809167,7.7E-4,6,"BrightGalaxy"
"OzDES_007050",51.52,-28.054333,0.81049,3,"ELG"
"OzDES_001218",51.52625,-28.042972,-4.0E-5,4,"Photo-z"
"OzDES_000046",51.518833,-28.025944,-4.0E-5,6,"Tertiary"
"OzDES_007059",51.544875,-28.021972,0.31719,4,"RadioGalaxy"
"OzDES_007058",51.489625,-28.029028,0.13229,4,"BrightGalaxy"
"OzDES_001217",51.503917,-28.035889,0.25957,4,"Photo-z"
"OzDES_007061",51.597542,-28.002944,1.13101,3,"ELG"
"OzDES_001221",51.6105,-27.998528,0.53072,3,"Photo-z"
"OzDES_007063",51.568083,-28.004056,0.52927,4,"RadioGalaxy"
"OzDES_007071",51.60275,-27.963722,0.26355,4,"RadioGalaxy"
"OzDES_001222",51.627333,-27.978056,-6.0E-5,4,"Photo-z"
"OzDES_007074",51.636375,-27.956167,3.0E-5,6,"BrightGalaxy"
"OzDES_007073",51.677792,-27.952583,0.5285,3,"RadioGalaxy"
"OzDES_001223",51.641167,-27.954361,0.29867,4,"Photo-z"
"OzDES_007079",51.651958,-27.929667,0.09159,3,"BrightGalaxy"
"OzDES_001219",51.534,-27.97675,0.58209,3,"Photo-z"
"OzDES_007076",51.51675,-27.9415,1.49878,4,"AGN_monitoring"
"OzDES_007072",51.489792,-27.955833,1.13182,3,"ELG"
"OzDES_007080",51.673583,-27.927833,-1.1E-4,6,"BrightGalaxy"
"OzDES_001172",51.697292,-27.903056,0.56954,4,"Photo-z"
