OzDES,RAJ2000,DEJ2000,z,Flag,types
"OzDES_006688",54.906583,-29.970639,0.82033,3,"LRG"
"OzDES_006692",54.96375,-29.917,0.79379,3,"LRG"
"OzDES_006723",55.220375,-29.646861,0.09864,4,"BrightGalaxy"
"OzDES_007837",55.300708,-29.578833,0.6175,3,"LRG"
"OzDES_006294",54.69575,-30.059528,0.08513,4,"BrightGalaxy"
"OzDES_005842",54.642167,-30.0625,1.9E-4,6,"BrightGalaxy"
"OzDES_006906",54.6565,-30.054278,0.73281,3,"LRG"
"OzDES_006910",54.662708,-30.029083,-8.0E-5,6,"BrightGalaxy"
"OzDES_006295",54.773917,-30.025,0.84015,3,"LRG"
"OzDES_006687",54.67925,-29.994889,0.13632,4,"BrightGalaxy"
"OzDES_002530",54.784833,-29.953861,-1.3E-4,6,"Tertiary"
"OzDES_006689",54.761458,-29.9455,0.82608,4,"LRG"
"OzDES_005843",54.558208,-30.055306,0.72252,3,"LRG"
"OzDES_001041",54.616458,-30.023444,0.40212,4,"Photo-z"
"OzDES_001040",54.611958,-30.005278,0.43439,4,"Photo-z"
"OzDES_006911",54.519125,-30.015083,4.7E-4,6,"BrightGalaxy"
"OzDES_006912",54.512833,-30.008972,1.08229,3,"ELG"
"OzDES_006913",54.508583,-29.995667,0.70626,3,"LRG"
"OzDES_006915",54.588667,-29.989417,-4.0E-5,6,"BrightGalaxy"
"OzDES_006917",54.601583,-29.969,0.46393,4,"RedMaGiC"
"OzDES_006924",54.666708,-29.928611,0.82237,3,"ClusterGalaxy"
"OzDES_006928",54.670292,-29.924389,0.82688,3,"LRG"
"OzDES_006690",54.731542,-29.933389,0.59117,3,"LRG"
"OzDES_006693",54.691292,-29.899083,0.63908,3,"LRG"
"OzDES_006922",54.636958,-29.939556,0.82342,3,"LRG"
"OzDES_006923",54.630792,-29.929917,0.84512,3,"LRG"
"OzDES_006936",54.611917,-29.89125,0.64247,3,"LRG"
"OzDES_006933",54.671083,-29.894861,0.82425,3,"LRG"
"OzDES_006944",54.650792,-29.85375,1.14646,4,"AGN_monitoring"
"OzDES_006918",54.19075,-29.967861,0.15126,4,"BrightGalaxy"
"OzDES_006919",54.263458,-29.960222,0.24996,4,"ELG"
"OzDES_001020",54.376042,-29.900361,0.20834,3,"Photo-z"
"OzDES_006937",54.339875,-29.873889,0.45983,4,"LRG"
"OzDES_006927",54.480708,-29.939556,0.10313,4,"BrightGalaxy"
"OzDES_006929",54.4975,-29.922833,0.15386,3,"AGN_reverberation"
"OzDES_006938",54.604333,-29.869167,0.66447,3,"RedMaGiC"
"OzDES_001025",54.563667,-29.860306,0.70321,4,"Photo-z"
"OzDES_006945",54.636875,-29.846139,0.8735,3,"LRG"
"OzDES_001026",54.647708,-29.8345,0.30953,4,"Photo-z"
"OzDES_006951",54.6095,-29.837778,0.59448,4,"LRG"
"OzDES_006957",54.523958,-29.827389,0.42189,3,"LRG"
"OzDES_001021",54.384417,-29.861167,0.49558,3,"Photo-z"
"OzDES_006947",54.411292,-29.851611,0.21469,4,"LRG"
"OzDES_006943",54.454625,-29.863417,2.6E-4,6,"BrightGalaxy"
"OzDES_001022",54.426292,-29.843639,0.21286,3,"Photo-z"
"OzDES_001023",54.442667,-29.825306,0.59496,4,"Photo-z"
"OzDES_001018",54.352583,-29.86,0.21606,3,"Photo-z"
"OzDES_006959",54.371667,-29.821528,1.35246,4,"AGN_reverberation"
"OzDES_006962",54.379333,-29.820806,0.10245,4,"BrightGalaxy"
"OzDES_006960",54.349917,-29.821444,1.35066,4,"AGN_monitoring"
"OzDES_001019",54.368167,-29.80075,0.42485,3,"Photo-z"
"OzDES_006961",54.409667,-29.814167,0.92534,3,"ELG"
"OzDES_006966",54.401833,-29.803167,-5.0E-5,6,"BrightGalaxy"
"OzDES_006977",54.491667,-29.771806,0.56068,4,"AGN_monitoring"
"OzDES_006984",54.479833,-29.759972,0.13178,4,"BrightGalaxy"
"OzDES_006972",54.530208,-29.775417,0.3158,3,"RedMaGiC"
"OzDES_006982",54.531667,-29.755083,0.70256,3,"LRG"
"OzDES_006992",54.519458,-29.720194,0.73895,3,"RedMaGiC"
"OzDES_001024",54.452708,-29.760306,0.20405,4,"Photo-z"
"OzDES_001985",54.4295,-29.727056,2.06993,4,"AGN_reverberation"
"OzDES_006999",54.453958,-29.700111,0.80151,3,"LRG"
"OzDES_000990",54.486208,-29.67625,0.21336,4,"Photo-z"
"OzDES_006907",54.073833,-30.040222,1.60385,4,"AGN_monitoring"
"OzDES_006908",54.008167,-30.039417,0.87005,3,"LRG"
"OzDES_006916",53.984708,-29.981972,0.09488,4,"BrightGalaxy"
"OzDES_006914",54.023708,-29.983333,0.77431,4,"LRG"
"OzDES_006921",54.036,-29.965361,0.09449,4,"BrightGalaxy"
"OzDES_006926",54.030625,-29.942139,0.1367,4,"BrightGalaxy"
"OzDES_006909",53.907917,-30.034083,1.0E-4,6,"BrightGalaxy"
"OzDES_001036",53.950792,-29.990917,0.35807,3,"Photo-z"
"OzDES_006925",53.861583,-29.933722,-3.1E-4,6,"BrightGalaxy"
"OzDES_001037",53.9735,-29.982778,0.35794,4,"Photo-z"
"OzDES_001038",53.9745,-29.979389,0.26642,4,"Photo-z"
"OzDES_001039",53.97475,-29.930722,0.36591,4,"Photo-z"
"OzDES_006932",53.996417,-29.906,0.64309,3,"LRG"
"OzDES_001008",53.976333,-29.897083,0.6452,4,"Photo-z"
"OzDES_006946",53.984333,-29.865222,0.15092,4,"BrightGalaxy"
"OzDES_006942",53.987,-29.856556,0.89645,3,"ELG"
"OzDES_006950",53.955042,-29.837972,0.53258,4,"RedMaGiC"
"OzDES_006648",53.749458,-29.971278,1.72132,4,"AGN_reverberation"
"OzDES_006653",53.652875,-29.88925,0.16151,4,"BrightGalaxy"
"OzDES_006649",53.808875,-29.975528,0.16158,4,"BrightGalaxy"
"OzDES_006650",53.801083,-29.94475,0.1062,4,"BrightGalaxy"
"OzDES_001035",53.796917,-29.927028,0.36233,3,"Photo-z"
"OzDES_006651",53.738083,-29.888528,0.97357,3,"LRG"
"OzDES_006949",53.891583,-29.838028,0.81916,4,"LRG"
"OzDES_006654",53.828625,-29.839639,0.68428,4,"LRG"
"OzDES_006655",53.845958,-29.837278,-2.6E-4,6,"BrightGalaxy"
"OzDES_001005",53.8085,-29.841028,0.59399,3,"Photo-z"
"OzDES_001006",53.851667,-29.808139,0.3134,4,"Photo-z"
"OzDES_006652",53.715417,-29.8805,0.8502,3,"LRG"
"OzDES_001003",53.746958,-29.859528,0.21078,4,"Photo-z"
"OzDES_006656",53.795292,-29.815889,0.2383,4,"AGN_reverberation"
"OzDES_001004",53.789542,-29.788667,0.60379,3,"Photo-z"
"OzDES_006660",53.837458,-29.756,0.68537,4,"LRG"
"OzDES_006986",53.854042,-29.739222,0.20209,4,"BrightGalaxy"
"OzDES_006661",53.803417,-29.749278,0.91421,3,"LRG"
"OzDES_000975",53.814958,-29.717556,0.40673,4,"Photo-z"
"OzDES_006659",53.742375,-29.77375,0.13804,4,"BrightGalaxy"
"OzDES_000973",53.787042,-29.712111,0.37926,4,"Photo-z"
"OzDES_000976",53.822208,-29.688444,0.3077,3,"Photo-z"
"OzDES_006670",53.766583,-29.702778,0.35333,3,"LRG"
"OzDES_006673",53.763792,-29.685333,0.72023,3,"LRG"
"OzDES_006920",54.15925,-29.958222,0.65302,4,"LRG"
"OzDES_006930",54.105792,-29.908,0.62451,3,"LRG"
"OzDES_006931",54.097042,-29.906639,2.30253,4,"AGN_monitoring"
"OzDES_006934",54.082083,-29.895389,0.361,3,"RedMaGiC"
"OzDES_006941",54.182417,-29.869194,1.0E-5,6,"BrightGalaxy"
"OzDES_001012",54.1225,-29.869361,0.62515,3,"Photo-z"
"OzDES_006935",54.240917,-29.889778,0.87233,3,"LRG"
"OzDES_006939",54.216042,-29.868778,1.0E-4,4,"ELG"
"OzDES_006940",54.225917,-29.866194,0.87871,4,"ELG"
"OzDES_001016",54.306208,-29.825806,0.1752,4,"Photo-z"
"OzDES_006955",54.289292,-29.831556,2.0E-4,6,"BrightGalaxy"
"OzDES_006948",54.252125,-29.839139,0.0,3,"ELG"
"OzDES_006952",54.237833,-29.834278,0.9185,3,"AGN_reverberation"
"OzDES_006953",54.183083,-29.839861,-1.6E-4,6,"BrightGalaxy"
"OzDES_006954",54.195542,-29.832306,0.94932,3,"ELG"
"OzDES_006963",54.217667,-29.805028,0.0,4,"ELG"
"OzDES_006965",54.214083,-29.8025,0.20714,4,"LRG"
"OzDES_001013",54.25875,-29.794139,0.35991,4,"Photo-z"
"OzDES_006976",54.235167,-29.785278,0.20656,3,"BrightGalaxy"
"OzDES_006974",54.202708,-29.77525,-5.0E-5,6,"BrightGalaxy"
"OzDES_001014",54.237958,-29.775222,1.69165,4,"Photo-z"
"OzDES_006956",54.11775,-29.831194,1.18447,3,"ELG"
"OzDES_006958",54.069708,-29.828306,0.00113,6,"BrightGalaxy"
"OzDES_001011",54.098583,-29.816917,0.26416,4,"Photo-z"
"OzDES_001009",54.021208,-29.837306,0.36275,3,"Photo-z"
"OzDES_006968",54.002333,-29.797028,2.6E-4,6,"BrightGalaxy"
"OzDES_006964",54.044458,-29.810028,0.10856,4,"BrightGalaxy"
"OzDES_006969",54.077375,-29.791222,0.30851,4,"LRG"
"OzDES_001010",54.060333,-29.784806,0.31406,4,"Photo-z"
"OzDES_006978",54.021292,-29.781306,0.36288,4,"ClusterGalaxy"
"OzDES_006973",54.032917,-29.778917,0.15163,4,"BrightGalaxy"
"OzDES_002867",54.15925,-29.756972,0.46057,4,"SpARCS"
"OzDES_006989",54.158125,-29.733778,0.20135,3,"BrightGalaxy"
"OzDES_006990",54.163667,-29.726972,0.20307,4,"RedMaGiC"
"OzDES_006980",54.108375,-29.765778,0.20224,4,"RedMaGiC"
"OzDES_006985",54.0925,-29.732694,1.23519,4,"AGN_monitoring"
"OzDES_006994",54.093542,-29.714389,0.13663,4,"BrightGalaxy"
"OzDES_006997",54.157208,-29.702028,0.71232,4,"ELG"
"OzDES_007001",54.114292,-29.697222,1.21838,4,"AGN_monitoring"
"OzDES_007000",54.096917,-29.698889,1.26575,4,"AGN_monitoring"
"OzDES_006970",54.35175,-29.786444,0.77232,3,"ELG"
"OzDES_006971",54.339458,-29.7855,0.50671,3,"RedMaGiC"
"OzDES_001015",54.295625,-29.794556,0.30593,4,"Photo-z"
"OzDES_001017",54.34825,-29.757111,0.1368,4,"Photo-z"
"OzDES_006987",54.370167,-29.737556,-5.0E-5,6,"BrightGalaxy"
"OzDES_006981",54.332667,-29.756333,0.77157,4,"LRG"
"OzDES_006995",54.365458,-29.706639,0.92477,4,"LRG"
"OzDES_006993",54.319542,-29.733611,0.06882,4,"BrightGalaxy"
"OzDES_006996",54.395,-29.703861,2.38709,4,"AGN_monitoring"
"OzDES_000987",54.406125,-29.690167,0.2534,4,"Photo-z"
"OzDES_000988",54.399208,-29.668944,0.42037,4,"Photo-z"
"OzDES_007005",54.443833,-29.666944,0.00122,6,"BrightGalaxy"
"OzDES_007007",54.431833,-29.663889,0.1767,3,"BrightGalaxy"
"OzDES_000989",54.376583,-29.680583,0.36223,3,"Photo-z"
"OzDES_007022",54.364958,-29.611889,0.88887,4,"ELG"
"OzDES_002387",54.228917,-29.713944,1.0E-5,6,"FStar"
"OzDES_000983",54.221583,-29.708917,0.45838,4,"Photo-z"
"OzDES_007004",54.214167,-29.670444,0.75128,3,"LRG"
"OzDES_007006",54.288792,-29.661639,0.55788,3,"LRG"
"OzDES_007012",54.237875,-29.656889,-5.0E-5,6,"BrightGalaxy"
"OzDES_000984",54.257083,-29.645417,0.38954,4,"Photo-z"
"OzDES_007013",54.148833,-29.659056,4.1E-4,4,"AGN_reverberation"
"OzDES_009027",54.214875,-29.601917,0.72381,4,"LRG"
"OzDES_007023",54.3595,-29.6135,1.2E-4,6,"BrightGalaxy"
"OzDES_009028",54.308792,-29.599944,0.46067,4,"RedMaGiC"
"OzDES_000985",54.347125,-29.596528,0.15356,4,"Photo-z"
"OzDES_000986",54.355792,-29.593056,0.21459,4,"Photo-z"
"OzDES_000941",54.396667,-29.570806,0.36025,4,"Photo-z"
"OzDES_009039",54.39,-29.568806,-1.0E-4,6,"BrightGalaxy"
"OzDES_009061",54.292792,-29.524139,0.9452,3,"AGN_reverberation"
"OzDES_002519",53.96975,-29.7635,8.0E-5,6,"Tertiary"
"OzDES_006979",53.951875,-29.771972,5.4E-4,6,"BrightGalaxy"
"OzDES_001007",53.927667,-29.772694,0.1514,4,"Photo-z"
"OzDES_007003",54.048625,-29.684361,0.62486,3,"LRG"
"OzDES_000981",54.050833,-29.672778,0.42825,4,"Photo-z"
"OzDES_007008",54.092833,-29.657056,0.62351,4,"ELG"
"OzDES_007010",54.062958,-29.660028,0.25105,4,"RedMaGiC"
"OzDES_000979",54.069375,-29.648583,0.90777,4,"Photo-z"
"OzDES_007016",54.039542,-29.637222,0.81165,3,"LRG"
"OzDES_007025",54.030167,-29.628694,0.06812,4,"BrightGalaxy"
"OzDES_000980",54.062208,-29.5975,0.38919,4,"Photo-z"
"OzDES_006991",53.882708,-29.723222,0.59634,4,"LRG"
"OzDES_007002",53.898792,-29.692833,0.5528,4,"RedMaGiC"
"OzDES_007009",53.878667,-29.677528,0.10315,3,"BrightGalaxy"
"OzDES_007015",53.943125,-29.645667,1.02827,4,"LRG"
"OzDES_007019",53.939042,-29.648056,0.13646,4,"BrightGalaxy"
"OzDES_007014",53.898042,-29.658,0.13674,4,"BrightGalaxy"
"OzDES_006682",53.811583,-29.655917,3.0E-4,4,"AGN_reverberation"
"OzDES_007021",53.871083,-29.612694,0.31473,4,"RedMaGiC"
"OzDES_002866",53.839667,-29.611278,0.30793,4,"SpARCS"
"OzDES_000977",53.842833,-29.608194,0.30208,4,"Photo-z"
"OzDES_009026",53.8805,-29.607861,0.30493,4,"RedMaGiC"
"OzDES_009029",53.8625,-29.594583,0.60124,3,"LRG"
"OzDES_000978",53.989417,-29.617583,0.19724,4,"Photo-z"
"OzDES_007026",53.962042,-29.612889,5.0E-5,6,"BrightGalaxy"
"OzDES_009033",53.972208,-29.584889,0.59772,3,"LRG"
"OzDES_009034",53.967292,-29.581528,0.50673,4,"LRG"
"OzDES_000935",54.011333,-29.56075,0.59914,4,"Photo-z"
"OzDES_009051",54.010042,-29.5495,0.59773,3,"ClusterGalaxy"
"OzDES_009048",53.994583,-29.554528,0.32329,3,"ELG"
"OzDES_009052",53.961458,-29.569111,2.7E-4,4,"AGN_reverberation"
"OzDES_009038",53.930833,-29.570861,0.13653,3,"BrightGalaxy"
"OzDES_009042",53.952917,-29.559889,0.76128,3,"LRG"
"OzDES_009044",53.902417,-29.558417,0.30851,4,"RedMaGiC"
"OzDES_009057",53.91925,-29.534111,0.6092,4,"LRG"
"OzDES_000934",53.964917,-29.554639,0.15122,4,"Photo-z"
"OzDES_009053",53.939917,-29.537917,0.72348,4,"AGN_monitoring"
"OzDES_007017",54.137917,-29.636611,2.3E-4,6,"BrightGalaxy"
"OzDES_000982",54.149333,-29.604111,0.20605,3,"Photo-z"
"OzDES_009035",54.203583,-29.581139,0.59799,3,"LRG"
"OzDES_009036",54.205917,-29.57875,0.5972,4,"LRG"
"OzDES_009040",54.169875,-29.563444,0.6642,3,"LRG"
"OzDES_009045",54.157,-29.569472,0.20543,3,"BrightGalaxy"
"OzDES_009050",54.176167,-29.556333,6.5E-4,6,"BrightGalaxy"
"OzDES_009030",54.100333,-29.592472,0.36095,4,"RedMaGiC"
"OzDES_009041",54.118417,-29.565861,0.59705,4,"LRG"
"OzDES_009043",54.124542,-29.562833,-2.4E-4,6,"BrightGalaxy"
"OzDES_009054",54.237917,-29.536833,0.49242,3,"RedMaGiC"
"OzDES_009060",54.211083,-29.528361,1.97197,4,"AGN_monitoring"
"OzDES_009063",54.218458,-29.513472,1.11882,4,"AGN_reverberation"
"OzDES_009074",54.22675,-29.496139,0.18048,4,"BrightGalaxy"
"OzDES_000938",54.28575,-29.472278,0.36051,4,"Photo-z"
"OzDES_009064",54.175458,-29.51075,0.59617,3,"LRG"
"OzDES_009065",54.164583,-29.504944,0.9299,3,"ELG"
"OzDES_009068",54.16825,-29.499889,0.27734,4,"LRG"
"OzDES_009077",54.231917,-29.462667,0.49111,3,"RedMaGiC"
"OzDES_009078",54.22,-29.457111,1.03608,3,"ELG"
"OzDES_000937",54.2355,-29.432889,0.24651,4,"Photo-z"
"OzDES_000936",54.05075,-29.56575,0.30864,4,"Photo-z"
"OzDES_009066",54.073167,-29.507611,0.3101,4,"LRG"
"OzDES_009055",54.036083,-29.540694,2.2E-4,6,"BrightGalaxy"
"OzDES_009062",54.02275,-29.528944,0.30775,4,"LRG"
"OzDES_009082",54.016958,-29.449972,1.60697,4,"AGN_monitoring"
"OzDES_009081",54.077792,-29.451,0.8806,4,"LRG"
"OzDES_009096",54.050958,-29.402472,0.67518,4,"LRG"
"OzDES_000062",54.1445,-29.431611,0.9433,3,"ClusterGalaxy"
"OzDES_009095",54.186042,-29.414722,1.27259,4,"AGN_monitoring"
"OzDES_009094",54.16275,-29.415444,0.61814,4,"LRG"
"OzDES_000899",54.152083,-29.4055,0.45971,4,"Photo-z"
"OzDES_009103",54.114375,-29.38125,2.3E-4,6,"BrightGalaxy"
"OzDES_002539",54.118542,-29.366722,-2.0E-4,6,"Tertiary"
"OzDES_009113",54.107167,-29.349778,8.9E-4,6,"BrightGalaxy"
"OzDES_009122",54.138292,-29.323278,0.61892,3,"LRG"
"OzDES_006691",54.788417,-29.928722,1.18396,4,"AGN_monitoring"
"OzDES_001031",54.950417,-29.872306,0.63699,3,"Photo-z"
"OzDES_001034",54.914375,-29.860889,0.56516,3,"Photo-z"
"OzDES_006697",54.942167,-29.841917,0.58045,4,"AGN_monitoring"
"OzDES_001032",54.940042,-29.823028,0.79256,3,"Photo-z"
"OzDES_006706",54.882625,-29.853889,0.05903,4,"BrightGalaxy"
"OzDES_006699",54.88575,-29.833917,0.99705,3,"LRG"
"OzDES_006704",54.91775,-29.816778,0.53427,3,"LRG"
"OzDES_001030",54.871208,-29.832694,0.34822,4,"Photo-z"
"OzDES_006703",54.894417,-29.817917,1.4958,3,"AGN_reverberation"
"OzDES_001033",54.9315,-29.78875,0.59025,4,"Photo-z"
"OzDES_006710",54.947208,-29.767278,0.53135,3,"ClusterGalaxy"
"OzDES_006712",54.943083,-29.75475,0.57858,4,"ClusterGalaxy"
"OzDES_006694",54.758708,-29.898528,-1.1E-4,6,"BrightGalaxy"
"OzDES_006695",54.741792,-29.871639,0.36129,4,"RedMaGiC"
"OzDES_001027",54.74825,-29.865167,0.43188,4,"Photo-z"
"OzDES_006701",54.746958,-29.845028,0.3572,4,"ClusterGalaxy"
"OzDES_006700",54.751792,-29.834,0.35872,4,"RedMaGiC"
"OzDES_006698",54.80575,-29.841889,0.56711,3,"LRG"
"OzDES_006696",54.700667,-29.846222,0.5893,3,"RedMaGiC"
"OzDES_006702",54.682333,-29.822917,2.32795,4,"AGN_monitoring"
"OzDES_006705",54.749958,-29.809333,0.3578,4,"LRG"
"OzDES_001028",54.772417,-29.793,0.49163,4,"Photo-z"
"OzDES_006709",54.765542,-29.786417,-1.6E-4,6,"BrightGalaxy"
"OzDES_006708",54.74,-29.796917,0.66616,3,"LRG"
"OzDES_006711",54.763583,-29.753306,0.93426,3,"ELG"
"OzDES_001029",54.817333,-29.799556,0.59123,4,"Photo-z"
"OzDES_006713",54.7565,-29.7415,0.2412,3,"ELG"
"OzDES_006716",54.797167,-29.704972,0.36382,3,"LRG"
"OzDES_006717",54.855417,-29.700111,0.86329,3,"ELG"
"OzDES_006707",54.998042,-29.803972,0.65798,3,"LRG"
"OzDES_006715",54.952125,-29.732639,3.0E-4,6,"BrightGalaxy"
"OzDES_006721",55.154833,-29.654111,0.58209,3,"LRG"
"OzDES_001001",55.085292,-29.664333,0.43188,3,"Photo-z"
"OzDES_006722",55.081958,-29.64925,0.58068,4,"LRG"
"OzDES_006725",55.054833,-29.625667,0.58973,4,"LRG"
"OzDES_000997",54.918917,-29.708806,0.19495,3,"Photo-z"
"OzDES_006718",54.905083,-29.683667,5.7E-4,6,"BrightGalaxy"
"OzDES_000999",54.935458,-29.670361,0.75169,3,"Photo-z"
"OzDES_001000",54.949542,-29.654361,0.59,4,"Photo-z"
"OzDES_000998",54.92675,-29.620667,1.0E-5,4,"Photo-z"
"OzDES_007839",55.079917,-29.566111,0.8323,3,"LRG"
"OzDES_000956",55.0295,-29.565417,0.36506,3,"Photo-z"
"OzDES_007840",54.992625,-29.565611,0.58692,4,"ClusterGalaxy"
"OzDES_007854",54.959417,-29.554389,0.05915,4,"BrightGalaxy"
"OzDES_007850",54.975292,-29.534833,-2.3E-4,6,"BrightGalaxy"
"OzDES_007847",55.03225,-29.540667,0.58944,3,"LRG"
"OzDES_000957",55.035792,-29.535028,0.28363,4,"Photo-z"
"OzDES_007858",55.032875,-29.51425,0.5878,3,"LRG"
"OzDES_006967",54.641375,-29.800889,1.0E-4,6,"BrightGalaxy"
"OzDES_006714",54.717875,-29.745611,0.10744,4,"BrightGalaxy"
"OzDES_006975",54.615708,-29.769444,0.8222,3,"LRG"
"OzDES_006983",54.62,-29.747639,0.59113,3,"LRG"
"OzDES_000995",54.647167,-29.689778,0.39079,3,"Photo-z"
"OzDES_006719",54.797833,-29.671194,2.3E-4,6,"BrightGalaxy"
"OzDES_006720",54.684958,-29.665556,0.82761,3,"ClusterGalaxy"
"OzDES_002529",54.707083,-29.624167,3.0E-5,6,"Tertiary"
"OzDES_000996",54.774917,-29.605194,0.35896,4,"Photo-z"
"OzDES_006998",54.559708,-29.703833,1.75177,4,"AGN_monitoring"
"OzDES_002528",54.64525,-29.646028,-2.0E-5,6,"Tertiary"
"OzDES_000992",54.594708,-29.664833,0.55822,4,"Photo-z"
"OzDES_007011",54.554292,-29.653611,0.43601,4,"AGN_monitoring"
"OzDES_007018",54.523917,-29.630833,0.35884,4,"RedMaGiC"
"OzDES_000993",54.604208,-29.62175,0.51087,4,"Photo-z"
"OzDES_007020",54.615083,-29.617194,0.81262,3,"LRG"
"OzDES_000991",54.584292,-29.612556,0.20397,4,"Photo-z"
"OzDES_001990",54.667833,-29.622806,2.26055,4,"AGN_reverberation"
"OzDES_000994",54.636583,-29.601472,0.36316,4,"Photo-z"
"OzDES_000949",54.727542,-29.556889,0.21515,4,"Photo-z"
"OzDES_000948",54.7195,-29.537139,0.36647,4,"Photo-z"
"OzDES_007838",54.62475,-29.573194,1.01721,3,"LRG"
"OzDES_007835",54.877917,-29.58925,-8.5E-4,4,"AGN_reverberation"
"OzDES_007836",54.876125,-29.584361,0.59673,4,"LRG"
"OzDES_000952",54.850333,-29.56975,1.0E-5,4,"Photo-z"
"OzDES_007846",54.895875,-29.547556,6.7E-4,6,"BrightGalaxy"
"OzDES_007841",54.81075,-29.561056,0.65278,3,"LRG"
"OzDES_007851",54.820917,-29.539472,0.10059,4,"BrightGalaxy"
"OzDES_007852",54.82575,-29.528583,1.61181,4,"AGN_monitoring"
"OzDES_007860",54.825542,-29.50225,1.4317,4,"AGN_monitoring"
"OzDES_007853",54.953958,-29.526639,1.77521,4,"AGN_reverberation"
"OzDES_007861",54.925167,-29.502611,-2.5E-4,6,"BrightGalaxy"
"OzDES_000954",54.923375,-29.495833,0.39121,4,"Photo-z"
"OzDES_000955",54.977667,-29.485889,0.35183,4,"Photo-z"
"OzDES_007864",54.916917,-29.479444,0.10734,4,"BrightGalaxy"
"OzDES_000951",54.761792,-29.56425,0.66857,3,"Photo-z"
"OzDES_007843",54.76525,-29.557361,1.67766,4,"AGN_monitoring"
"OzDES_007857",54.801375,-29.512111,1.77473,4,"AGN_monitoring"
"OzDES_007867",54.81025,-29.467639,0.55559,3,"LRG"
"OzDES_007873",54.781917,-29.43325,0.59837,3,"LRG"
"OzDES_000950",54.753917,-29.434472,0.97023,3,"Photo-z"
"OzDES_007882",54.767167,-29.410528,0.10776,4,"BrightGalaxy"
"OzDES_007862",54.843833,-29.482722,1.78687,4,"AGN_monitoring"
"OzDES_000953",54.862542,-29.462389,0.30882,4,"Photo-z"
"OzDES_007886",54.922583,-29.391194,0.1066,3,"BrightGalaxy"
"OzDES_007893",54.866167,-29.396472,0.10713,4,"BrightGalaxy"
"OzDES_007892",54.889917,-29.381611,0.10651,4,"BrightGalaxy"
"OzDES_007894",54.867458,-29.362556,0.90529,3,"LRG"
"OzDES_000911",54.848375,-29.356667,0.56218,4,"Photo-z"
"OzDES_000910",54.816458,-29.356222,0.26329,4,"Photo-z"
"OzDES_006724",55.172542,-29.633028,0.71223,4,"LRG"
"OzDES_007842",55.234875,-29.561028,0.6514,4,"AGN_monitoring"
"OzDES_007849",55.147458,-29.534333,1.07441,3,"ELG"
"OzDES_000962",55.203125,-29.559639,0.3927,3,"Photo-z"
"OzDES_007855",55.22125,-29.52125,1.20849,4,"AGN_monitoring"
"OzDES_002407",55.296125,-29.515,4.2E-4,6,"FStar"
"OzDES_007856",55.256625,-29.515667,1.50094,4,"AGN_monitoring"
"OzDES_007859",55.226792,-29.508361,0.57882,3,"ClusterGalaxy"
"OzDES_000959",55.161458,-29.481417,0.57989,4,"Photo-z"
"OzDES_007863",55.118583,-29.484,0.31038,4,"AGN_monitoring"
"OzDES_007871",55.075042,-29.441806,0.81145,3,"LRG"
"OzDES_000960",55.166208,-29.428306,0.56121,3,"Photo-z"
"OzDES_000961",55.196958,-29.424556,0.27497,4,"Photo-z"
"OzDES_007881",55.257833,-29.405472,0.71949,4,"LRG"
"OzDES_007877",55.213083,-29.415667,0.79691,4,"ELG"
"OzDES_007885",55.2185,-29.40075,0.21552,4,"AGN_monitoring"
"OzDES_007889",55.23025,-29.388694,3.6E-4,6,"BrightGalaxy"
"OzDES_007890",55.240208,-29.377167,0.50635,4,"ClusterGalaxy"
"OzDES_000919",55.219792,-29.373639,0.41162,4,"Photo-z"
"OzDES_007107",55.38925,-29.3245,0.13748,3,"BrightGalaxy"
"OzDES_007108",55.411292,-29.297139,0.65353,4,"LRG"
"OzDES_000921",55.309083,-29.315306,0.28378,4,"Photo-z"
"OzDES_007918",55.320875,-29.286028,0.06877,4,"BrightGalaxy"
"OzDES_000918",55.214458,-29.331278,0.13974,4,"Photo-z"
"OzDES_007916",55.247542,-29.28975,-1.5E-4,6,"BrightGalaxy"
"OzDES_007922",55.290833,-29.258861,1.4E-4,6,"BrightGalaxy"
"OzDES_007927",55.275792,-29.236361,1.28842,4,"AGN_monitoring"
"OzDES_007110",55.387458,-29.241778,0.58217,3,"LRG"
"OzDES_007111",55.385333,-29.225194,0.56813,3,"ClusterGalaxy"
"OzDES_007109",55.34025,-29.248361,0.08796,3,"BrightGalaxy"
"OzDES_007112",55.344167,-29.217222,3.47016,4,"AGN_monitoring"
"OzDES_000878",55.360292,-29.20625,0.3926,4,"Photo-z"
"OzDES_007113",55.379,-29.197083,0.90405,4,"ClusterGalaxy"
"OzDES_007870",55.043083,-29.456167,0.59092,4,"ClusterGalaxy"
"OzDES_000958",55.039833,-29.45725,0.09804,4,"Photo-z"
"OzDES_007872",55.039958,-29.439417,0.59039,4,"AGN_reverberation"
"OzDES_007878",54.983792,-29.413028,0.6114,4,"LRG"
"OzDES_007883",54.97775,-29.400556,0.60978,3,"LRG"
"OzDES_007887",55.023708,-29.386889,1.93072,4,"AGN_monitoring"
"OzDES_007895",55.032208,-29.365611,0.34207,3,"RedMaGiC"
"OzDES_007898",55.040167,-29.348361,0.3433,4,"LRG"
"OzDES_000915",55.111,-29.373778,0.22129,4,"Photo-z"
"OzDES_007897",55.101,-29.359694,6.0E-5,6,"BrightGalaxy"
"OzDES_000916",55.111292,-29.330028,0.47208,4,"Photo-z"
