Num,Name,RAJ2000,DEJ2000,z,f_z,imag,UmagC,e_UmagC,BmagC,e_BmagC,VmagC,e_VmagC,RmagC,e_RmagC,ImagC,e_ImagC
57831,"VVDS-J033228.85-275930.4",53.120236,-27.9917974,9.9999,0,23.5891,27.0095,,26.8594,0.1813,24.8874,0.1647,24.3113,0.0819,23.5891,0.0924
8927,"VVDS-J033228.10-275929.6",53.1171099,-27.991572,0.9586,9,23.9844,24.9109,0.0678,24.8946,0.0501,24.2571,0.0914,24.0387,0.0693,23.9844,0.0902
58044,"VVDS-J033228.24-275920.9",53.1176817,-27.9891592,9.9999,0,23.7486,27.0095,,27.1531,0.163,24.8882,0.2211,24.1789,0.0734,23.7486,0.1169
8970,"VVDS-J033224.15-275923.6",53.1006358,-27.9899124,0.779,2,21.238,23.5926,0.0333,22.9119,0.0157,22.6337,0.0327,21.951,0.0178,21.238,0.0172
9261,"VVDS-J033226.89-275914.7",53.1120741,-27.987443,0.5269,1,21.8275,24.682,0.0708,24.0279,0.0289,23.0597,0.0433,22.3935,0.0195,21.8275,0.0254
9274,"VVDS-J033226.77-275915.6",53.1115459,-27.9876926,0.4716,2,23.3373,24.7551,0.0906,23.9992,0.0308,22.6688,0.0481,22.8155,0.0325,23.3373,0.0612
111456,"VVDS-J033227.08-275900.8",53.1128481,-27.9835645,0.5299,2,22.1255,27.0095,,27.3138,,25.9514,,26.1283,,22.1255,0.0492
111461,"VVDS-J033225.75-275857.9",53.1073213,-27.9827538,0.2782,4,21.3977,27.0095,,27.3138,,25.9514,,26.1283,,21.3977,0.0237
9087,"VVDS-J033217.96-275919.6",53.0748463,-27.9887782,1.0767,9,22.7785,24.1541,0.0388,23.6454,0.0227,23.713,0.0559,23.4003,0.0455,22.7785,0.0581
9273,"VVDS-J033221.04-275914.5",53.0876913,-27.9873796,0.5762,2,23.5467,24.574,0.0879,23.9419,0.0326,24.1112,0.0777,23.8847,0.0677,23.5467,0.1164
58257,"VVDS-J033220.16-275906.4",53.0840239,-27.9851216,0.5931,2,23.0927,27.0095,,25.2524,0.0641,23.5521,0.0835,23.4453,0.0429,23.0927,0.0655
9105,"VVDS-J033307.87-275922.6",53.2827928,-27.9896251,9.9999,0,22.7824,25.7237,0.1216,24.9068,0.0566,24.3101,0.0873,23.3399,0.0417,22.7824,0.0408
9432,"VVDS-J033308.81-275905.3",53.2867133,-27.984826,0.3467,4,22.2167,23.8874,0.0328,23.0845,0.0178,22.5684,0.0274,22.1276,0.0189,22.2167,0.0319
8811,"VVDS-J033256.45-275931.6",53.2352385,-27.9921199,1.0312,2,23.1317,24.4601,0.0538,24.0436,0.0293,23.9738,0.0685,23.7298,0.0513,23.1317,0.057
111417,"VVDS-J033258.68-275921.6",53.2445284,-27.9893472,0.9796,2,22.8467,27.0095,,27.3138,,25.9514,,26.1283,,22.8467,0.0611
9322,"VVDS-J033259.39-275913.5",53.2474871,-27.98711,1.0345,3,23.0699,25.6391,0.1058,24.9304,0.059,24.376,0.1086,24.1503,0.065,23.0699,0.0651
58583,"VVDS-J033257.11-275833.7",53.2379955,-27.9760528,0.9797,1,21.4414,27.0095,,22.6792,0.0322,22.7039,0.0938,22.3827,0.0573,21.4414,0.0432
10288,"VVDS-J033303.05-275829.6",53.2627404,-27.9749073,1.3461,3,23.3022,24.8156,0.0559,24.0119,0.0314,24.0775,0.0754,23.9673,0.0599,23.3022,0.0924
58365,"VVDS-J033300.20-275858.9",53.2508492,-27.9830292,0.7323,3,21.1682,27.0095,,24.7759,0.06,23.6882,0.0659,22.4638,0.0245,21.1682,0.0155
10730,"VVDS-J033300.97-275808.6",53.2540818,-27.9690645,0.8399,3,21.3115,24.0988,0.0472,23.2809,0.025,22.4514,0.0492,21.9779,0.0331,21.3115,0.0376
11305,"VVDS-J033301.59-275751.2",53.2566294,-27.9642305,0.5613,9,23.7379,25.3882,0.1293,24.6485,0.0601,24.6705,0.1384,24.0009,0.0752,23.7379,0.123
9896,"VVDS-J033311.00-275850.2",53.2958607,-27.9806367,9.9999,0,22.4881,26.286,0.1687,27.3138,,24.7421,0.1363,24.0285,0.0885,22.4881,0.056
10093,"VVDS-J033309.49-275841.8",53.2895641,-27.9782786,2.7315,1,23.741,25.7694,0.1446,24.3958,0.0417,24.0097,0.0744,23.6228,0.0521,23.741,0.1024
10498,"VVDS-J033310.20-275820.6",53.2925123,-27.9723971,0.5197,4,22.4046,23.4368,0.0227,22.8881,0.0143,22.5892,0.028,22.148,0.0172,22.4046,0.0305
11538,"VVDS-J033306.95-275739.8",53.2789928,-27.9610798,1.5259,3,23.3855,24.2737,0.0567,23.7584,0.0324,23.9719,0.0769,24.0606,0.0663,23.3855,0.0966
12413,"VVDS-J033303.75-275703.0",53.2656596,-27.9508586,0.7033,2,23.4757,25.5436,0.1087,24.9105,0.0643,24.6002,0.1202,23.9598,0.0633,23.4757,0.0858
12716,"VVDS-J033306.16-275644.7",53.2756684,-27.9457638,0.5766,22,21.8342,23.4141,0.0269,22.6745,0.0145,22.6024,0.0319,21.7838,0.0148,21.8342,0.023
12728,"VVDS-J033306.29-275643.8",53.2762485,-27.945509,0.5776,3,20.8069,23.4095,0.0321,22.5381,0.0124,22.0826,0.0216,21.2831,0.01,20.8069,0.013
13394,"VVDS-J033310.97-275613.8",53.2957379,-27.9371788,0.562,2,22.0032,23.3205,0.027,22.93,0.0202,22.5793,0.0337,21.9063,0.0183,22.0032,0.0291
14733,"VVDS-J033310.31-275528.1",53.2929754,-27.924491,0.165,3,22.9866,24.5855,0.0503,23.3754,0.0196,22.9999,0.0358,22.8414,0.0271,22.9866,0.0449
57923,"VVDS-J033243.35-275920.7",53.1806536,-27.9890908,0.6176,2,22.7514,27.0095,,24.2492,0.045,25.9514,,26.1283,,22.7514,0.0468
9740,"VVDS-J033247.59-275854.3",53.1983232,-27.9817699,9.9999,0,23.9981,24.9306,0.0587,24.0989,0.0302,24.1127,0.0696,23.8929,0.0529,23.9981,0.1032
9083,"VVDS-J033240.25-275922.5",53.1677237,-27.9895855,9.9999,0,23.0476,24.8337,0.0603,23.392,0.0204,23.1406,0.0356,22.9748,0.0267,23.0476,0.0505
9160,"VVDS-J033238.88-275918.9",53.1620237,-27.9885919,0.6519,1,21.3885,23.9157,0.0311,23.2152,0.0157,22.5759,0.0256,22.0376,0.0154,21.3885,0.0174
8864,"VVDS-J033234.50-275931.3",53.1437817,-27.9920396,1.1788,2,23.6519,24.852,0.0593,24.1424,0.0347,24.008,0.0713,23.7944,0.0534,23.6519,0.0746
9414,"VVDS-J033236.43-275908.3",53.1518252,-27.9856588,0.6591,2,21.8899,24.6923,0.0605,23.6177,0.0238,23.3425,0.0454,22.5238,0.0213,21.8899,0.0236
58383,"VVDS-J033242.45-275857.6",53.1769098,-27.9826878,0.6847,4,20.6626,27.0095,,24.5653,0.0491,23.1556,0.0405,21.9562,0.0147,20.6626,0.0111
9596,"VVDS-J033241.57-275858.0",53.173214,-27.9828002,0.781,4,21.5475,23.4918,0.0237,22.74,0.0128,22.6041,0.0271,22.0715,0.0162,21.5475,0.0199
99191,"VVDS-J033244.19-275823.0",53.1841317,-27.9730721,1.1908,1,23.9035,27.0095,,27.3138,,25.9514,,25.1013,0.1738,23.9035,0.1042
9862,"VVDS-J033239.62-275851.1",53.1650961,-27.9808713,0.6616,2,23.8632,25.897,0.1279,24.8603,0.0645,24.4557,0.111,23.8553,0.0692,23.8632,0.113
10257,"VVDS-J033238.05-275829.3",53.1585548,-27.974824,0.3014,3,21.1344,24.2883,0.0431,22.8569,0.0138,22.204,0.0195,21.5976,0.0115,21.1344,0.0143
8897,"VVDS-J033252.73-275931.3",53.2197327,-27.9920549,1.167,9,22.4382,25.0026,0.0991,24.2342,0.0459,23.5522,0.0871,23.6234,0.0694,22.4382,0.0625
9916,"VVDS-J033251.13-275845.4",53.2130437,-27.9792801,0.1252,3,21.7191,24.3429,0.0436,22.742,0.0121,22.2882,0.0208,21.9078,0.0142,21.7191,0.0237
10179,"VVDS-J033251.90-275836.2",53.2162692,-27.9767297,2.8717,2,22.7102,24.59,0.0532,23.3174,0.0223,22.9776,0.0414,22.6867,0.0319,22.7102,0.0561
10395,"VVDS-J033254.11-275821.8",53.2254778,-27.9727251,0.241,4,21.1407,23.1395,0.021,22.0684,0.0078,21.6476,0.0129,21.3013,0.0095,21.1407,0.0138
9885,"VVDS-J033248.11-275840.3",53.2004801,-27.9778794,0.4967,2,21.8066,23.9192,0.0497,23.2374,0.0228,22.7821,0.0403,22.0235,0.0193,21.8066,0.0254
10846,"VVDS-J033248.75-275803.2",53.2031543,-27.9675705,1.0868,2,22.3931,24.0195,0.0406,23.4791,0.0243,23.2023,0.0516,23.1852,0.0394,22.3931,0.0409
10995,"VVDS-J033254.89-275744.9",53.2287253,-27.9624753,0.1753,4,18.9141,20.5846,0.0038,19.4679,0.0014,19.1628,0.0028,18.9962,0.0022,18.9141,0.0035
12453,"VVDS-J033254.39-275705.2",53.2266268,-27.9514483,0.4547,2,21.7229,26.2436,0.1693,23.6468,0.0208,22.9828,0.03,22.1428,0.0142,21.7229,0.0189
12310,"VVDS-J033253.39-275706.9",53.2224912,-27.951935,0.2146,4,22.4485,24.298,0.0409,23.0995,0.0154,22.6257,0.0277,22.4039,0.021,22.4485,0.0361
13153,"VVDS-J033258.74-275633.5",53.2447637,-27.9426569,1.2566,9,23.5607,24.8254,0.0682,24.3476,0.0386,24.3366,0.0875,23.8303,0.0588,23.5607,0.0926
13038,"VVDS-J033256.47-275640.6",53.2353317,-27.9446192,0.286,2,23.6085,25.7281,0.1176,24.5983,0.0479,23.9406,0.0724,23.48,0.0508,23.6085,0.097
13163,"VVDS-J033255.67-275634.2",53.2319984,-27.9428357,0.2857,3,23.073,24.9088,0.0668,23.8723,0.0271,23.507,0.048,23.0644,0.0327,23.073,0.0556
13288,"VVDS-J033256.09-275627.0",53.2337159,-27.9408364,1.0432,9,23.2107,24.3158,0.049,23.7878,0.0266,23.7559,0.0647,23.4069,0.044,23.2107,0.0614
10874,"VVDS-J033247.34-275806.4",53.1972847,-27.9684539,0.6229,3,22.2047,24.6275,0.0547,23.5697,0.0238,23.0877,0.0481,22.5115,0.023,22.2047,0.0306
11211,"VVDS-J033248.99-275753.4",53.2041467,-27.9648582,0.838,1,22.0938,25.3068,0.1141,24.489,0.0428,23.7482,0.0622,22.9866,0.0308,22.0938,0.0283
92311,"VVDS-J033247.34-275708.3",53.197278,-27.9523326,1.1633,1,23.1395,27.0095,,27.3138,,26.0903,0.2278,24.6796,0.087,23.1395,0.0613
60800,"VVDS-J033249.28-275701.4",53.2053677,-27.9504082,0.7697,2,22.155,27.0095,,26.4735,0.1648,25.1155,0.1409,23.4556,0.0428,22.155,0.026
99593,"VVDS-J033250.01-275644.1",53.2083805,-27.9455853,1.1053,9,23.352,27.0095,,27.3138,,25.9514,,24.9282,0.1128,23.352,0.0765
11984,"VVDS-J033245.82-275719.4",53.1909402,-27.9553935,0.6171,1,22.4008,24.4497,0.0491,23.599,0.0236,23.4149,0.053,22.6098,0.0256,22.4008,0.0412
12199,"VVDS-J033246.53-275713.3",53.1938919,-27.9537214,0.7694,3,20.2403,25.8422,0.1862,24.0962,0.0427,22.8554,0.0417,21.5976,0.0168,20.2403,0.0098
13068,"VVDS-J033247.67-275636.8",53.1986331,-27.9435639,0.1456,2,22.5754,24.7756,0.0556,23.1971,0.0173,22.7784,0.0297,22.5081,0.023,22.5754,0.041
13085,"VVDS-J033248.29-275627.0",53.2012384,-27.9408544,0.348,4,18.5562,22.5001,0.0148,20.8074,0.0044,19.9206,0.0055,19.0888,0.0029,18.5562,0.0032
61386,"VVDS-J033245.93-275630.4",53.1914124,-27.9417893,0.619,2,22.5519,27.0095,,25.7237,0.0953,24.9385,0.1374,23.3049,0.042,22.5519,0.0365
13414,"VVDS-J033252.17-275623.7",53.2174048,-27.939935,9.9999,0,23.9094,24.8839,0.0667,24.1304,0.03,24.2921,0.0718,23.7599,0.0511,23.9094,0.0892
14235,"VVDS-J033254.16-275549.1",53.2256932,-27.9303284,0.7354,3,21.158,24.641,0.0639,23.3767,0.02,22.8901,0.0343,22.0365,0.0172,21.158,0.015
14213,"VVDS-J033253.52-275551.1",53.2230129,-27.9308695,0.733,3,23.1922,25.2731,0.0763,24.4016,0.0359,24.1811,0.0824,23.4279,0.0413,23.1922,0.0657
13600,"VVDS-J033250.46-275614.3",53.21028,-27.937317,0.3802,1,21.8414,24.6494,0.0618,23.0685,0.0173,22.5426,0.0283,22.0805,0.0187,21.8414,0.0271
14121,"VVDS-J033250.20-275552.5",53.2092057,-27.9312738,0.6823,4,23.141,24.1909,0.0388,23.6066,0.0203,23.6893,0.05,23.203,0.0326,23.141,0.0546
99860,"VVDS-J033251.30-275541.0",53.2137551,-27.928075,9.9999,0,23.1601,27.0095,,27.3138,,25.9514,,25.0963,0.1775,23.1601,0.0873
63011,"VVDS-J033253.16-275511.1",53.2215324,-27.9197566,0.6934,1,23.4966,27.0095,,25.2296,0.0622,24.3811,0.0948,23.736,0.0528,23.4966,0.102
58216,"VVDS-J033231.16-275905.5",53.1298694,-27.9848715,0.6141,9,22.4381,27.0095,,24.3826,0.0684,22.5292,0.0887,22.686,0.0721,22.4381,0.0851
9649,"VVDS-J033229.67-275900.4",53.1236356,-27.9834643,0.6734,3,22.6898,25.9206,0.1282,25.1789,0.0555,24.4888,0.0843,23.4235,0.042,22.6898,0.0652
9895,"VVDS-J033232.99-275851.2",53.137461,-27.9808915,0.8984,2,23.8769,26.897,0.2453,26.0754,0.1412,25.9514,,24.7575,0.1003,23.8769,0.0857
9987,"VVDS-J033233.87-275843.7",53.1411343,-27.9788293,1.4953,2,23.9925,24.9132,0.0626,24.1033,0.0319,24.1792,0.0773,23.9161,0.0533,23.9925,0.0834
111576,"VVDS-J033228.86-275806.3",53.1202528,-27.9684356,9.9999,0,23.5675,27.0095,,27.3138,,25.9514,,26.1283,,23.5675,0.167
10565,"VVDS-J033231.19-275823.0",53.1299793,-27.9730613,1.1597,9,23.9093,25.5749,0.103,24.5726,0.0508,24.1405,0.0663,23.7398,0.0492,23.9093,0.0974
59428,"VVDS-J033230.51-275807.6",53.1271608,-27.9688001,9.9999,0,23.9653,27.0095,,25.5333,0.0997,25.9514,,24.4857,0.0794,23.9653,0.1184
11630,"VVDS-J033237.18-275730.7",53.1549282,-27.9585288,0.9813,9,22.3094,23.656,0.0334,22.3514,0.0112,22.1396,0.0232,22.084,0.0194,22.3094,0.0387
60777,"VVDS-J033237.97-275700.4",53.1582421,-27.9501325,9.9999,0,23.2628,27.0095,,25.4492,0.0726,24.833,0.125,23.782,0.0736,23.2628,0.1019
12843,"VVDS-J033238.73-275648.1",53.1613952,-27.946716,9.9999,0,23.5123,25.7709,0.1334,25.0292,0.0698,24.3538,0.1596,23.8926,0.1047,23.5123,0.1259
12760,"VVDS-J033234.78-275648.6",53.1449173,-27.9468548,0.6717,2,23.0411,25.1823,0.08,24.4281,0.0408,24.0378,0.0698,23.3442,0.0389,23.0411,0.0561
12878,"VVDS-J033233.90-275642.0",53.1412821,-27.9450045,0.1934,9,23.9396,24.8502,0.069,24.2693,0.0361,24.2493,0.077,23.9226,0.0598,23.9396,0.1124
12018,"VVDS-J033236.52-275652.6",53.152191,-27.9479693,0.1267,3,18.853,21.2129,0.0064,19.7997,0.0019,19.3986,0.0035,19.0763,0.0025,18.853,0.0035
12121,"VVDS-J033227.98-275714.2",53.1166171,-27.9539557,0.5283,3,23.4429,24.9956,0.0721,24.1834,0.0395,23.5316,0.0675,23.0418,0.0355,23.4429,0.0722
12381,"VVDS-J033228.81-275659.4",53.1200527,-27.9498535,0.782,2,23.6614,25.3259,0.077,24.2293,0.0455,24.4134,0.0927,23.4043,0.052,23.6614,0.0755
12506,"VVDS-J033227.83-275700.8",53.1159665,-27.9502301,0.8197,2,23.8632,25.0587,0.0677,24.3672,0.0388,24.3694,0.0814,24.0589,0.0627,23.8632,0.133
12798,"VVDS-J033224.32-275651.2",53.1013541,-27.9475671,2.7266,2,23.9424,26.0494,0.1339,24.6007,0.0455,24.0501,0.0785,23.8043,0.0694,23.9424,0.1309
13241,"VVDS-J033226.11-275630.6",53.1088072,-27.9418397,0.5197,4,20.8515,25.2867,0.0943,23.6531,0.0251,22.8419,0.0323,21.5838,0.0116,20.8515,0.0117
13270,"VVDS-J033225.68-275628.5",53.1070181,-27.9412729,1.1024,2,23.6062,24.2769,0.042,23.7133,0.025,23.8774,0.0697,23.5436,0.0487,23.6062,0.0801
13445,"VVDS-J033225.19-275623.1",53.1049832,-27.9397745,1.1002,9,23.8409,24.9517,0.0568,24.3319,0.0361,24.3581,0.0835,23.9547,0.0572,23.8409,0.0884
12856,"VVDS-J033229.71-275644.8",53.1238019,-27.9457801,0.8036,4,23.3441,24.6297,0.0536,23.9031,0.0301,23.8816,0.0645,23.2664,0.0425,23.3441,0.067
13549,"VVDS-J033231.17-275617.5",53.1298989,-27.9381995,1.3923,1,22.8435,24.9968,0.0716,23.5538,0.0255,23.2059,0.042,22.9324,0.031,22.8435,0.0557
13651,"VVDS-J033232.59-275613.1",53.1358322,-27.9369781,1.1211,9,23.6985,24.8973,0.0655,24.4516,0.0445,24.5208,0.0921,24.1555,0.0806,23.6985,0.1005
13799,"VVDS-J033233.22-275608.7",53.1384391,-27.9357638,0.6595,3,23.6411,25.0731,0.0682,24.6304,0.0421,24.3709,0.0986,23.8648,0.0498,23.6411,0.0759
14017,"VVDS-J033231.75-275558.8",53.1322932,-27.9330171,0.2814,3,23.3734,24.9708,0.0706,24.0465,0.0334,23.3645,0.0558,23.2643,0.0421,23.3734,0.0926
14136,"VVDS-J033231.97-275553.5",53.1332102,-27.9315393,0.8396,4,22.8415,24.658,0.0518,23.979,0.0279,23.8048,0.0561,23.2331,0.0374,22.8415,0.047
14292,"VVDS-J033233.69-275550.2",53.1403836,-27.9306349,9.9999,0,23.8781,25.9301,0.1842,25.6595,0.1032,25.9514,,25.4377,0.1674,23.8781,0.1529
14323,"VVDS-J033234.57-275543.6",53.1440555,-27.9288031,0.9821,2,22.3805,23.7969,0.0563,23.6066,0.0315,23.4925,0.0672,22.9923,0.0399,22.3805,0.0397
62122,"VVDS-J033230.43-275546.9",53.1267959,-27.9297145,0.6597,2,23.8789,27.0095,,24.6381,0.0624,24.6531,0.1532,23.997,0.075,23.8789,0.1176
14130,"VVDS-J033226.33-275554.1",53.1097192,-27.9317221,0.2779,2,23.2906,25.0812,0.0851,24.2545,0.0388,23.6452,0.0552,23.2835,0.0386,23.2906,0.068
14721,"VVDS-J033228.76-275529.3",53.1198531,-27.9248108,0.8244,3,23.5707,25.1289,0.0838,24.5221,0.0472,24.2572,0.0981,23.9922,0.0612,23.5707,0.102
13899,"VVDS-J033231.09-275547.0",53.1295668,-27.9297402,0.6628,2,22.8412,24.3801,0.0438,23.718,0.0277,23.6996,0.0585,22.9977,0.0339,22.8412,0.054
14720,"VVDS-J033229.53-275527.4",53.123083,-27.9242955,0.6617,3,23.2298,24.6081,0.0543,23.8689,0.0309,23.7779,0.0657,23.2308,0.0416,23.2298,0.073
14873,"VVDS-J033230.13-275518.2",53.125569,-27.9217476,0.9013,1,22.6828,24.4938,0.0689,23.906,0.0362,23.7657,0.0763,23.2859,0.0499,22.6828,0.052
15284,"VVDS-J033231.97-275457.4",53.1332195,-27.9159664,0.5312,3,20.9632,23.7826,0.0345,22.6139,0.0141,22.2961,0.0249,21.367,0.0113,20.9632,0.0136
15298,"VVDS-J033230.79-275455.1",53.1283225,-27.9153097,0.6877,3,21.7965,24.259,0.0539,23.2544,0.0217,22.8758,0.0394,22.1244,0.0201,21.7965,0.0277
15487,"VVDS-J033230.47-275453.9",53.1269945,-27.9149982,1.3425,2,23.5545,24.3548,0.0413,23.7929,0.0237,23.8184,0.0538,23.6316,0.0502,23.5545,0.0846
63531,"VVDS-J033231.26-275449.2",53.130266,-27.9136916,9.9999,0,23.9636,27.0095,,25.4806,0.0845,25.9514,,23.9405,0.0702,23.9636,0.1113
12919,"VVDS-J033240.96-275644.8",53.1706716,-27.9457781,1.0904,1,20.4099,25.781,0.1349,24.4391,0.056,24.6161,0.1047,22.8668,0.0481,20.4099,0.046
14557,"VVDS-J033240.37-275538.3",53.1682091,-27.9273073,0.8096,9,23.5862,25.6897,0.104,24.6863,0.0447,23.8971,0.0643,23.4598,0.0403,23.5862,0.0752
14880,"VVDS-J033243.68-275524.7",53.1820332,-27.9235381,0.4566,2,23.6101,26.0169,0.1338,24.9108,0.0546,24.4681,0.0926,23.7602,0.0463,23.6101,0.0752
63023,"VVDS-J033241.30-275514.0",53.1721226,-27.9205779,0.6203,2,23.749,27.0095,,26.0821,0.1024,25.428,0.1803,24.0949,0.0595,23.749,0.0767
14582,"VVDS-J033248.12-275534.4",53.2005415,-27.9262486,0.5501,3,23.2673,24.5884,0.0583,24.0002,0.0302,23.744,0.0611,22.927,0.0306,23.2673,0.0608
14793,"VVDS-J033247.26-275528.1",53.1969446,-27.9244941,9.9999,0,23.6597,25.0197,0.0934,25.4124,0.0663,25.1139,0.1423,24.7496,0.1133,23.6597,0.1265
14925,"VVDS-J033249.23-275520.6",53.205156,-27.9224125,1.0875,1,23.7842,25.6407,0.1099,25.1661,0.069,25.144,0.1202,24.6192,0.1057,23.7842,0.0934
15041,"VVDS-J033248.84-275514.7",53.2035412,-27.9207521,0.4182,4,23.6748,25.0711,0.0593,24.1965,0.0315,23.7994,0.0553,23.3706,0.0365,23.6748,0.0802
15143,"VVDS-J033246.31-275508.5",53.1929886,-27.9190521,0.4952,23,20.3277,23.646,0.0348,22.4704,0.0114,21.9845,0.0191,21.0252,0.0085,20.3277,0.0092
15198,"VVDS-J033246.55-275508.1",53.1939981,-27.9189247,1.0864,2,23.6116,25.455,0.0942,24.7391,0.0426,24.2077,0.0851,24.087,0.0704,23.6116,0.0671
63926,"VVDS-J033250.71-275429.8",53.2113042,-27.9083005,9.9999,0,23.6348,27.0095,,25.3444,0.1062,24.9729,0.1887,24.5072,0.124,23.6348,0.0997
15625,"VVDS-J033248.88-275447.3",53.2036934,-27.9131535,0.5214,3,23.1974,24.5234,0.0696,24.23,0.0398,23.8654,0.0806,23.2055,0.0464,23.1974,0.0796
63919,"VVDS-J033247.85-275433.2",53.1994082,-27.9092403,0.4402,1,23.9916,27.0095,,25.3456,0.0853,24.6242,0.1047,24.1434,0.066,23.9916,0.1424
15805,"VVDS-J033250.47-275421.0",53.2103252,-27.9058368,0.1256,4,18.8442,21.3192,0.0067,19.8633,0.002,19.4144,0.0035,19.0718,0.0025,18.8442,0.0034
16295,"VVDS-J033249.05-275421.2",53.2043985,-27.9059095,9.9999,0,23.9572,26.1782,0.1808,24.9809,0.0586,24.9081,0.1331,24.4982,0.0988,23.9572,0.2097
16499,"VVDS-J033249.76-275404.1",53.2073366,-27.9011515,0.2428,3,22.1343,23.7596,0.0345,22.8512,0.0137,22.4881,0.0248,22.1361,0.0182,22.1343,0.0309
63552,"VVDS-J033244.35-275448.4",53.1848125,-27.9134618,0.7322,3,23.5166,27.0095,,25.5777,0.0944,25.4262,0.1592,24.1105,0.0609,23.5166,0.0764
15553,"VVDS-J033245.03-275439.7",53.1876258,-27.9110474,0.4584,4,19.1434,21.7432,0.0082,20.7333,0.0033,20.2459,0.0055,19.5226,0.0029,19.1434,0.0043
15745,"VVDS-J033242.21-275442.6",53.1758791,-27.911858,0.0095,4,20.9354,24.5552,0.0458,22.1654,0.0069,21.6396,0.012,21.1327,0.007,20.9354,0.0107
15869,"VVDS-J033242.70-275434.4",53.1779467,-27.9095715,1.1036,3,22.2064,23.044,0.0152,22.4886,0.0088,22.455,0.0217,22.3922,0.0183,22.2064,0.0284
16043,"VVDS-J033247.18-275431.1",53.1966188,-27.908666,9.9999,0,23.9195,26.0546,0.1461,25.3529,0.0748,25.1156,0.1664,24.0988,0.0793,23.9195,0.123
16377,"VVDS-J033247.45-275413.7",53.1977252,-27.903819,0.5607,3,23.0551,25.0602,0.0715,24.2911,0.0396,23.7416,0.068,23.1498,0.0381,23.0551,0.0633
16160,"VVDS-J033248.48-275416.2",53.2020224,-27.9045064,0.8409,3,21.1124,23.8169,0.0376,22.9641,0.0168,22.6219,0.0313,21.9633,0.0179,21.1124,0.0151
16761,"VVDS-J033246.47-275355.8",53.1936498,-27.8988348,9.9999,0,22.9433,24.556,0.0819,23.639,0.0293,23.0608,0.0459,22.727,0.0344,22.9433,0.0666
16701,"VVDS-J033246.73-275353.1",53.1947391,-27.8980961,0.2143,2,23.9844,24.9441,0.078,24.6413,0.0432,24.0704,0.0715,23.7081,0.0472,23.9844,0.0935
14638,"VVDS-J033238.13-275530.9",53.1588829,-27.925276,1.0363,3,22.6861,24.5687,0.0485,23.8744,0.0267,23.696,0.0572,23.3201,0.036,22.6861,0.0409
14887,"VVDS-J033237.45-275522.5",53.1560603,-27.922919,2.7632,1,23.7188,25.6836,0.1007,24.2886,0.0368,23.7288,0.0635,23.6605,0.0518,23.7188,0.0812
14915,"VVDS-J033235.94-275522.1",53.14977,-27.9228311,9.9999,0,23.5785,25.5949,0.129,23.5351,0.0544,23.5594,0.1289,23.8057,0.1095,23.5785,0.1851
15152,"VVDS-J033235.08-275505.0",53.1461882,-27.9180741,1.129,1,21.7819,23.9805,0.0408,22.9568,0.0168,22.2862,0.025,21.8445,0.0166,21.7819,0.0256
15486,"VVDS-J033236.82-275450.4",53.1534297,-27.9140051,0.6609,3,22.3017,23.8599,0.0347,23.1655,0.0179,23.0655,0.0408,22.5087,0.0223,22.3017,0.0345
15039,"VVDS-J033239.39-275507.2",53.1641657,-27.9186792,0.1249,24,19.4313,21.5107,0.0061,20.1491,0.0019,19.7897,0.0036,19.5711,0.0026,19.4313,0.0042
15099,"VVDS-J033239.70-275507.3",53.1654439,-27.9187033,0.3661,4,21.0369,23.0451,0.0177,22.217,0.0079,21.5888,0.012,21.1718,0.0079,21.0369,0.0119
15607,"VVDS-J033239.00-275450.6",53.1625049,-27.914071,0.509,2,22.6705,25.0314,0.0659,23.4621,0.019,23.0274,0.0343,22.6244,0.0224,22.6705,0.0404
16206,"VVDS-J033238.90-275424.0",53.1620855,-27.9066879,0.2306,2,23.1005,25.4447,0.156,23.9839,0.0322,23.3721,0.0508,23.0313,0.0341,23.1005,0.056
15034,"VVDS-J033233.55-275513.4",53.139832,-27.9204149,0.6578,3,22.8617,24.7965,0.0626,24.1157,0.0329,24.0455,0.0781,23.3154,0.038,22.8617,0.0486
15448,"VVDS-J033232.77-275458.0",53.1365452,-27.9161168,0.5197,1,23.337,25.8464,0.155,24.2948,0.0373,23.8836,0.0621,23.5609,0.0425,23.337,0.0735
16151,"VVDS-J033233.91-275425.5",53.1412944,-27.9070898,0.6656,3,22.3562,24.9361,0.0712,23.9387,0.0305,23.6277,0.0566,22.7649,0.0261,22.3562,0.036
16472,"VVDS-J033237.94-275408.9",53.1580927,-27.9024818,0.8899,3,23.7661,24.5126,0.0608,24.0901,0.0335,23.8128,0.0694,24.005,0.0604,23.7661,0.1094
16575,"VVDS-J033234.44-275405.7",53.1435052,-27.9016004,1.0476,2,22.5326,24.6524,0.0643,24.0111,0.036,23.6613,0.0618,23.252,0.0382,22.5326,0.0404
64707,"VVDS-J033234.86-275350.1",53.1452528,-27.8972755,0.683,3,21.5181,27.0095,,25.412,0.0748,23.9134,0.0696,22.683,0.0238,21.5181,0.017
16390,"VVDS-J033242.40-275413.6",53.1766787,-27.9037854,1.1868,3,23.224,23.9168,0.0308,23.4387,0.0178,23.3443,0.0425,23.3719,0.035,23.224,0.0549
