Num,Name,RAJ2000,DEJ2000,z,f_z,imag,UmagC,e_UmagC,BmagC,e_BmagC,VmagC,e_VmagC,RmagC,e_RmagC,ImagC,e_ImagC
34428,"VVDS-J033201.80-274135.8",53.0075274,-27.6932798,0.8196,3,20.7688,23.6186,0.0256,22.6776,0.0132,22.3209,0.0262,21.7431,0.0142,20.7688,0.0125
35083,"VVDS-J033204.54-274119.4",53.0189532,-27.6887298,0.5761,4,23.7043,24.4439,0.0448,24.0287,0.0319,23.9558,0.0742,23.561,0.0426,23.7043,0.0946
34854,"VVDS-J033209.63-274131.9",53.0401285,-27.6922198,0.4208,2,22.9618,25.6906,0.1476,25.2152,0.0843,25.9514,,22.987,0.0731,22.9618,0.1139
34906,"VVDS-J033208.23-274132.2",53.0343167,-27.6922818,3.6062,1,23.7076,26.4818,0.3115,25.8415,0.1125,24.8408,0.1602,24.5126,0.112,23.7076,0.1069
34902,"VVDS-J033208.80-274125.9",53.0366844,-27.6905392,3.6869,2,23.3529,24.7116,0.0577,23.9486,0.0325,23.738,0.0678,23.3836,0.0526,23.3529,0.1067
35020,"VVDS-J033208.96-274123.6",53.0373706,-27.6898964,0.9692,3,22.8988,24.9447,0.0587,24.162,0.0424,23.5319,0.0763,23.5832,0.0537,22.8988,0.0633
35746,"VVDS-J033213.80-274053.5",53.057501,-27.6815528,1.3289,3,22.8411,24.2933,0.0407,23.6197,0.0228,23.5168,0.0473,23.2497,0.0336,22.8411,0.045
35948,"VVDS-J033214.59-274050.6",53.0608279,-27.6807476,0.4135,1,23.407,26.6104,0.2018,25.0085,0.0641,24.3135,0.1041,23.9496,0.0571,23.407,0.0731
35810,"VVDS-J033212.22-274046.5",53.0509347,-27.6795983,0.7286,4,20.9763,22.5913,0.0135,21.9965,0.0077,21.8858,0.0165,21.4255,0.0101,20.9763,0.0135
36606,"VVDS-J033207.54-274021.4",53.0314537,-27.6726196,0.5557,2,22.8589,25.0664,0.0729,24.1619,0.0341,24.1097,0.0794,23.1791,0.0351,22.8589,0.0451
36522,"VVDS-J033210.70-274023.3",53.0446243,-27.6731489,0.7321,3,21.768,24.4074,0.0448,23.6186,0.0222,23.2698,0.0426,22.5033,0.0218,21.768,0.0235
35233,"VVDS-J033220.76-274115.1",53.0865237,-27.6875466,0.6832,3,22.9019,24.5746,0.0579,24.0077,0.0322,23.9441,0.071,23.1729,0.0396,22.9019,0.0533
79713,"VVDS-J033220.02-274104.4",53.0834564,-27.6845573,0.6805,3,21.5052,27.0095,,24.8908,0.0793,23.8446,0.0818,22.7702,0.0299,21.5052,0.0211
35752,"VVDS-J033221.67-274056.2",53.0903026,-27.6822894,0.9777,1,23.5964,25.7589,0.1327,25.3183,0.0758,25.0416,0.1566,24.2828,0.0802,23.5964,0.0735
36484,"VVDS-J033222.94-274028.1",53.0955834,-27.6744948,0.7539,3,23.8454,25.0885,0.064,24.5187,0.0393,24.7923,0.1182,23.9924,0.0559,23.8454,0.0909
35517,"VVDS-J033218.66-274102.0",53.0777737,-27.6838987,0.7098,1,23.543,24.8078,0.0661,24.1763,0.0398,24.239,0.1142,24.0729,0.0778,23.543,0.075
35796,"VVDS-J033219.38-274051.8",53.0807655,-27.6810656,0.6815,4,20.812,24.7162,0.0582,23.2462,0.0191,22.7624,0.0326,21.6941,0.0129,20.812,0.0109
35832,"VVDS-J033218.72-274049.3",53.0780056,-27.6803815,1.311,9,23.0543,24.7287,0.0578,23.7897,0.0266,23.6459,0.0645,23.5521,0.0477,23.0543,0.0612
80895,"VVDS-J033221.49-274010.4",53.0895619,-27.6695639,0.7304,2,23.4805,27.0095,,26.4751,0.1781,25.9514,,24.2714,0.1278,23.4805,0.0853
80950,"VVDS-J033222.11-274003.8",53.0921471,-27.6677303,1.3151,9,23.7893,27.0095,,23.7145,0.0263,23.3241,0.0498,23.2728,0.0414,23.7893,0.1096
36335,"VVDS-J033226.65-274028.5",53.1110466,-27.674592,0.3107,4,20.5833,23.4372,0.0307,22.386,0.0137,21.6751,0.0174,21.1774,0.011,20.5833,0.0133
37212,"VVDS-J033226.48-274000.7",53.110369,-27.6668835,0.6243,9,23.6067,26.8608,0.2957,25.8048,0.1047,24.5347,0.2163,24.5738,0.0924,23.6067,0.0859
37030,"VVDS-J033224.87-273958.2",53.1036508,-27.6661735,0.7147,1,23.227,24.6224,0.0724,23.8618,0.0385,23.6376,0.074,23.3782,0.0565,23.227,0.0798
37906,"VVDS-J033224.20-273928.9",53.1008432,-27.6580459,0.5266,2,21.8062,24.7197,0.0694,23.6416,0.0283,23.1317,0.0512,22.218,0.0227,21.8062,0.0275
37987,"VVDS-J033225.94-273927.7",53.1081012,-27.6577171,0.7853,3,22.7711,24.6648,0.0586,24.0308,0.0339,23.9171,0.0699,23.2525,0.0385,22.7711,0.0465
38643,"VVDS-J033227.20-273905.5",53.1133731,-27.6515334,0.7327,2,23.6123,25.8906,0.1539,24.9634,0.0647,24.6015,0.12,24.0594,0.0633,23.6123,0.0856
82370,"VVDS-J033227.87-273858.3",53.1161362,-27.6495488,1.0768,2,22.8187,27.0095,,26.2579,0.1386,25.9514,,24.1651,0.0642,22.8187,0.0437
38957,"VVDS-J033227.35-273851.1",53.1139598,-27.6475408,0.6742,3,21.2126,25.5556,0.1214,24.0018,0.0366,23.392,0.0506,22.3043,0.0205,21.2126,0.0178
38851,"VVDS-J033223.48-273852.9",53.0978695,-27.6480448,1.0177,2,23.6497,24.6031,0.0629,24.0672,0.0366,23.8691,0.0734,23.2604,0.0446,23.6497,0.0928
37246,"VVDS-J033216.04-274000.2",53.0668679,-27.666738,0.3477,1,22.8297,26.2534,0.1885,24.2897,0.0383,23.2326,0.056,23.064,0.0349,22.8297,0.0533
37397,"VVDS-J033216.22-273956.1",53.0675834,-27.6655958,0.665,2,21.5432,26.2169,0.3186,24.3594,0.0468,23.7401,0.0796,22.712,0.0348,21.5432,0.0228
36542,"VVDS-J033213.93-274004.7",53.0580622,-27.6679813,0.3586,3,20.1656,22.5838,0.015,21.5838,0.0069,20.9711,0.0115,20.4887,0.0069,20.1656,0.0084
37059,"VVDS-J033215.33-274005.9",53.0639097,-27.6683133,0.4505,2,23.9443,25.7791,0.1299,24.9201,0.0592,24.5506,0.1295,23.7953,0.0667,23.9443,0.0937
38396,"VVDS-J033216.88-273909.6",53.0703613,-27.6526811,0.7315,2,23.2276,24.7974,0.1337,24.1821,0.0686,23.5839,0.1291,22.9778,0.0582,23.2276,0.0676
37444,"VVDS-J033212.60-273950.5",53.0525402,-27.6640537,1.05,2,22.4129,25.0425,0.0697,24.2932,0.0384,23.7004,0.0712,23.3294,0.0399,22.4129,0.0335
37530,"VVDS-J033213.05-273938.3",53.0544089,-27.6606471,0.7074,3,22.8796,24.3894,0.0553,23.3504,0.0298,23.7569,0.0671,23.1528,0.044,22.8796,0.0537
37585,"VVDS-J033212.21-273938.5",53.0509087,-27.6607143,0.2166,3,22.0194,23.9919,0.0364,22.8052,0.0147,22.4025,0.0266,22.1119,0.0186,22.0194,0.028
38741,"VVDS-J033222.44-273900.9",53.0935339,-27.6502576,0.7404,2,23.6099,25.954,0.1719,25.4557,0.079,24.8052,0.1366,23.9792,0.0698,23.6099,0.0749
82755,"VVDS-J033220.96-273840.3",53.0873397,-27.6445398,1.0698,2,23.6313,27.0095,,26.536,0.1508,25.143,0.1517,24.456,0.0724,23.6313,0.0662
39401,"VVDS-J033223.16-273834.0",53.096516,-27.642781,0.5689,2,22.7473,25.6151,0.1501,24.7452,0.0518,23.9973,0.0823,23.2132,0.0379,22.7473,0.0401
39022,"VVDS-J033222.93-273833.8",53.0955778,-27.6427448,1.0174,22,21.5783,24.1057,0.0438,23.5503,0.0235,23.2887,0.0489,22.6093,0.026,21.5783,0.021
39753,"VVDS-J033225.48-273817.1",53.1061951,-27.6380979,0.5204,3,22.7529,24.6742,0.0589,23.9002,0.0292,23.6561,0.0579,22.8223,0.0279,22.7529,0.0434
39887,"VVDS-J033224.84-273812.2",53.1035009,-27.6367333,0.626,2,23.015,25.7201,0.1071,24.5606,0.0488,24.2333,0.0852,23.3378,0.0412,23.015,0.0527
104876,"VVDS-J033221.74-273816.0",53.0906084,-27.6377916,1.1238,1,23.5281,27.0095,,27.3138,,25.9514,,24.9027,0.1135,23.5281,0.0673
40615,"VVDS-J033219.43-273743.7",53.080981,-27.6288063,9.9999,0,23.9109,25.2376,0.0724,24.5767,0.044,24.6371,0.1148,24.3998,0.0741,23.9109,0.0929
24504,"VVDS-J033311.13-274834.2",53.2964062,-27.8095257,0.7717,3,22.14,24.8483,0.0791,24.0935,0.1,23.7451,0.0751,22.9172,0.0355,22.14,0.0311
25624,"VVDS-J033310.46-274740.2",53.2935898,-27.7945143,9.9999,0,23.2506,25.523,0.1168,24.054,0.0574,23.6869,0.1168,23.6772,0.0951,23.2506,0.1048
25403,"VVDS-J033309.47-274739.5",53.2894688,-27.794321,0.125,2,18.5491,21.7055,0.008,19.7478,0.0023,19.2378,0.0031,18.7634,0.0021,18.5491,0.0026
25309,"VVDS-J033306.47-274755.6",53.2769588,-27.7987889,0.7122,2,23.3196,25.0581,0.0882,24.5628,0.0572,24.4963,0.127,24.5799,0.0998,23.3196,0.1101
26615,"VVDS-J033305.18-274652.0",53.2715929,-27.7811244,0.9277,9,23.2731,25.4012,0.1302,24.6271,0.0596,24.2756,0.116,23.9885,0.0833,23.2731,0.0843
27076,"VVDS-J033307.47-274633.3",53.2811252,-27.7759168,0.6246,3,23.0943,25.1944,0.0918,24.3913,0.0475,24.2561,0.0906,23.321,0.0459,23.0943,0.0762
27296,"VVDS-J033306.18-274622.9",53.2757629,-27.7730454,1.0886,3,22.5284,24.2887,0.0466,23.6406,0.0274,23.4539,0.0615,22.9525,0.0381,22.5284,0.0511
27612,"VVDS-J033309.87-274612.4",53.2911588,-27.770125,0.8549,3,23.4088,24.7808,0.0698,24.2133,0.0385,23.8429,0.0875,23.5203,0.0526,23.4088,0.0716
27427,"VVDS-J033302.39-274619.7",53.2599711,-27.7721622,9.9999,0,23.6577,25.0601,0.0809,24.4303,0.0436,24.1638,0.092,23.9595,0.065,23.6577,0.0941
28012,"VVDS-J033302.35-274554.7",53.2597933,-27.7652077,0.9881,2,23.7333,24.5266,0.0634,24.3493,0.0401,24.3981,0.1149,24.2935,0.0862,23.7333,0.116
27531,"VVDS-J033304.49-274606.7",53.2687211,-27.7685494,0.338,4,21.7829,23.1898,0.025,22.39,0.0122,22.0199,0.0228,21.6338,0.0161,21.7829,0.0284
28565,"VVDS-J033306.84-274530.7",53.2785144,-27.7585287,9.9999,0,22.9593,24.043,0.0419,23.2989,0.0228,23.4774,0.0629,22.9418,0.0398,22.9593,0.0705
28936,"VVDS-J033305.69-274516.5",53.2737455,-27.7546025,0.1755,3,21.52,23.9783,0.0334,22.5586,0.0125,22.0334,0.021,21.7384,0.0143,21.52,0.0189
27904,"VVDS-J033300.15-274558.7",53.2506265,-27.7663137,0.8489,1,22.7473,24.4522,0.0891,23.9079,0.0382,23.2944,0.0972,23.1697,0.0528,22.7473,0.0606
27884,"VVDS-J033259.90-274556.5",53.2496098,-27.765712,0.7339,3,21.8159,23.7913,0.0411,23.2163,0.0173,22.4558,0.0425,22.2845,0.0247,21.8159,0.0292
27955,"VVDS-J033301.65-274556.3",53.2569136,-27.7656658,0.6188,3,21.552,24.1222,0.0554,23.3765,0.0233,22.9444,0.0416,22.1251,0.0203,21.552,0.0218
28570,"VVDS-J033258.72-274531.5",53.244672,-27.7587695,0.617,3,22.5765,24.3746,0.0539,23.6539,0.0237,23.5264,0.0575,22.6955,0.0291,22.5765,0.0476
28618,"VVDS-J033300.75-274532.5",53.2531337,-27.7590426,0.2405,4,23.3667,25.4372,0.098,24.3034,0.0328,23.7176,0.0674,23.4759,0.0434,23.3667,0.0649
27832,"VVDS-J033303.71-274530.6",53.2654935,-27.7585275,0.1275,4,19.031,20.9171,0.005,19.6621,0.0019,19.3122,0.004,19.1473,0.003,19.031,0.0044
28880,"VVDS-J033303.61-274518.9",53.2650781,-27.7552684,1.2574,13,22.7093,23.8744,0.0311,23.7809,0.0248,23.297,0.0487,22.9775,0.0301,22.7093,0.04
29364,"VVDS-J033302.83-274453.5",53.261827,-27.7481954,0.5433,23,21.2441,22.4457,0.013,21.7942,0.0067,21.5758,0.0148,20.9094,0.0086,21.2441,0.0103
29404,"VVDS-J033302.48-274453.4",53.2603595,-27.7481857,0.5355,3,21.2595,24.3804,0.0542,23.4582,0.0212,22.9726,0.04,22.1012,0.021,21.2595,0.0242
28372,"VVDS-J033308.47-274541.0",53.2853264,-27.7613893,0.8886,2,23.1344,24.6819,0.0579,24.1517,0.0329,23.9675,0.08,23.4381,0.0493,23.1344,0.0648
28903,"VVDS-J033309.98-274515.9",53.291584,-27.7544396,0.543,3,23.6926,24.5641,0.0578,23.9679,0.036,23.9242,0.0778,23.2853,0.0456,23.6926,0.0906
29030,"VVDS-J033309.08-274513.9",53.2878655,-27.753886,0.6289,4,23.5529,24.8261,0.0656,24.113,0.0393,24.2656,0.101,23.7925,0.0597,23.5529,0.0869
29669,"VVDS-J033309.24-274449.9",53.2885083,-27.7472051,0.7829,3,21.4437,24.7414,0.0574,23.6026,0.0256,23.2116,0.0469,22.3823,0.0219,21.4437,0.0177
29660,"VVDS-J033310.80-274448.8",53.2950144,-27.7469085,0.2213,2,21.398,24.176,0.0439,22.7905,0.0157,22.1278,0.0244,21.6229,0.0148,21.398,0.0195
29787,"VVDS-J033306.34-274444.5",53.2764384,-27.7457134,0.5438,3,22.7443,24.5076,0.0545,23.6663,0.0316,23.4224,0.0604,23.0165,0.0359,22.7443,0.0595
29861,"VVDS-J033305.29-274432.2",53.2720689,-27.7422802,0.6177,4,20.0642,23.6057,0.0341,22.3838,0.0139,21.7825,0.022,20.8703,0.0098,20.0642,0.0093
30352,"VVDS-J033307.46-274419.8",53.2811181,-27.7388581,0.9823,3,22.5722,24.72,0.0588,24.3293,0.0394,23.9507,0.0683,23.6321,0.0515,22.5722,0.0473
30806,"VVDS-J033308.51-274405.8",53.2854936,-27.7349672,0.407,3,23.1122,25.312,0.0966,24.3836,0.0422,23.683,0.0687,22.9931,0.0375,23.1122,0.0633
31185,"VVDS-J033307.65-274351.5",53.2819147,-27.7309989,0.5323,3,23.2544,24.547,0.0494,23.8407,0.0285,23.5472,0.0568,22.985,0.0312,23.2544,0.058
31105,"VVDS-J033306.12-274356.2",53.2755166,-27.7322821,0.3376,3,20.689,24.9303,0.0624,23.0304,0.0169,22.1846,0.0211,21.3249,0.0096,20.689,0.0106
28825,"VVDS-J033258.76-274522.1",53.2448372,-27.7561583,0.6038,21,19.4576,24.5046,0.058,21.9302,0.0063,21.0201,0.0091,20.1745,0.004,19.4576,0.0044
102898,"VVDS-J033259.28-274522.4",53.2470332,-27.7562301,1.1552,2,23.461,27.0095,,27.3138,,25.9514,,24.6159,0.1484,23.461,0.0916
29172,"VVDS-J033256.28-274510.3",53.2345232,-27.7528833,0.2491,4,22.5167,25.0534,0.0664,23.64,0.0218,23.0907,0.0362,22.7122,0.0242,22.5167,0.0346
29650,"VVDS-J033256.90-274451.3",53.2371149,-27.7476105,0.7374,3,23.7465,24.7493,0.0546,24.3044,0.0325,24.2181,0.0854,24.0492,0.0611,23.7465,0.0907
29351,"VVDS-J033300.12-274503.2",53.2505401,-27.7508967,0.5201,3,22.9297,24.891,0.0658,23.9082,0.0288,23.5155,0.0571,22.8058,0.0283,22.9297,0.0469
29755,"VVDS-J033301.68-274446.0",53.2570129,-27.7461236,1.1988,9,22.6314,24.8227,0.0681,23.8762,0.0315,23.4124,0.0597,23.1514,0.0463,22.6314,0.0598
30415,"VVDS-J033301.62-274422.3",53.2567835,-27.7395304,0.5333,3,21.8517,25.556,0.1021,24.2649,0.039,23.556,0.0577,22.5615,0.0251,21.8517,0.0228
29842,"VVDS-J033259.40-274440.3",53.2475293,-27.7445463,1.0379,3,22.6837,24.3285,0.0481,23.6763,0.0259,23.4288,0.0539,23.1833,0.0425,22.6837,0.0429
113713,"VVDS-J033255.11-274505.3",53.229644,-27.7514854,0.9222,1,23.9974,27.0095,,27.3138,,25.9514,,26.1283,,23.9974,0.1122
30613,"VVDS-J033256.28-274415.9",53.2345028,-27.7377613,0.9769,9,23.4951,25.6127,0.1022,24.2347,0.0342,24.0916,0.0748,24.0139,0.0683,23.4951,0.0992
30230,"VVDS-J033253.96-274427.7",53.2248635,-27.7410512,1.1053,2,22.5665,24.56,0.0572,23.0312,0.0167,22.5735,0.0308,22.4147,0.025,22.5665,0.0438
30336,"VVDS-J033255.31-274422.8",53.2304869,-27.7396764,1.0384,9,22.7655,24.139,0.0391,23.6075,0.022,23.4542,0.0487,23.2296,0.0357,22.7655,0.0416
30603,"VVDS-J033256.52-274402.4",53.2355397,-27.7340234,0.3818,22,20.33,22.793,0.0182,21.8127,0.0075,21.1255,0.0113,20.5953,0.0068,20.33,0.0101
30782,"VVDS-J033256.74-274404.7",53.2364292,-27.7346617,1.6078,2,23.6501,25.1039,0.0643,24.3213,0.034,24.4467,0.0835,23.941,0.0601,23.6501,0.0949
31270,"VVDS-J033257.73-274350.1",53.2405776,-27.7305886,1.6148,19,23.5179,25.8211,0.1206,23.8081,0.0314,23.6459,0.0621,23.44,0.0455,23.5179,0.087
31950,"VVDS-J033257.50-274322.5",53.2396038,-27.7229207,0.6646,9,23.1059,25.2442,0.1087,24.9937,0.0618,24.3925,0.1149,23.6905,0.0535,23.1059,0.0663
76067,"VVDS-J033303.08-274405.8",53.2628567,-27.7349658,0.9088,2,23.7689,27.0095,,27.0856,0.2884,25.9514,,25.2916,0.1637,23.7689,0.1016
31501,"VVDS-J033301.61-274339.6",53.2567424,-27.7276781,1.0344,2,23.3962,25.134,0.0874,24.4545,0.0514,24.1429,0.0948,23.5908,0.0563,23.3962,0.0777
31572,"VVDS-J033301.78-274339.0",53.2574494,-27.7275272,0.7035,22,22.3073,25.9483,0.1559,24.7902,0.0541,23.8846,0.0811,23.2042,0.042,22.3073,0.0387
31589,"VVDS-J033304.25-274334.9",53.2677141,-27.7263624,0.5791,2,22.3653,24.1292,0.0378,23.3529,0.0206,23.1224,0.0415,22.4672,0.023,22.3653,0.0375
31775,"VVDS-J033304.94-274327.6",53.2705982,-27.7243573,0.5774,3,22.6354,24.2219,0.0478,23.5317,0.0288,23.4053,0.0541,22.8297,0.0313,22.6354,0.0512
31467,"VVDS-J033259.95-274338.3",53.2498161,-27.7273247,0.9778,2,22.6589,24.4265,0.0588,23.9738,0.0312,23.5568,0.0648,23.1954,0.0426,22.6589,0.0458
76854,"VVDS-J033300.10-274325.2",53.2504566,-27.723684,0.9785,3,23.4041,27.0095,,25.9804,0.1122,25.4842,0.1941,24.5407,0.0909,23.4041,0.0679
31956,"VVDS-J033258.23-274323.8",53.2426422,-27.7232853,0.9814,1,23.4559,25.5178,0.1175,25.0097,0.0594,24.8785,0.1361,24.2297,0.0879,23.4559,0.0749
77387,"VVDS-J033259.19-274301.4",53.2466534,-27.7170621,0.8395,2,22.9528,27.0095,,26.5435,0.2078,25.9514,,24.4338,0.1001,22.9528,0.0702
33181,"VVDS-J033303.35-274234.4",53.2639805,-27.7095614,0.492,4,22.234,23.8021,0.0305,23.1067,0.0172,22.8932,0.0314,22.3616,0.0206,22.234,0.0314
33027,"VVDS-J033300.60-274242.3",53.2525067,-27.7117581,9.9999,0,22.9311,25.0179,0.0955,24.0041,0.0351,23.2641,0.0556,23.0359,0.0356,22.9311,0.0592
33280,"VVDS-J033301.59-274229.1",53.2566326,-27.7080912,1.2825,9,23.4207,24.4529,0.0574,23.6651,0.0293,23.7849,0.0683,23.4548,0.0523,23.4207,0.0918
78282,"VVDS-J033303.68-274216.7",53.2653528,-27.7046622,0.1638,9,23.7682,27.0095,,25.8341,0.1121,25.6207,0.2462,24.5556,0.1093,23.7682,0.1044
30945,"VVDS-J033311.43-274401.6",53.2976299,-27.7337981,9.9999,0,23.3984,25.6909,0.0988,24.9471,0.0666,25.1113,0.1508,24.4895,0.1037,23.3984,0.0825
32821,"VVDS-J033310.15-274247.0",53.2923124,-27.7130633,0.321,22,21.8447,23.6454,0.0297,22.8228,0.0142,22.11,0.023,21.7854,0.0155,21.8447,0.026
32827,"VVDS-J033309.82-274247.4",53.2909207,-27.7131789,0.5194,2,23.2255,24.6623,0.0678,23.7789,0.035,23.4477,0.0654,22.8214,0.0391,23.2255,0.0763
93855,"VVDS-J033310.66-274230.8",53.2944263,-27.7085615,0.9717,2,20.5496,27.0095,,27.3138,,22.9243,0.0859,22.251,0.035,20.5496,0.0204
33894,"VVDS-J033305.29-274210.0",53.2720757,-27.7028021,9.9999,0,23.982,26.0871,0.1443,24.9735,0.0659,24.6237,0.1201,24.5053,0.0903,23.982,0.1455
33892,"VVDS-J033307.51-274201.5",53.2813108,-27.7004344,9.9999,0,21.5143,23.1557,0.0199,22.5015,0.012,22.3493,0.0254,21.8205,0.0148,21.5143,0.0191
34255,"VVDS-J033306.39-274154.4",53.2766474,-27.698459,1.0742,2,23.958,25.3817,0.1028,24.4627,0.0494,24.1202,0.0944,23.8539,0.0635,23.958,0.1405
34231,"VVDS-J033308.41-274155.0",53.2850468,-27.6986313,9.9999,0,23.5116,25.3084,0.0915,24.5029,0.05,24.0902,0.0965,23.999,0.0733,23.5116,0.0743
36385,"VVDS-J033309.81-274028.8",53.2908799,-27.6746922,0.576,3,22.3021,24.0299,0.0338,23.2531,0.0183,22.9753,0.0373,22.3972,0.0207,22.3021,0.0287
30264,"VVDS-J033253.63-274407.6",53.2234767,-27.7354478,0.3458,4,22.5834,24.1756,0.046,23.3596,0.0212,22.749,0.0358,22.5639,0.0273,22.5834,0.0512
30868,"VVDS-J033253.80-274401.1",53.2241835,-27.733658,0.7086,3,21.7554,24.0752,0.0438,23.3253,0.0196,22.9736,0.0386,22.2749,0.0203,21.7554,0.0228
77147,"VVDS-J033254.45-274303.7",53.2268874,-27.7177049,9.9999,0,23.6726,27.0095,,24.1407,0.0452,23.6379,0.0789,23.6887,0.0562,23.6726,0.1024
32609,"VVDS-J033254.32-274257.7",53.2263474,-27.7160454,1.2494,3,22.6189,24.5705,0.0484,23.5993,0.0297,23.3946,0.054,23.0154,0.0374,22.6189,0.0435
32843,"VVDS-J033254.56-274248.5",53.2273419,-27.7134932,0.7264,2,23.3177,24.8523,0.0619,24.0972,0.0343,23.9202,0.0843,23.4796,0.0538,23.3177,0.0737
31463,"VVDS-J033250.41-274342.1",53.2100702,-27.7283836,9.9999,0,23.5654,25.7883,0.1324,24.0071,0.036,23.675,0.0615,23.383,0.046,23.5654,0.0931
31683,"VVDS-J033249.26-274334.1",53.2052512,-27.7261487,1.1633,3,23.5368,24.6467,0.0488,23.7144,0.0251,23.6157,0.0562,23.4536,0.0432,23.5368,0.0826
77878,"VVDS-J033253.26-274235.1",53.2219318,-27.7097548,9.9999,0,23.6536,27.0095,,24.2205,0.0419,23.8971,0.0697,23.3995,0.0475,23.6536,0.103
33200,"VVDS-J033250.61-274230.1",53.2108973,-27.7083624,0.1259,4,20.492,23.4129,0.025,21.9469,0.0077,21.4775,0.0124,20.9783,0.0078,20.492,0.0098
33228,"VVDS-J033251.86-274229.6",53.216089,-27.7082448,1.022,3,21.4143,23.9253,0.0461,23.3581,0.0227,22.8797,0.0412,22.3721,0.0267,21.4143,0.024
33320,"VVDS-J033252.17-274229.0",53.2173851,-27.7080579,1.0267,21,20.4728,24.6273,0.0708,23.6068,0.0271,23.0574,0.0463,22.0466,0.0187,20.4728,0.01
33334,"VVDS-J033251.51-274226.4",53.214662,-27.7073516,0.545,3,21.1071,24.0493,0.0402,22.9529,0.0151,22.5566,0.0273,21.6796,0.0122,21.1071,0.0146
33763,"VVDS-J033252.52-274212.3",53.2188582,-27.7034336,1.0209,9,23.4224,24.9527,0.0794,24.5931,0.0465,24.2431,0.0846,24.0176,0.067,23.4224,0.0734
32701,"VVDS-J033258.66-274255.0",53.2444474,-27.7153016,0.5307,3,23.0478,24.7178,0.0666,23.9893,0.0309,23.7583,0.0606,23.0299,0.0325,23.0478,0.0569
32962,"VVDS-J033255.61-274247.0",53.2317233,-27.7130744,0.7086,1,23.8198,25.6575,0.1547,24.9634,0.0527,24.7413,0.1185,24.1865,0.0679,23.8198,0.1019
32998,"VVDS-J033255.92-274239.3",53.2330194,-27.7109297,0.133,4,21.7825,23.5656,0.0296,22.3478,0.0095,21.983,0.0182,21.7787,0.0141,21.7825,0.0229
33681,"VVDS-J033300.13-274216.5",53.2505801,-27.7045842,0.967,2,23.5936,25.4263,0.0919,24.6794,0.0477,24.6603,0.1042,23.9847,0.0754,23.5936,0.0822
34235,"VVDS-J033257.96-274155.4",53.2415234,-27.6987324,9.9999,0,23.8238,25.276,0.087,24.9811,0.0617,24.7549,0.1106,24.3828,0.0836,23.8238,0.0992
33771,"VVDS-J033255.02-274213.2",53.2292571,-27.7036845,0.227,3,23.2212,25.4512,0.0872,24.081,0.0339,23.4943,0.0525,23.2935,0.0382,23.2212,0.0629
78335,"VVDS-J033255.27-274212.9",53.2303087,-27.7035999,1.0348,22,22.8151,27.0095,,25.9526,0.1165,25.9514,,24.1055,0.0715,22.8151,0.0516
34208,"VVDS-J033256.28-274153.4",53.234501,-27.6981788,0.549,3,22.7231,24.3024,0.047,23.595,0.0233,23.2748,0.0468,22.6716,0.0248,22.7231,0.0419
93957,"VVDS-J033256.21-274159.3",53.2342467,-27.6998314,1.1752,2,22.2058,27.0095,,27.3138,,24.6822,0.1637,23.5373,0.0527,22.2058,0.0323
34261,"VVDS-J033253.11-274154.0",53.2213045,-27.6983516,0.6034,2,23.8728,25.3275,0.09,24.5935,0.0443,24.25,0.0967,23.8249,0.056,23.8728,0.09
34270,"VVDS-J033255.14-274152.3",53.2297652,-27.6978873,1.0319,9,23.2385,25.2712,0.0892,24.6568,0.0467,24.687,0.1167,24.0883,0.0628,23.2385,0.0589
35186,"VVDS-J033258.47-274112.1",53.2436409,-27.6866986,1.246,3,22.8425,23.8064,0.0364,23.1393,0.0188,23.1239,0.0488,22.9248,0.0358,22.8425,0.0531
35445,"VVDS-J033258.20-274110.2",53.242521,-27.686181,0.9675,3,23.6309,24.9604,0.0386,24.6883,0.0208,25.9514,,24.1879,0.0403,23.6309,0.0494
35647,"VVDS-J033257.73-274059.4",53.2405682,-27.6831886,0.3844,2,23.6722,25.3012,0.0924,24.6256,0.0421,24.0157,0.0659,23.4946,0.044,23.6722,0.0721
78040,"VVDS-J033248.52-274228.5",53.2021692,-27.7079404,0.9048,2,22.0407,27.0095,,25.5635,0.1524,24.0867,0.1772,23.4528,0.0666,22.0407,0.0347
33318,"VVDS-J033248.18-274230.0",53.200788,-27.708346,0.7302,3,21.8936,25.2466,0.0839,23.835,0.0401,23.306,0.0769,22.6481,0.0462,21.8936,0.0454
77511,"VVDS-J033245.35-274249.6",53.1889925,-27.7137832,1.0018,2,23.1419,27.0095,,25.0232,0.0666,24.3432,0.1373,24.0514,0.0743,23.1419,0.0702
33102,"VVDS-J033246.32-274240.7",53.1930303,-27.7113091,0.798,22,23.3113,24.7901,0.0614,24.0694,0.0365,24.0457,0.0715,23.6457,0.0483,23.3113,0.0765
33068,"VVDS-J033246.82-274240.3",53.1951028,-27.7112167,0.9709,2,23.7609,25.2248,0.0795,24.5117,0.0472,24.553,0.1109,24.2623,0.0767,23.7609,0.0897
32389,"VVDS-J033246.77-274212.1",53.1948874,-27.703384,9.9999,20,15.6866,19.3118,0.0023,17.3917,5.0E-4,25.9514,,26.1283,,15.6866,5.0E-4
77856,"VVDS-J033249.42-274235.3",53.2059461,-27.7098305,0.9807,3,22.448,27.0095,,24.5821,0.123,25.9514,,23.6331,0.0756,22.448,0.0625
