recno,SeqNum,Name,UKST,RAJ2000,DEJ2000,Bjmag,Bjsel,z,q_z,n_z,SNR
71662,102405,"TGS242Z082",418,50.99712499999999,-28.346027777777774,17.615,17.553,0.1275,4,1,13.4
71667,102411,"TGS321Z140",418,50.977083333333326,-28.334361111111107,18.697,18.635,0.1323,4,1,9.7
71666,102410,"TGS321Z139",418,50.97058333333332,-28.33272222222222,18.824,18.762,0.1349,3,1,29.5
71565,102291,"TGS321Z085",418,51.357583333333324,-28.58869444444444,18.146,18.077,0.1599,4,1,25.8
71553,102278,"TGS321Z078",418,51.40883333333333,-28.552249999999997,19.43,19.365,0.159,4,1,5.2
71557,102282,"TGS321Z080",418,51.38729166666666,-28.52286111111111,18.665,18.597,0.1594,4,1,13.4
71575,102302,"TGS321Z087",418,51.31074999999999,-28.542555555555552,19.408,19.332,0.1325,3,1,12.3
71564,102290,"TGS321Z084",418,51.35779166666666,-28.49536111111111,19.309,19.239,6.0E-4,3,1,13.4
71538,102263,"TGS322Z206",418,51.44316666666666,-28.497361111111108,18.055,17.989,0.1274,4,1,12.2
71537,102262,"TGS322Z205",418,51.43333333333332,-28.47105555555555,18.654,18.587,0.1276,4,1,17.6
71536,102261,"TGS322Z204",418,51.43441666666666,-28.447749999999996,18.707,18.639,0.0835,4,2,10.5
71552,102277,"TGS321Z077",418,51.400458333333326,-28.47258333333333,18.697,18.629,0.1271,4,1,17.2
71556,102281,"TGS321Z079",418,51.38949999999999,-28.415611111111108,18.466,18.397,0.128,4,1,22.6
71607,102340,"TGS321Z102",418,51.20474999999999,-28.498388888888886,18.963,18.885,0.0609,4,1,24.2
71589,102321,"TGS321Z094",418,51.271249999999995,-28.47555555555555,19.157,19.079,0.1281,4,1,19.6
71582,102310,"TGS321Z090",418,51.30320833333332,-28.46636111111111,19.353,19.278,0.1218,4,1,16.0
71511,102233,"TGS321Z058",418,51.52179166666666,-28.404638888888886,19.419,19.351,0.2148,3,1,4.4
71493,102214,"TGS322Z193",418,51.566374999999994,-28.357305555555552,19.298,19.234,0.2176,3,1,8.9
71523,102246,"TGS321Z063",418,51.481249999999996,-28.371166666666664,19.397,19.326,0.2387,3,1,13.1
71510,102232,"TGS243Z192",418,51.51787499999999,-28.322749999999996,19.353,19.283,0.1773,4,2,6.8
71516,102239,"TGS321Z060",418,51.50962499999999,-28.301777777777772,16.754,16.684,0.0578,5,1,31.8
71492,102213,"TGS321Z052",418,51.57483333333332,-28.329222222222217,16.497,16.434,0.0698,5,1,40.9
71485,102204,"TGS321Z048",418,51.59291666666666,-28.296777777777773,18.065,18.005,0.1217,3,2,5.2
71473,102191,"TGS322Z189",418,51.62808333333333,-28.301027777777772,19.124,19.07,0.1607,4,1,12.7
71530,102253,"TGS242Z030",418,51.47066666666666,-28.210638888888884,18.549,18.485,0.2295,4,2,7.5
71544,102269,"TGS321Z074",418,51.42983333333333,-28.217999999999996,18.707,18.644,0.1085,4,1,6.6
71619,102356,"TGS242Z062",418,51.14191666666666,-28.41880555555555,19.266,19.196,0.1591,3,2,4.7
71588,102317,"TGS242Z052",418,51.28708333333333,-28.286166666666663,18.952,18.886,,1,3,6.7
71613,102348,"TGS242Z060",418,51.19174999999999,-28.162499999999998,18.909,18.838,0.1092,3,1,9.5
71630,102368,"TGS242Z069",418,51.12529166666666,-28.155777777777775,18.157,18.094,0.0631,4,1,20.3
71581,102308,"TGS242Z048",418,51.312458333333325,-28.27108333333333,16.625,16.561,0.071,5,1,33.0
71587,102316,"TGS321Z091",418,51.278499999999994,-28.201888888888885,19.124,19.055,0.0884,3,3,2.6
71543,102268,"TGS242Z033",418,51.42762499999999,-28.169749999999997,17.073,17.011,0.0545,5,2,10.2
71535,102260,"TGS321Z070",418,51.44299999999999,-28.155222222222218,17.763,17.702,0.0536,4,1,7.9
71555,102280,"TGS243Z199",418,51.37991666666666,-28.083611111111107,17.964,17.902,0.0668,3,2,5.3
71551,102276,"TGS243Z198",418,51.41137499999999,-28.050416666666663,19.342,19.284,,1,1,6.9
71599,102332,"TGS321Z099",418,51.24374999999999,-28.20108333333333,17.733,17.662,0.0889,4,1,30.7
71617,102354,"TGS242Z061",418,51.187458333333325,-28.14186111111111,18.167,18.096,0.15,4,1,10.7
71606,102339,"TGS242Z058",418,51.22679166666666,-28.113666666666663,19.135,19.061,0.0815,4,1,8.9
71550,102275,"TGS243Z197",418,51.40062499999999,-28.026999999999997,18.424,18.367,0.084,4,1,12.1
73625,104675,"TGS320Z314",418,49.99370833333332,-29.230361111111108,19.038,18.974,0.0672,3,1,10.2
73637,104689,"TGS321Z356",418,49.948249999999994,-29.239499999999996,17.565,17.5,0.0676,5,1,49.8
73636,104688,"TGS320Z318",418,49.95645833333332,-29.213527777777774,18.856,18.791,0.0667,3,1,8.8
73634,104686,"TGS320Z316",418,49.948583333333325,-29.192277777777775,17.409,17.344,0.0689,3,1,11.7
73635,104687,"TGS320Z317",418,49.942541666666656,-29.19583333333333,18.792,18.727,0.2271,4,2,6.6
73622,104672,"TGS321Z354",418,50.015874999999994,-29.209861111111106,19.353,19.291,0.1885,4,1,16.5
73633,104685,"TGS321Z355",418,49.95104166666666,-29.16619444444444,19.397,19.334,0.0658,3,2,5.0
73647,104699,"TGS321Z357",418,49.93404166666666,-29.148027777777774,18.146,18.084,0.0671,4,1,12.3
73646,104698,"TGS319Z225",418,49.929083333333324,-29.137694444444442,18.581,18.518,0.0669,4,2,10.2
73677,104734,"TGS319Z226",418,49.82999999999999,-29.164249999999996,18.383,18.32,0.1421,4,1,11.2
73685,104744,"TGS319Z227",418,49.788958333333326,-29.131416666666663,17.111,17.046,0.0659,5,1,55.7
73658,104713,"TGS320Z320",418,49.88441666666666,-29.081361111111107,17.605,17.539,-2.0E-4,5,1,90.2
72041,102831,"TGS319Z180",418,49.92616666666666,-29.012166666666662,16.847,16.776,0.0441,5,1,65.6
72040,102830,"TGS321Z237",418,49.94241666666666,-28.99980555555555,15.64,15.569,0.0437,4,1,24.9
71985,102771,"TGS320Z169",418,50.056749999999994,-29.02444444444444,18.952,18.889,0.0663,4,1,9.4
71942,102724,"TGS321Z218",418,50.169624999999996,-28.914527777777774,17.664,17.61,0.0446,4,1,24.9
71999,102787,"TGS320Z177",418,50.01624999999999,-29.03419444444444,19.168,19.101,0.2018,4,1,13.8
71998,102786,"TGS320Z176",418,50.02629166666666,-28.99416666666666,19.331,19.266,0.1899,4,1,10.0
71989,102775,"TGS320Z172",418,50.04133333333333,-28.94194444444444,17.773,17.711,0.0602,5,1,35.8
71997,102785,"TGS321Z230",418,50.015583333333325,-28.93072222222222,19.364,19.3,0.1848,3,2,2.3
71961,102746,"TGS321Z224",418,50.13137499999999,-28.93280555555555,18.792,18.736,0.0311,5,1,19.8
71976,102761,"TGS321Z227",418,50.09112499999999,-28.93269444444444,19.298,19.239,0.132,5,1,19.3
71966,102751,"TGS321Z225",418,50.096999999999994,-28.835749999999997,18.824,18.768,0.1066,4,2,9.8
73701,104761,"TGS320Z326",418,49.73029166666666,-29.123999999999995,17.565,17.499,0.0597,4,1,14.8
73700,104760,"TGS319Z229",418,49.72837499999999,-29.12047222222222,19.287,19.221,0.1449,3,1,11.7
72129,102929,"TGS319Z200",418,49.69516666666666,-29.06519444444444,19.2,19.135,0.1764,2,3,7.4
72122,102921,"TGS319Z197",418,49.72220833333333,-29.063916666666664,18.697,18.632,0.0,3,1,19.4
72128,102928,"TGS320Z226",418,49.70612499999999,-29.018138888888885,18.228,18.164,0.1224,5,1,22.0
72080,102874,"TGS319Z185",418,49.837999999999994,-29.010499999999997,19.441,19.375,0.1541,4,2,17.3
72127,102927,"TGS319Z199",418,49.70854166666666,-28.981111111111108,18.393,18.327,0.1785,4,1,18.3
72121,102920,"TGS320Z222",418,49.72941666666666,-28.977388888888886,19.298,19.231,0.1781,4,1,16.0
72135,102935,"TGS320Z229",418,49.68975,-28.978222222222218,19.386,19.321,0.1228,5,2,11.0
72161,102964,"TGS319Z204",418,49.60408333333333,-28.995222222222218,18.539,18.474,0.1228,5,1,20.7
72154,102957,"TGS320Z236",418,49.62829166666666,-28.98441666666666,19.375,19.311,0.2212,4,1,9.4
72096,102891,"TGS319Z190",418,49.816624999999995,-28.886722222222218,19.364,19.281,0.1211,4,2,10.7
72102,102898,"TGS319Z192",418,49.785958333333326,-28.87133333333333,18.866,18.78,0.1226,5,1,10.1
72126,102926,"TGS320Z225",418,49.70099999999999,-28.897166666666664,18.899,18.825,1.0E-4,3,1,26.8
72120,102919,"TGS319Z196",418,49.73579166666666,-28.88922222222222,19.146,19.067,0.0479,5,1,5.9
72134,102934,"TGS320Z228",418,49.68929166666666,-28.871777777777773,19.189,19.115,0.1873,4,1,14.4
72039,102829,"TGS320Z195",418,49.93424999999999,-28.938472222222217,18.771,18.699,0.2014,5,1,9.5
72006,102794,"TGS320Z179",418,49.99620833333333,-28.887249999999995,19.419,19.355,0.1908,4,1,17.0
72054,102845,"TGS321Z238",418,49.90845833333333,-28.894527777777775,19.07,18.996,0.1326,3,1,4.3
72060,102851,"TGS320Z204",418,49.894375,-28.890749999999997,18.269,18.193,0.1313,5,1,25.1
72073,102867,"TGS319Z183",418,49.86316666666666,-28.874888888888886,19.353,19.272,0.1887,4,2,8.6
72068,102859,"TGS319Z181",418,49.87287499999999,-28.869472222222218,17.913,17.833,0.132,5,1,31.4
72053,102844,"TGS320Z202",418,49.92654166666666,-28.864138888888885,19.43,19.36,0.1307,4,1,6.6
72015,102804,"TGS321Z233",418,49.98004166666666,-28.831472222222217,18.28,18.219,0.0647,4,3,9.1
71984,102770,"TGS320Z168",418,50.054874999999996,-28.82508333333333,17.694,17.638,0.0878,5,1,21.6
72014,102803,"TGS320Z183",418,49.98620833333332,-28.822166666666664,19.006,18.947,0.1377,4,1,16.2
72026,102816,"TGS321Z235",418,49.96533333333333,-28.788999999999994,18.208,18.15,0.1236,4,1,12.9
72095,102890,"TGS320Z217",418,49.814833333333326,-28.78769444444444,16.237,16.157,0.0437,5,1,40.6
72107,102905,"TGS319Z195",418,49.77349999999999,-28.80647222222222,19.114,19.032,0.1863,5,1,14.8
72079,102873,"TGS319Z184",418,49.83508333333333,-28.787527777777775,18.963,18.884,0.1875,4,1,6.4
72038,102828,"TGS321Z236",418,49.939541666666656,-28.767361111111107,18.792,18.734,0.1545,5,1,19.9
72013,102802,"TGS321Z232",418,49.976749999999996,-28.72344444444444,19.298,19.243,0.1316,5,1,16.9
72025,102815,"TGS321Z234",418,49.95595833333333,-28.720249999999997,18.383,18.327,0.1581,4,1,18.9
71911,102692,"TGS320Z145",418,50.269999999999996,-28.965472222222218,19.168,19.111,0.1672,5,1,10.4
71923,102705,"TGS321Z213",418,50.23924999999999,-28.887999999999995,17.994,17.937,0.1063,5,1,18.2
71915,102697,"TGS321Z210",418,50.259249999999994,-28.824555555555552,18.909,18.847,0.233,3,3,14.9
71874,102650,"TGS320Z129",418,50.36724999999999,-28.860499999999995,19.168,19.106,0.106,4,1,15.1
71884,102660,"TGS320Z134",418,50.35337499999999,-28.826805555555552,18.984,18.922,-3.0E-4,5,1,28.1
71868,102643,"TGS321Z206",418,50.40208333333332,-28.76180555555555,17.873,17.813,0.1217,4,1,51.3
71867,102642,"TGS320Z126",418,50.39791666666666,-28.757055555555553,19.43,19.37,0.1201,4,1,16.3
71883,102659,"TGS320Z133",418,50.34887499999999,-28.75983333333333,18.771,18.711,0.1218,5,1,23.1
71936,102718,"TGS321Z217",418,50.178083333333326,-28.86458333333333,18.856,18.801,0.1655,4,1,8.5
71914,102696,"TGS320Z148",418,50.24795833333333,-28.77766666666666,18.973,18.912,0.0,5,1,52.0
71929,102711,"TGS320Z153",418,50.216583333333325,-28.759611111111106,18.004,17.944,0.1897,5,1,24.2
71913,102695,"TGS320Z147",418,50.252958333333325,-28.743499999999997,18.76,18.7,0.1069,5,1,27.7
71890,102667,"TGS320Z136",418,50.34199999999999,-28.70022222222222,18.941,18.884,0.1203,5,1,24.6
71905,102686,"TGS321Z209",418,50.296749999999996,-28.71758333333333,18.931,18.873,,1,3,4.7
71922,102704,"TGS321Z212",418,50.23149999999999,-28.72244444444444,19.016,18.957,0.2347,5,1,22.6
71921,102703,"TGS321Z211",418,50.24199999999999,-28.707611111111106,18.341,18.282,0.1901,3,1,3.2
71928,102710,"TGS320Z152",418,50.203374999999994,-28.699499999999997,19.277,19.217,0.1985,4,1,9.5
71844,102617,"TGS320Z119",418,50.475958333333324,-28.764944444444442,18.208,18.145,0.1908,3,1,8.7
71840,102611,"TGS320Z118",418,50.49791666666666,-28.724499999999995,19.244,19.182,0.1512,4,1,24.1
71853,102626,"TGS321Z202",418,50.46479166666666,-28.722861111111108,19.211,19.15,0.1954,3,1,15.0
71829,102600,"TGS320Z115",418,50.525749999999995,-28.660888888888884,19.092,19.033,0.1857,4,1,14.2
71843,102616,"TGS321Z200",418,50.48654166666666,-28.651666666666664,18.845,18.786,0.1932,3,1,15.6
71839,102610,"TGS321Z197",418,50.50179166666666,-28.641999999999996,19.124,19.065,0.1893,3,1,16.6
71818,102587,"TGS320Z113",418,50.560041666666656,-28.59172222222222,18.014,17.957,0.1907,5,1,25.3
71882,102658,"TGS320Z132",418,50.349374999999995,-28.685499999999998,18.29,18.232,0.1197,5,1,28.6
71864,102638,"TGS321Z205",418,50.421833333333325,-28.544916666666662,19.049,18.986,0.1091,4,1,22.0
71856,102629,"TGS320Z123",418,50.447333333333326,-28.510722222222217,19.114,19.051,-3.0E-4,4,1,25.7
71863,102637,"TGS320Z125",418,50.43216666666666,-28.49497222222222,18.995,18.931,0.1574,4,1,10.8
71954,102737,"TGS320Z162",418,50.14637499999999,-28.662472222222217,18.739,18.679,0.0295,4,1,8.2
71941,102723,"TGS320Z158",418,50.18045833333333,-28.63444444444444,19.092,19.03,0.1372,5,1,22.3
71965,102750,"TGS320Z164",418,50.11204166666666,-28.64358333333333,19.135,19.076,0.1324,5,1,13.5
71940,102722,"TGS320Z157",418,50.181124999999994,-28.60497222222222,18.085,18.022,0.0602,5,1,23.9
71953,102735,"TGS321Z221",418,50.15924999999999,-28.602277777777775,18.136,18.073,0.1354,3,1,9.1
71996,102784,"TGS321Z229",418,50.029708333333325,-28.652166666666663,18.065,18.007,0.1244,3,1,12.7
71995,102783,"TGS321Z228",418,50.026333333333326,-28.61505555555555,19.298,19.239,0.2401,3,1,5.4
72012,102801,"TGS321Z231",418,49.987583333333326,-28.61447222222222,18.781,18.722,0.1247,5,1,25.0
72005,102793,"TGS320Z178",418,50.015833333333326,-28.55741666666666,18.249,18.187,0.0433,4,1,5.7
71975,102760,"TGS320Z166",418,50.08516666666666,-28.521055555555552,19.309,19.246,0.2814,4,1,11.3
71974,102759,"TGS321Z226",418,50.10437499999999,-28.515499999999996,17.026,16.961,0.0494,3,1,12.7
71983,102769,"TGS320Z167",418,50.06983333333333,-28.509638888888883,18.931,18.866,0.0298,4,2,6.8
71973,102758,"TGS320Z165",418,50.09349999999999,-28.471638888888886,17.216,17.149,0.1168,3,1,15.9
71899,102678,"TGS320Z141",418,50.313958333333325,-28.57711111111111,18.238,18.173,0.1147,5,1,15.7
71927,102709,"TGS321Z214",418,50.20987499999999,-28.56894444444444,18.697,18.631,0.1992,4,1,20.5
71935,102717,"TGS320Z155",418,50.19629166666666,-28.53797222222222,18.57,18.504,0.1956,4,1,17.4
71881,102657,"TGS320Z131",418,50.366499999999995,-28.499388888888884,18.28,18.214,0.1104,5,1,25.1
71934,102716,"TGS321Z216",418,50.201583333333325,-28.511666666666663,18.728,18.661,0.2032,3,1,10.1
71926,102708,"TGS320Z151",418,50.21487499999999,-28.47858333333333,19.157,19.088,0.1203,4,2,9.5
71933,102715,"TGS320Z154",418,50.20470833333333,-28.474999999999994,18.177,18.109,0.1133,3,1,7.4
71925,102707,"TGS320Z150",418,50.21858333333333,-28.444916666666664,18.106,18.037,0.113,5,1,25.0
71960,102745,"TGS320Z163",418,50.12575,-28.488194444444442,19.309,19.244,,1,2,5.1
71952,102734,"TGS321Z220",418,50.16579166666666,-28.45391666666666,17.197,17.13,0.1201,4,1,17.2
71939,102721,"TGS320Z156",418,50.18699999999999,-28.439472222222218,19.038,18.971,0.1104,4,1,15.5
71951,102733,"TGS321Z219",418,50.163124999999994,-28.413111111111107,19.408,19.341,0.1577,3,1,6.8
71932,102714,"TGS321Z215",418,50.19241666666666,-28.39291666666666,19.386,19.32,0.1703,2,1,3.2
71898,102677,"TGS320Z140",418,50.314874999999994,-28.407277777777775,19.441,19.374,0.1586,5,1,18.1
71904,102684,"TGS242Z196",418,50.30749999999999,-28.39291666666666,17.753,17.687,0.1584,5,1,17.3
71903,102683,"TGS320Z143",418,50.299499999999995,-28.378972222222217,19.364,19.299,0.1627,3,2,6.5
72174,102978,"TGS320Z240",418,49.55891666666666,-28.89516666666666,18.92,18.854,0.1882,4,1,12.6
72173,102977,"TGS319Z209",418,49.563874999999996,-28.886888888888883,19.222,19.156,0.1866,5,1,17.8
72133,102933,"TGS320Z227",418,49.694333333333326,-28.825499999999995,18.456,18.379,0.0655,4,1,10.1
72181,102986,"TGS319Z212",418,49.554874999999996,-28.70605555555555,18.941,18.873,0.1379,5,2,19.3
72094,102889,"TGS319Z189",418,49.80958333333333,-28.71494444444444,19.386,19.317,0.159,4,1,19.4
72101,102897,"TGS320Z219",418,49.78779166666666,-28.705027777777772,18.75,18.68,0.1327,4,2,8.6
72100,102896,"TGS319Z191",418,49.79316666666666,-28.677416666666662,19.43,19.364,0.1779,5,1,12.9
72125,102924,"TGS320Z224",418,49.71254166666666,-28.69647222222222,19.168,19.099,0.1496,5,1,20.6
72093,102888,"TGS320Z216",418,49.80933333333333,-28.690388888888886,18.877,18.81,0.1587,5,1,24.6
72092,102887,"TGS319Z188",418,49.816958333333325,-28.682083333333328,17.274,17.208,0.0653,5,1,41.5
72091,102886,"TGS319Z187",418,49.81283333333332,-28.660638888888887,18.984,18.921,0.0674,5,2,9.9
72059,102850,"TGS320Z203",418,49.89770833333333,-28.61541666666666,18.414,18.355,0.044,4,1,15.3
72106,102903,"TGS319Z193",418,49.78874999999999,-28.65183333333333,17.773,17.711,0.0649,5,1,28.9
72090,102885,"TGS319Z186",418,49.82487499999999,-28.59316666666666,19.331,19.274,0.1583,5,1,16.1
72138,102939,"TGS319Z201",418,49.66899999999999,-28.611111111111107,18.728,18.665,0.121,5,2,15.5
72147,102948,"TGS319Z202",418,49.65624999999999,-28.599999999999994,18.771,18.706,0.1584,4,1,11.6
72137,102937,"TGS320Z230",418,49.668124999999996,-28.587416666666662,19.2,19.137,0.1323,5,1,24.1
72188,102993,"TGS319Z216",418,49.536333333333324,-28.603166666666663,19.309,19.234,0.1056,5,1,16.7
72205,103011,"TGS319Z218",418,49.46491666666666,-28.539361111111106,19.157,19.075,0.1891,4,1,15.3
72180,102985,"TGS320Z242",418,49.545333333333325,-28.60533333333333,17.964,17.889,0.1057,5,1,27.1
72187,102992,"TGS319Z215",418,49.53158333333332,-28.58694444444444,19.222,19.145,0.1306,5,1,15.4
72172,102976,"TGS319Z208",418,49.56891666666666,-28.563527777777775,18.311,18.235,0.1326,5,1,25.1
72171,102975,"TGS319Z207",418,49.57854166666666,-28.541972222222217,18.803,18.728,0.1149,4,2,9.7
72169,102972,"TGS319Z206",418,49.60441666666666,-28.52644444444444,18.075,18.002,0.1154,5,1,32.7
72168,102971,"TGS319Z205",418,49.59437499999999,-28.50519444444444,19.342,19.268,0.1801,4,1,7.3
72146,102947,"TGS241Z176",418,49.658624999999994,-28.48855555555555,17.984,17.915,0.1151,5,2,11.2
72167,102970,"TGS320Z239",418,49.59766666666666,-28.456361111111107,17.903,17.831,0.0429,5,1,15.6
72197,103003,"TGS320Z245",418,49.49929166666666,-28.50455555555555,19.342,19.261,0.1873,4,1,14.7
72186,102991,"TGS319Z214",418,49.53216666666666,-28.489749999999997,19.179,19.1,0.1375,4,1,13.0
72185,102990,"TGS320Z244",418,49.540124999999996,-28.46319444444444,17.312,17.234,0.0429,5,1,27.3
72179,102984,"TGS319Z211",418,49.55004166666666,-28.443111111111108,16.452,16.376,0.0438,5,1,64.9
72211,103017,"TGS241Z196",418,49.45833333333333,-28.447555555555553,18.445,18.363,0.1297,5,1,26.5
72204,103010,"TGS241Z193",418,49.470499999999994,-28.42905555555555,18.508,18.427,0.0444,5,1,19.7
72210,103016,"TGS319Z220",418,49.462333333333326,-28.415777777777773,18.3,18.22,0.086,4,1,13.8
72178,102983,"TGS320Z241",418,49.56099999999999,-28.440611111111107,18.803,18.728,0.0447,5,1,13.0
72184,102989,"TGS320Z243",418,49.535,-28.39522222222222,18.909,18.832,0.0447,5,2,10.9
72194,102999,"TGS241Z188",418,49.52216666666666,-28.393777777777775,17.007,16.929,0.0436,5,1,20.1
72177,102982,"TGS241Z185",418,49.55808333333333,-28.382638888888884,18.024,17.949,0.1245,5,1,21.7
72170,102974,"TGS241Z183",418,49.57554166666666,-28.344999999999995,18.57,18.495,0.0056,4,2,6.3
72037,102827,"TGS320Z194",418,49.95029166666666,-28.59758333333333,18.824,18.764,0.2291,4,2,5.6
72052,102843,"TGS320Z201",418,49.92404166666666,-28.564999999999998,18.739,18.678,0.1384,5,1,22.5
72024,102813,"TGS320Z188",418,49.97283333333333,-28.56408333333333,18.404,18.342,0.1234,5,1,29.8
72011,102800,"TGS320Z182",418,49.988749999999996,-28.526416666666663,19.2,19.137,0.1232,4,1,15.6
72051,102842,"TGS320Z200",418,49.93599999999999,-28.481277777777773,17.974,17.91,0.1238,5,1,28.7
71994,102782,"TGS320Z175",418,50.035124999999994,-28.518749999999997,18.824,18.76,0.1332,4,1,15.0
72023,102812,"TGS320Z187",418,49.97849999999999,-28.507861111111108,18.414,18.35,0.1204,5,1,16.8
71993,102780,"TGS320Z173",418,50.03491666666666,-28.46447222222222,19.168,19.1,0.1103,4,1,12.7
71988,102774,"TGS320Z171",418,50.050708333333326,-28.43869444444444,18.352,18.282,0.1127,5,1,27.0
72050,102841,"TGS320Z199",418,49.93220833333333,-28.467888888888886,19.266,19.202,0.124,4,1,7.9
72010,102799,"TGS241Z131",418,49.98404166666666,-28.420027777777772,17.644,17.577,0.1146,4,1,12.1
72009,102798,"TGS320Z181",418,49.99408333333333,-28.403083333333328,18.995,18.927,0.114,4,1,10.9
72089,102883,"TGS320Z214",418,49.828875,-28.524916666666662,19.222,19.163,0.0697,4,1,12.6
72088,102882,"TGS320Z213",418,49.81966666666666,-28.493888888888886,18.311,18.25,0.0678,4,1,12.2
72072,102864,"TGS241Z152",418,49.862083333333324,-28.43505555555555,17.283,17.221,0.0492,4,1,13.4
72105,102902,"TGS241Z161",418,49.793833333333325,-28.43391666666666,19.049,18.988,0.0699,2,3,5.5
72087,102881,"TGS241Z156",418,49.818458333333325,-28.423555555555552,18.218,18.156,0.1339,5,1,14.3
72036,102826,"TGS320Z193",418,49.94874999999999,-28.43269444444444,19.222,19.157,0.0691,4,2,5.2
72035,102825,"TGS320Z192",418,49.945583333333325,-28.403777777777773,19.092,19.027,0.1232,3,1,12.6
72022,102811,"TGS241Z135",418,49.97962499999999,-28.401277777777775,17.39,17.323,0.1125,5,1,44.2
72021,102810,"TGS320Z186",418,49.98237499999999,-28.37444444444444,19.222,19.154,0.11,4,1,12.6
72034,102824,"TGS320Z191",418,49.95391666666666,-28.377138888888886,19.114,19.048,0.1227,4,1,9.7
72058,102849,"TGS241Z145",418,49.91729166666666,-28.35480555555555,17.556,17.491,0.113,4,1,16.4
72049,102840,"TGS320Z198",418,49.938333333333325,-28.34969444444444,19.266,19.201,0.1129,4,1,11.4
72057,102848,"TGS241Z144",418,49.91354166666666,-28.322666666666663,18.941,18.877,0.0486,4,1,8.1
72048,102839,"TGS320Z197",418,49.941374999999994,-28.31358333333333,19.364,19.299,0.1239,4,2,6.8
71987,102773,"TGS320Z170",418,50.06137499999999,-28.389916666666664,18.445,18.373,0.1795,4,1,10.7
71938,102720,"TGS242Z204",418,50.17745833333333,-28.34586111111111,18.877,18.811,0.1095,4,2,5.8
72004,102792,"TGS241Z129",418,50.019208333333324,-28.31744444444444,17.843,17.773,0.117,4,1,17.3
71992,102779,"TGS242Z213",418,50.02912499999999,-28.277972222222218,18.909,18.839,0.117,5,1,18.8
72033,102823,"TGS320Z190",418,49.947708333333324,-28.30572222222222,18.676,18.61,0.124,5,2,10.8
72020,102809,"TGS320Z185",418,49.97866666666666,-28.275388888888884,18.414,18.346,0.1178,4,1,15.6
72019,102808,"TGS320Z184",418,49.982833333333325,-28.26997222222222,19.441,19.373,0.1178,4,1,7.2
71972,102757,"TGS241Z117",418,50.095124999999996,-28.268749999999997,19.222,19.149,0.1188,3,2,8.5
71950,102732,"TGS320Z161",418,50.154624999999996,-28.218222222222217,19.43,19.356,0.1497,4,1,12.7
71959,102744,"TGS241Z110",418,50.13604166666666,-28.198138888888884,19.038,18.964,0.1193,4,1,11.0
71982,102768,"TGS241Z123",418,50.08029166666666,-28.19105555555555,19.266,19.194,0.1675,4,2,8.6
71986,102772,"TGS242Z211",418,50.05483333333333,-28.18519444444444,18.92,18.851,0.0696,5,1,12.8
71964,102749,"TGS242Z209",418,50.12024999999999,-28.159833333333328,19.211,19.139,0.1989,4,1,11.4
71971,102756,"TGS241Z116",418,50.104208333333325,-28.150749999999995,19.103,19.032,0.2431,3,1,12.9
72111,102910,"TGS241Z166",418,49.76541666666666,-28.40022222222222,19.441,19.38,0.1346,4,1,9.8
72119,102918,"TGS320Z221",418,49.73695833333333,-28.42255555555555,18.075,18.014,0.0445,4,1,9.9
72078,102872,"TGS320Z210",418,49.846374999999995,-28.351777777777773,18.654,18.591,0.1137,5,1,26.9
72086,102880,"TGS320Z212",418,49.822083333333325,-28.354555555555553,19.309,19.246,0.238,3,1,11.4
72071,102863,"TGS320Z207",418,49.86158333333333,-28.333361111111106,18.126,18.061,0.1129,4,1,15.6
72067,102858,"TGS241Z150",418,49.88704166666666,-28.31069444444444,19.233,19.169,0.2019,4,1,12.8
72118,102917,"TGS241Z170",418,49.75037499999999,-28.21683333333333,17.674,17.604,0.0692,5,1,19.4
72104,102900,"TGS241Z160",418,49.78945833333333,-28.227583333333328,18.539,18.471,0.1062,5,1,15.5
72031,102821,"TGS242Z217",418,49.95958333333333,-28.245611111111106,17.409,17.345,0.0872,5,1,21.0
72032,102822,"TGS241Z139",418,49.94916666666666,-28.25380555555555,18.984,18.92,0.0871,5,2,10.2
72066,102857,"TGS320Z205",418,49.89754166666666,-28.240555555555552,19.397,19.337,0.1378,5,1,13.9
72008,102797,"TGS320Z180",418,49.994249999999994,-28.192111111111107,17.743,17.679,0.1063,4,1,10.6
72030,102820,"TGS241Z138",418,49.94812499999999,-28.195472222222218,19.006,18.944,0.1197,5,2,10.3
72047,102837,"TGS241Z142",418,49.94083333333332,-28.143527777777773,18.116,18.05,0.1191,5,1,27.0
72085,102879,"TGS242Z227",418,49.83116666666666,-28.12555555555555,18.963,18.895,0.1394,4,1,6.8
72084,102878,"TGS242Z226",418,49.83212499999999,-28.10708333333333,18.984,18.915,0.1168,5,1,17.3
72077,102871,"TGS320Z209",418,49.86212499999999,-28.09119444444444,19.43,19.362,0.1906,3,2,2.9
72083,102877,"TGS320Z211",418,49.83779166666666,-28.054527777777775,19.2,19.134,0.1182,4,1,14.3
72046,102836,"TGS242Z219",418,49.93341666666666,-28.05233333333333,16.866,16.8,0.0644,5,1,17.4
72029,102819,"TGS241Z137",418,49.96962499999999,-28.05861111111111,19.114,19.048,-2.0E-4,5,1,24.3
72018,102807,"TGS241Z134",418,49.98745833333333,-28.020027777777774,18.813,18.75,0.1892,4,1,8.2
72045,102835,"TGS320Z196",418,49.93274999999999,-28.042138888888886,18.466,18.401,0.1197,4,1,15.8
