recno,SeqNum,Name,UKST,RAJ2000,DEJ2000,Bjmag,Bjsel,z,q_z,n_z,SNR
73344,104373,"TGS400Z156",418,51.12720833333333,-30.643416666666663,19.016,18.974,0.1375,5,1,29.0
73322,104350,"TGS400Z141",418,51.20304166666666,-30.61961111111111,18.781,18.73,0.1192,4,1,20.2
73312,104339,"TGS400Z137",418,51.21574999999999,-30.60680555555555,18.888,18.835,0.1189,5,1,20.3
73343,104372,"TGS400Z155",418,51.14462499999999,-30.59522222222222,19.07,19.023,0.1472,3,1,2.4
73394,104429,"TGS399Z072",418,50.91108333333332,-30.512999999999995,19.353,19.306,0.1368,4,2,9.9
73390,104423,"TGS399Z071",418,50.94970833333333,-30.499138888888886,18.157,18.111,0.0306,4,2,7.3
73402,104438,"TGS399Z074",418,50.89258333333333,-30.430111111111106,17.12,17.072,0.0443,5,2,10.8
73376,104408,"TGS400Z179",418,51.00283333333333,-30.397777777777772,18.623,18.578,0.0587,4,1,10.8
73415,104451,"TGS400Z199",418,50.81816666666666,-30.443805555555553,18.508,18.458,0.1264,4,2,13.8
73414,104450,"TGS399Z077",418,50.822083333333325,-30.40819444444444,19.277,19.228,0.203,4,1,8.9
73410,104446,"TGS399Z076",418,50.846124999999994,-30.382861111111108,19.342,19.294,0.204,4,1,8.2
73408,104444,"TGS400Z196",418,50.843999999999994,-30.33097222222222,18.92,18.873,0.1323,4,1,10.5
73409,104445,"TGS400Z197",418,50.85366666666666,-30.332138888888885,17.438,17.391,0.0579,4,1,9.7
73427,104464,"TGS399Z079",418,50.752083333333324,-30.341277777777773,18.497,18.453,0.1932,3,1,3.9
73432,104469,"TGS399Z081",418,50.73066666666666,-30.31555555555555,18.76,18.717,0.0671,4,2,15.5
73431,104468,"TGS399Z080",418,50.74616666666666,-30.305888888888884,18.866,18.823,0.0669,4,2,4.2
73436,104473,"TGS400Z208",418,50.721624999999996,-30.303777777777775,19.375,19.333,0.1281,4,1,14.2
73407,104443,"TGS399Z075",418,50.838833333333326,-30.292972222222218,19.364,19.319,0.177,4,1,16.0
73426,104463,"TGS399Z078",418,50.75908333333333,-30.215027777777774,19.06,19.013,0.1773,5,1,16.8
73467,104505,"TGS399Z096",418,50.569083333333325,-30.32872222222222,18.813,18.766,0.1948,4,1,11.5
73479,104518,"TGS399Z102",418,50.525999999999996,-30.296499999999995,19.255,19.206,0.2222,4,1,10.9
73476,104514,"TGS400Z223",418,50.553708333333326,-30.26986111111111,18.856,18.809,0.1331,4,2,8.4
73435,104472,"TGS399Z083",418,50.710499999999996,-30.252666666666663,18.866,18.824,0.1362,4,2,9.2
73430,104467,"TGS400Z206",418,50.75579166666666,-30.131472222222218,16.643,16.593,0.0581,4,1,8.8
73434,104471,"TGS399Z082",418,50.71408333333333,-30.12794444444444,19.168,19.118,0.106,4,1,9.1
73475,104513,"TGS400Z222",418,50.54962499999999,-30.23936111111111,18.856,18.81,0.1365,4,1,4.6
73483,104522,"TGS399Z105",418,50.516749999999995,-30.23297222222222,18.899,18.852,0.0737,4,2,7.5
73456,104493,"TGS400Z214",418,50.60649999999999,-30.18158333333333,17.37,17.324,0.0671,5,1,16.0
73482,104521,"TGS399Z104",418,50.51854166666666,-30.115277777777774,18.909,18.859,-2.0E-4,4,1,3.3
73455,104492,"TGS400Z213",418,50.61616666666666,-30.132055555555553,19.386,19.338,1.0E-4,5,1,16.7
73461,104499,"TGS399Z094",418,50.59537499999999,-30.108388888888886,18.941,18.893,0.1922,4,1,4.6
73474,104512,"TGS400Z221",418,50.56558333333333,-30.060833333333328,19.353,19.301,0.2395,2,3,1.0
73451,104488,"TGS399Z088",418,50.633374999999994,-30.03869444444444,19.146,19.093,0.1383,4,1,7.9
73460,104498,"TGS399Z093",418,50.593624999999996,-30.047249999999995,17.713,17.661,0.0584,5,1,31.8
72443,103423,"TGS402Z152",418,54.01441666666666,-30.868555555555552,19.168,19.101,0.2699,5,1,14.1
72436,103415,"TGS402Z145",418,54.04116666666666,-30.83319444444444,19.092,19.025,0.1001,4,2,6.0
72399,103373,"TGS402Z109",418,54.11608333333333,-30.81883333333333,19.038,18.967,0.2037,4,1,12.3
72426,103404,"TGS402Z134",418,54.06412499999999,-30.782999999999994,18.095,18.028,0.1162,5,1,26.6
74088,105313,"TGS401Z296",418,53.080749999999995,-31.04691666666666,18.29,18.221,0.1233,5,1,37.7
74087,105312,"TGS401Z295",418,53.08274999999999,-31.04380555555555,19.255,19.186,0.1234,4,1,6.3
72875,103886,"TGS402Z297",418,52.971374999999995,-31.005722222222218,18.963,18.898,0.1277,4,2,7.0
72874,103885,"TGS402Z296",418,52.986749999999994,-30.985305555555552,18.549,18.485,0.1749,4,1,11.6
74131,105358,"TGS401Z305",418,52.86695833333333,-31.06544444444444,17.187,17.119,0.1058,4,1,14.5
72925,103939,"TGS401Z169",418,52.83987499999999,-30.975611111111107,18.466,18.396,0.1065,4,1,11.5
74126,105353,"TGS401Z304",418,52.89495833333333,-31.017527777777772,18.92,18.854,0.1403,4,1,11.4
72910,103923,"TGS401Z164",418,52.90479166666666,-31.001888888888885,18.899,18.832,0.1284,3,3,5.3
74152,105382,"TGS401Z311",418,52.69083333333332,-31.049361111111107,18.341,18.27,0.1249,5,1,21.9
74149,105378,"TGS401Z309",418,52.73254166666666,-31.009361111111108,19.049,18.977,0.1528,5,1,13.4
72980,103996,"TGS401Z195",418,52.71683333333333,-30.973722222222218,17.933,17.862,0.1252,5,1,38.2
72964,103980,"TGS401Z186",418,52.756874999999994,-30.93894444444444,19.06,18.986,0.1628,3,2,1.9
72998,104016,"TGS401Z204",418,52.685041666666656,-30.970861111111105,18.393,18.323,0.1066,4,1,11.8
72924,103938,"TGS402Z309",418,52.843083333333325,-30.91305555555555,17.793,17.72,0.0473,4,1,7.1
72963,103979,"TGS402Z316",418,52.77091666666666,-30.84655555555555,19.114,19.04,0.1395,2,2,1.2
72613,103603,"TGS401Z046",418,53.55208333333333,-30.978638888888884,17.853,17.794,0.0656,4,1,19.5
72612,103602,"TGS402Z228",418,53.557083333333324,-30.958833333333327,18.591,18.531,-1.0E-4,5,1,32.3
72583,103569,"TGS401Z030",418,53.61120833333332,-30.944777777777773,19.386,19.322,0.1641,4,1,7.0
74054,105278,"TGS401Z281",418,53.241749999999996,-31.029222222222216,18.718,18.66,0.2304,4,1,5.6
74074,105298,"TGS401Z288",418,53.13983333333333,-31.01508333333333,18.899,18.836,1.0E-4,5,1,35.7
74073,105297,"TGS401Z287",418,53.140874999999994,-30.997138888888884,19.157,19.097,0.1742,5,1,28.6
72650,103642,"TGS401Z064",418,53.46820833333332,-30.982999999999997,18.75,18.69,0.1739,2,1,8.1
72622,103612,"TGS401Z049",418,53.52570833333333,-30.927888888888884,18.208,18.148,0.068,5,1,24.4
72636,103626,"TGS401Z059",418,53.508666666666656,-30.924499999999995,17.694,17.634,0.0675,5,1,15.3
72635,103625,"TGS401Z058",418,53.50929166666666,-30.879749999999994,18.984,18.926,1.0E-4,4,1,8.0
72634,103624,"TGS401Z057",418,53.516791666666656,-30.821611111111107,19.309,19.251,0.0377,4,1,12.7
72698,103697,"TGS401Z089",418,53.36987499999999,-30.910999999999994,19.027,18.971,0.1421,5,1,9.0
72706,103708,"TGS402Z256",418,53.33704166666666,-30.899611111111106,19.135,19.081,0.1269,4,2,8.6
72730,103733,"TGS401Z100",418,53.29583333333333,-30.839777777777773,19.397,19.341,0.175,4,2,10.8
72688,103684,"TGS402Z252",418,53.371624999999995,-30.832972222222217,19.309,19.253,0.0,5,1,33.4
72659,103652,"TGS401Z070",418,53.442833333333326,-30.84258333333333,18.813,18.756,0.1064,3,1,10.6
72503,103486,"TGS401Z006",418,53.84145833333333,-30.930861111111106,19.408,19.334,0.0716,4,3,4.9
72511,103494,"TGS401Z010",418,53.82458333333333,-30.918666666666663,17.226,17.154,0.0687,4,1,14.4
72523,103507,"TGS401Z013",418,53.79274999999999,-30.939361111111108,19.146,19.074,,1,2,5.3
72522,103506,"TGS402Z196",418,53.787749999999996,-30.875666666666664,19.211,19.144,0.1682,3,1,6.7
72498,103480,"TGS401Z004",418,53.86179166666666,-30.885611111111107,19.168,19.098,,1,2,2.7
72497,103479,"TGS402Z186",418,53.87812499999999,-30.88005555555555,19.016,18.947,0.1061,4,1,15.5
72487,103469,"TGS402Z179",418,53.892958333333326,-30.86819444444444,19.375,19.308,0.1304,5,1,25.5
72502,103485,"TGS402Z188",418,53.853624999999994,-30.878472222222218,18.414,18.345,0.1057,5,1,35.9
72563,103548,"TGS401Z023",418,53.680499999999995,-30.888611111111107,18.065,17.993,0.1281,3,1,9.2
72576,103562,"TGS402Z214",418,53.64070833333333,-30.849361111111108,19.375,19.305,0.1266,5,1,16.9
72569,103555,"TGS401Z026",418,53.66295833333333,-30.828388888888885,18.341,18.272,0.1276,4,1,5.5
72510,103493,"TGS401Z009",418,53.830458333333326,-30.802527777777772,19.277,19.212,,1,1,2.9
72546,103530,"TGS401Z017",418,53.72841666666666,-30.804999999999996,18.707,18.642,0.1663,4,1,9.6
72534,103518,"TGS402Z203",418,53.75391666666666,-30.738583333333327,19.441,19.377,0.1287,3,1,4.6
72473,103455,"TGS402Z173",418,53.92941666666666,-30.82505555555555,18.824,18.761,0.1329,4,1,16.3
72458,103440,"TGS402Z165",418,53.96641666666666,-30.807527777777775,19.06,18.997,0.1313,4,1,8.7
72442,103422,"TGS402Z151",418,54.01783333333333,-30.674138888888884,19.07,19.006,0.1165,4,1,20.7
72415,103393,"TGS402Z128",418,54.07429166666666,-30.655861111111108,18.707,18.643,0.1161,4,1,13.6
72425,103403,"TGS402Z133",418,54.067499999999995,-30.63319444444444,18.899,18.835,,1,2,0.0
72496,103478,"TGS402Z185",418,53.866583333333324,-30.766138888888886,19.103,19.038,,1,2,1.7
72457,103439,"TGS402Z164",418,53.96254166666666,-30.61297222222222,19.157,19.094,0.1737,4,1,18.2
72435,103414,"TGS402Z144",418,54.02679166666666,-30.609916666666663,18.633,18.571,-5.0E-4,5,1,25.7
72480,103462,"TGS401Z002",418,53.915208333333325,-30.62219444444444,16.607,16.542,0.0371,4,1,16.3
72479,103461,"TGS402Z175",418,53.89787499999999,-30.60255555555555,19.386,19.32,,1,2,6.6
72575,103561,"TGS401Z028",418,53.63112499999999,-30.814749999999997,18.739,18.67,0.131,4,1,7.0
72582,103568,"TGS402Z217",418,53.60504166666666,-30.818166666666663,18.792,18.724,0.1292,4,1,8.0
72595,103582,"TGS402Z221",418,53.59933333333333,-30.804555555555552,17.007,16.938,0.1277,5,1,41.0
72602,103590,"TGS401Z039",418,53.56179166666666,-30.798666666666662,18.963,18.898,0.128,4,1,9.0
72601,103589,"TGS402Z223",418,53.571708333333326,-30.765527777777773,18.476,18.408,0.1276,3,1,10.1
72594,103580,"TGS402Z220",418,53.58145833333332,-30.725805555555553,19.408,19.341,0.1267,4,1,15.8
72621,103611,"TGS402Z230",418,53.52570833333333,-30.755472222222217,18.931,18.87,0.1269,4,1,11.8
72611,103599,"TGS401Z045",418,53.54491666666666,-30.711861111111105,18.718,18.655,0.1279,4,1,10.3
72620,103610,"TGS401Z048",418,53.52824999999999,-30.658805555555553,18.665,18.602,0.1696,4,1,6.5
72574,103560,"TGS401Z027",418,53.623124999999995,-30.64883333333333,19.146,19.079,0.2726,4,1,7.6
72562,103547,"TGS402Z211",418,53.68641666666666,-30.613249999999997,17.36,17.293,0.0718,5,1,50.4
72610,103598,"TGS401Z044",418,53.559124999999995,-30.63022222222222,19.103,19.039,0.1764,2,3,8.2
72593,103579,"TGS402Z219",418,53.58154166666666,-30.56180555555555,18.909,18.846,0.1752,4,3,10.2
72509,103492,"TGS401Z008",418,53.81916666666666,-30.537166666666664,18.845,18.783,0.1612,4,1,6.2
72561,103546,"TGS402Z210",418,53.68479166666666,-30.58480555555555,17.546,17.479,0.0718,5,1,44.6
72560,103545,"TGS401Z022",418,53.67337499999999,-30.553055555555552,18.781,18.716,0.1302,4,2,7.4
72559,103544,"TGS401Z021",418,53.68466666666666,-30.52230555555555,18.197,18.134,0.065,4,1,14.6
72542,103526,"TGS402Z205",418,53.729749999999996,-30.424138888888884,18.792,18.739,0.1251,3,1,6.0
74081,105305,"TGS401Z291",418,53.097624999999994,-31.027499999999996,18.218,18.152,0.1236,5,1,16.3
72788,103796,"TGS401Z122",418,53.148374999999994,-30.955499999999997,18.644,18.589,0.149,5,1,22.3
72779,103786,"TGS401Z116",418,53.17679166666666,-30.85630555555555,18.707,18.645,0.1447,5,1,10.9
72778,103785,"TGS402Z276",418,53.168208333333325,-30.843499999999995,19.386,19.322,0.1544,4,1,9.1
72769,103775,"TGS401Z113",418,53.188333333333325,-30.835416666666664,19.287,19.224,0.145,5,1,6.9
72768,103774,"TGS401Z112",418,53.196208333333324,-30.81519444444444,18.487,18.422,0.1544,4,1,17.7
72777,103784,"TGS401Z115",418,53.17591666666666,-30.78433333333333,18.856,18.79,0.1489,3,3,4.5
72866,103877,"TGS401Z143",418,53.00370833333333,-30.917916666666663,19.287,19.225,0.2057,2,2,4.5
72801,103809,"TGS402Z281",418,53.12437499999999,-30.80344444444444,17.536,17.471,0.0646,5,1,21.3
72800,103808,"TGS402Z280",418,53.13529166666666,-30.78119444444444,17.226,17.16,0.1066,4,1,18.6
72799,103807,"TGS401Z125",418,53.121041666666656,-30.77319444444444,18.549,18.485,0.1463,5,1,28.2
72814,103822,"TGS401Z128",418,53.100333333333325,-30.784638888888885,17.813,17.749,0.0804,5,1,18.0
72856,103867,"TGS401Z137",418,53.02991666666666,-30.80283333333333,19.266,19.202,0.1758,5,1,10.2
72839,103849,"TGS402Z288",418,53.07158333333333,-30.74305555555555,16.894,16.83,0.0532,4,1,8.6
72749,103755,"TGS401Z103",418,53.23579166666666,-30.76858333333333,18.952,18.889,0.1284,5,1,13.2
72739,103743,"TGS402Z264",418,53.26504166666666,-30.74644444444444,19.441,19.381,0.1769,4,1,4.8
72680,103675,"TGS402Z249",418,53.39245833333332,-30.709388888888885,18.813,18.758,0.1215,4,1,8.7
72672,103667,"TGS401Z080",418,53.42124999999999,-30.68244444444444,18.973,18.915,0.2022,4,2,10.9
72679,103674,"TGS402Z248",418,53.399333333333324,-30.656249999999996,18.718,18.656,0.1779,5,1,25.5
72697,103696,"TGS401Z088",418,53.36812499999999,-30.637749999999997,19.419,19.356,0.1774,4,2,13.0
72716,103718,"TGS401Z097",418,53.31762499999999,-30.651666666666664,19.038,18.978,0.1869,4,1,9.4
72767,103773,"TGS402Z271",418,53.18629166666666,-30.73994444444444,19.038,18.972,0.1766,4,2,6.5
72776,103783,"TGS402Z275",418,53.16079166666666,-30.724361111111108,18.899,18.834,0.1068,5,2,12.2
72766,103772,"TGS401Z111",418,53.18633333333332,-30.720361111111107,18.581,18.516,0.1289,5,1,14.5
72765,103771,"TGS401Z110",418,53.18237499999999,-30.690638888888884,19.419,19.356,0.1542,4,1,10.5
72798,103806,"TGS402Z279",418,53.13345833333332,-30.727527777777773,18.644,18.58,0.1063,5,1,16.1
72787,103794,"TGS401Z120",418,53.13949999999999,-30.72094444444444,18.909,18.845,0.1054,4,1,26.8
72775,103782,"TGS402Z274",418,53.17066666666666,-30.673638888888885,18.466,18.404,0.1277,5,1,14.9
72774,103781,"TGS401Z114",418,53.17166666666666,-30.62141666666666,18.813,18.751,0.1065,5,1,12.6
72748,103754,"TGS402Z267",418,53.24099999999999,-30.656527777777775,19.342,19.282,0.1627,4,1,10.0
72729,103732,"TGS401Z099",418,53.28854166666666,-30.602055555555552,18.612,18.553,0.0594,4,2,7.3
72757,103763,"TGS401Z106",418,53.20341666666666,-30.630638888888885,18.508,18.447,0.1791,4,1,11.8
72738,103742,"TGS402Z263",418,53.26387499999999,-30.52297222222222,18.941,18.887,0.1536,4,2,7.2
72902,103915,"TGS401Z159",418,52.93891666666666,-30.824277777777773,19.408,19.342,0.2267,4,1,10.0
72885,103896,"TGS401Z148",418,52.95349999999999,-30.795027777777772,18.899,18.832,0.2342,5,1,11.7
72901,103914,"TGS402Z303",418,52.93529166666666,-30.73108333333333,19.092,19.024,0.1262,4,2,10.9
72909,103922,"TGS401Z163",418,52.91170833333332,-30.708527777777775,19.027,18.96,0.2263,5,1,10.8
72884,103895,"TGS401Z147",418,52.95141666666666,-30.69130555555555,19.244,19.178,0.2347,3,1,5.5
72900,103913,"TGS401Z158",418,52.94383333333332,-30.68344444444444,18.995,18.929,0.1064,4,1,3.8
72865,103876,"TGS402Z294",418,53.00829166666666,-30.63905555555555,19.103,19.041,0.1759,4,1,10.1
72938,103953,"TGS402Z311",418,52.82899999999999,-30.74808333333333,18.995,18.926,0.1255,4,2,6.3
72937,103952,"TGS401Z174",418,52.82466666666666,-30.745388888888886,18.952,18.883,0.1066,5,1,14.1
72950,103966,"TGS401Z178",418,52.811583333333324,-30.716638888888884,18.373,18.306,0.0744,4,1,12.4
72915,103928,"TGS402Z307",418,52.88691666666666,-30.673722222222217,18.899,18.833,0.1264,4,2,5.0
72919,103933,"TGS401Z168",418,52.87299999999999,-30.66708333333333,19.189,19.124,0.1757,4,1,8.3
72883,103894,"TGS401Z146",418,52.94749999999999,-30.64580555555555,18.697,18.632,0.1281,5,1,28.3
72899,103912,"TGS401Z157",418,52.931124999999994,-30.64222222222222,19.016,18.952,0.1286,3,3,5.0
72908,103921,"TGS401Z162",418,52.917624999999994,-30.632361111111106,19.397,19.332,0.13,5,1,20.4
72873,103884,"TGS402Z295",418,52.975958333333324,-30.61494444444444,17.477,17.415,0.0669,4,1,9.5
72898,103911,"TGS401Z156",418,52.93224999999999,-30.616416666666662,18.508,18.444,0.0169,2,1,6.7
72897,103910,"TGS401Z155",418,52.94341666666666,-30.612361111111106,18.941,18.878,0.1227,4,1,16.2
72896,103909,"TGS402Z302",418,52.94274999999999,-30.589166666666664,17.684,17.621,0.1254,4,1,13.1
72882,103893,"TGS402Z300",418,52.949749999999995,-30.58622222222222,18.888,18.825,0.132,5,1,17.1
72895,103908,"TGS401Z154",418,52.94183333333333,-30.57822222222222,18.456,18.393,0.1261,5,1,20.0
72881,103892,"TGS402Z299",418,52.948208333333326,-30.574555555555552,19.157,19.095,0.1283,4,1,11.1
72936,103951,"TGS401Z173",418,52.83954166666666,-30.605805555555552,18.835,18.77,0.1635,4,1,15.2
72913,103926,"TGS402Z306",418,52.88712499999999,-30.547111111111107,18.899,18.836,0.0473,2,2,2.6
72914,103927,"TGS401Z165",418,52.89187499999999,-30.544916666666662,16.866,16.804,0.0467,5,1,16.2
72907,103920,"TGS402Z305",418,52.913374999999995,-30.55255555555555,19.027,18.966,0.127,3,1,6.3
72894,103906,"TGS401Z152",418,52.92441666666666,-30.547249999999995,18.644,18.583,0.128,5,1,34.0
72786,103793,"TGS402Z278",418,53.15637499999999,-30.608499999999996,18.497,18.435,0.1784,5,1,17.2
72813,103821,"TGS401Z127",418,53.10770833333333,-30.595277777777774,18.404,18.342,0.1274,5,1,12.5
72855,103866,"TGS402Z292",418,53.02208333333333,-30.617277777777772,19.233,19.172,0.1236,4,2,6.5
72838,103848,"TGS401Z132",418,53.05679166666666,-30.575194444444442,18.845,18.785,0.1043,4,1,20.3
72756,103762,"TGS401Z105",418,53.20383333333333,-30.573861111111107,19.233,19.172,0.1537,5,2,9.8
72755,103761,"TGS402Z270",418,53.212333333333326,-30.55591666666666,19.364,19.304,0.176,4,1,11.6
72754,103760,"TGS402Z269",418,53.21820833333332,-30.500361111111108,18.845,18.788,0.1064,5,2,13.6
72753,103759,"TGS401Z104",418,53.21008333333332,-30.487999999999996,18.518,18.462,0.0671,5,2,13.5
72785,103792,"TGS401Z119",418,53.15591666666666,-30.497583333333328,18.045,17.986,0.106,4,1,10.7
72784,103791,"TGS402Z277",418,53.15179166666666,-30.493138888888886,18.995,18.937,0.1226,4,2,3.7
72880,103891,"TGS402Z298",418,52.953708333333324,-30.531916666666664,17.823,17.765,0.052,2,3,3.6
72872,103883,"TGS401Z145",418,52.97208333333332,-30.53458333333333,18.508,18.45,0.0579,4,1,19.2
72845,103856,"TGS401Z135",418,53.033958333333324,-30.46869444444444,18.781,18.73,0.1479,5,1,23.0
72797,103805,"TGS401Z124",418,53.120749999999994,-30.467361111111106,19.277,19.223,0.1625,4,1,16.7
72812,103820,"TGS402Z284",418,53.105416666666656,-30.47294444444444,18.146,18.092,0.0811,5,1,16.1
72796,103804,"TGS401Z123",418,53.12412499999999,-30.416583333333328,19.2,19.15,0.0829,5,1,13.0
72844,103855,"TGS401Z134",418,53.04254166666666,-30.459388888888885,18.931,18.88,0.1366,5,2,3.2
72843,103854,"TGS401Z133",418,53.03816666666666,-30.42566666666666,19.287,19.239,0.1042,5,1,18.6
72671,103666,"TGS401Z079",418,53.43162499999999,-30.665138888888883,19.135,19.075,0.2027,4,1,5.6
72633,103623,"TGS401Z056",418,53.504749999999994,-30.620333333333328,17.873,17.811,0.0581,4,1,27.8
72670,103665,"TGS401Z078",418,53.42504166666666,-30.596527777777773,18.623,18.558,0.1293,4,1,18.0
72687,103683,"TGS401Z084",418,53.37983333333332,-30.604111111111106,17.823,17.759,0.1275,5,1,25.2
72678,103673,"TGS402Z247",418,53.39170833333333,-30.57583333333333,17.409,17.347,0.0669,5,1,25.4
72658,103651,"TGS402Z239",418,53.44483333333333,-30.589666666666663,18.984,18.92,0.1694,5,1,21.4
72648,103638,"TGS402Z236",418,53.487041666666656,-30.551722222222217,18.899,18.838,0.2088,5,1,16.5
72632,103622,"TGS402Z231",418,53.49704166666666,-30.504999999999995,19.386,19.327,0.2102,4,1,17.4
72696,103695,"TGS402Z254",418,53.35141666666666,-30.57066666666666,18.941,18.882,0.2273,4,2,16.8
72647,103637,"TGS402Z235",418,53.48933333333333,-30.45755555555555,19.277,19.218,0.1794,4,1,16.1
72646,103636,"TGS401Z063",418,53.487916666666656,-30.432888888888886,19.027,18.969,0.1196,4,2,7.5
72677,103672,"TGS402Z246",418,53.40487499999999,-30.437777777777775,17.974,17.919,0.0651,4,1,13.1
72533,103517,"TGS401Z014",418,53.74799999999999,-30.362833333333327,18.877,18.824,0.1875,5,1,20.6
72541,103525,"TGS401Z015",418,53.73079166666666,-30.34644444444444,18.866,18.814,0.1878,4,1,13.3
72568,103554,"TGS402Z213",418,53.65924999999999,-30.313361111111107,18.739,18.686,0.0428,4,2,5.7
72645,103635,"TGS402Z234",418,53.48387499999999,-30.390277777777772,17.833,17.773,0.0652,5,1,24.0
72581,103567,"TGS401Z029",418,53.612624999999994,-30.270305555555552,19.135,19.085,0.0676,4,2,6.6
72745,103750,"TGS401Z102",418,53.26058333333333,-30.474111111111107,19.419,19.367,0.1066,4,2,5.1
72695,103694,"TGS401Z087",418,53.354749999999996,-30.28844444444444,17.565,17.516,0.0916,5,1,28.4
72728,103731,"TGS402Z260",418,53.28416666666666,-30.265249999999995,18.718,18.673,0.0443,3,3,4.9
72657,103649,"TGS402Z238",418,53.44354166666666,-30.334638888888886,17.073,17.013,0.1064,4,1,17.4
72656,103648,"TGS401Z068",418,53.43841666666666,-30.302749999999996,18.856,18.801,0.1061,4,1,10.1
72669,103664,"TGS401Z077",418,53.41479166666666,-30.297111111111107,19.32,19.267,0.0754,4,1,7.3
72668,103662,"TGS402Z242",418,53.42462499999999,-30.206499999999995,17.704,17.649,-1.0E-4,5,1,80.0
72592,103578,"TGS401Z033",418,53.58566666666666,-30.188111111111105,18.813,18.765,0.134,3,1,5.3
72609,103597,"TGS401Z043",418,53.54837499999999,-30.11597222222222,18.654,18.601,0.1341,5,1,23.1
72631,103621,"TGS401Z055",418,53.50108333333333,-30.133722222222218,18.728,18.676,0.0925,4,1,13.4
72686,103682,"TGS402Z251",418,53.376749999999994,-30.212749999999996,18.995,18.943,0.0645,5,2,14.8
72667,103661,"TGS402Z241",418,53.41324999999999,-30.161361111111106,18.718,18.666,-2.0E-4,5,1,42.9
72676,103671,"TGS402Z245",418,53.39691666666666,-30.147611111111107,19.179,19.129,0.1341,5,1,13.8
72727,103730,"TGS402Z259",418,53.30199999999999,-30.17780555555555,19.298,19.253,0.2415,4,1,8.4
72737,103741,"TGS402Z262",418,53.27262499999999,-30.17080555555555,19.092,19.048,0.1065,4,1,12.4
72666,103660,"TGS401Z076",418,53.423916666666656,-30.132388888888883,18.739,18.689,0.1885,4,1,9.5
72644,103634,"TGS401Z062",418,53.47366666666666,-30.105527777777773,19.32,19.269,0.2003,4,1,13.6
72619,103609,"TGS402Z229",418,53.514666666666656,-30.08719444444444,18.331,18.278,0.0673,5,1,30.0
72630,103620,"TGS401Z054",418,53.50974999999999,-30.090611111111105,19.168,19.115,0.1358,5,2,8.3
72643,103633,"TGS402Z233",418,53.48362499999999,-30.086138888888886,19.049,18.998,0.1358,5,1,13.3
72642,103632,"TGS402Z232",418,53.487624999999994,-30.071999999999996,19.189,19.139,0.179,4,1,7.8
72685,103681,"TGS401Z083",418,53.37979166666666,-30.09655555555555,18.665,18.618,0.0585,4,1,11.7
72665,103659,"TGS401Z075",418,53.42916666666666,-30.052999999999997,18.404,18.357,0.1533,5,2,5.3
72327,103252,"TGS402Z044",418,54.47312499999999,-30.70283333333333,18.781,18.728,8.0E-4,4,1,11.9
72347,103288,"TGS402Z061",418,54.37954166666666,-30.713638888888884,17.546,17.49,0.0645,5,1,26.4
72379,103338,"TGS402Z088",418,54.214499999999994,-30.705888888888886,19.342,19.277,0.1297,4,1,13.6
72385,103348,"TGS402Z095",418,54.191041666666656,-30.724388888888885,18.56,18.492,0.0676,3,1,6.1
72384,103346,"TGS402Z094",418,54.18416666666666,-30.65105555555555,19.386,19.323,0.1101,5,1,21.4
72311,103227,"TGS403Z101",418,54.523999999999994,-30.626638888888884,18.487,18.43,0.1871,4,1,23.5
72326,103251,"TGS402Z043",418,54.48179166666666,-30.600527777777774,19.222,19.161,0.1852,4,1,16.2
72307,103219,"TGS402Z036",418,54.54749999999999,-30.472222222222218,18.899,18.845,0.1799,5,1,14.6
72337,103270,"TGS402Z053",418,54.43549999999999,-30.567999999999994,19.135,19.073,0.1876,5,1,18.9
72334,103261,"TGS402Z050",418,54.45929166666666,-30.542277777777773,18.341,18.281,0.1336,4,1,19.3
72325,103248,"TGS403Z106",418,54.478874999999995,-30.515749999999997,18.518,18.461,0.1535,4,2,8.7
72343,103281,"TGS402Z058",418,54.40054166666666,-30.44355555555555,19.146,19.09,0.1261,4,1,11.3
72283,103179,"TGS402Z019",418,54.69962499999999,-30.543888888888883,18.331,18.281,0.026,4,1,11.3
72280,103174,"TGS403Z086",418,54.710291666666656,-30.518388888888886,19.135,19.085,0.0979,4,1,8.2
72251,103118,"TGS402Z001",418,54.88241666666666,-30.35969444444444,18.781,18.728,0.1495,4,1,8.1
72289,103188,"TGS402Z023",418,54.64195833333333,-30.445888888888884,19.016,18.964,0.0921,5,2,11.8
72297,103204,"TGS402Z030",418,54.59141666666666,-30.42555555555555,19.364,19.309,0.2487,4,1,8.9
72282,103178,"TGS402Z018",418,54.681749999999994,-30.388499999999997,17.783,17.73,0.0729,4,2,13.1
72277,103166,"TGS402Z014",418,54.73437499999999,-30.33030555555555,17.664,17.614,1.0E-4,5,1,45.1
72301,103212,"TGS402Z034",418,54.54979166666666,-30.368999999999996,18.707,18.65,0.0973,5,1,31.2
72296,103203,"TGS402Z029",418,54.580833333333324,-30.32786111111111,18.28,18.227,0.0588,5,2,13.4
72292,103192,"TGS403Z090",418,54.62987499999999,-30.235666666666663,19.419,19.368,0.0998,4,1,13.4
72276,103164,"TGS402Z012",418,54.72120833333332,-30.185138888888886,19.331,19.281,,1,3,5.8
72267,103150,"TGS402Z008",418,54.74324999999999,-30.10594444444444,19.441,19.39,0.2031,3,2,10.7
