Num,Name,RAJ2000,DEJ2000,imag,z,f_z
20179507,"VVDS-J022703.30-043615.7",36.7637541,-4.604378,23.6267,1.1754,3
20180187,"VVDS-J022703.50-043606.4",36.7646191,-4.6017881,23.9293,0.2891,2
20180245,"VVDS-J022703.70-043606.5",36.7654385,-4.6018319,23.9604,3.4568,2
20180591,"VVDS-J022701.61-043603.6",36.7567483,-4.6010194,22.9117,0.8805,3
20181088,"VVDS-J022701.27-043559.9",36.7553261,-4.5999971,23.4914,0.3644,1
20180920,"VVDS-J022702.30-043601.3",36.7595981,-4.6003888,23.9423,0.2973,4
20182836,"VVDS-J022702.36-043550.8",36.7598634,-4.5974496,23.5837,0.8235,3
20182790,"VVDS-J022705.28-043546.3",36.7720118,-4.5962076,23.7368,0.7866,9
20183550,"VVDS-J022707.38-043539.2",36.7807717,-4.5942304,25.1955,9.9999,20
20184113,"VVDS-J022704.03-043538.4",36.7667987,-4.5940005,21.2674,0.4946,4
20177228,"VVDS-J022652.13-043632.7",36.7172244,-4.6090924,23.503,1.2205,2
20179760,"VVDS-J022652.59-043621.9",36.7191287,-4.6060921,19.8834,0.136,2
20178061,"VVDS-J022651.45-043624.0",36.7144042,-4.6066746,23.8166,0.2982,3
20180880,"VVDS-J022650.76-043559.4",36.7115195,-4.5998452,23.5463,1.5592,1
20181107,"VVDS-J022650.62-043559.0",36.710941,-4.5997322,23.7155,1.4252,22
20182281,"VVDS-J022649.15-043550.9",36.7048191,-4.5974983,22.6093,0.5565,2
20182439,"VVDS-J022649.45-043548.9",36.7060561,-4.5969212,23.5211,0.3796,1
20184254,"VVDS-J022651.36-043535.5",36.7140198,-4.593213,23.4887,1.4223,3
20185297,"VVDS-J022649.98-043526.2",36.7082802,-4.590623,23.93,9.9999,0
20185058,"VVDS-J022648.26-043527.6",36.701119,-4.5910157,23.5152,0.4358,3
20185074,"VVDS-J022648.45-043527.6",36.7019139,-4.5910041,24.1489,0.2439,23
20186451,"VVDS-J022649.54-043515.8",36.706443,-4.5877304,23.9542,9.9999,0
20187524,"VVDS-J022652.99-043506.2",36.7208274,-4.5850808,24.9409,0.1904,23
20187785,"VVDS-J022652.67-043506.6",36.7194802,-4.5851773,22.6958,1.1389,3
20188585,"VVDS-J022652.29-043458.8",36.7178995,-4.5830107,23.9402,0.8462,2
20187666,"VVDS-J022651.43-043505.6",36.7143187,-4.5848985,23.0944,0.8902,2
20190140,"VVDS-J022658.78-043455.3",36.7449552,-4.5820518,20.98,0.8082,2
20189569,"VVDS-J022657.41-043449.9",36.7392415,-4.5805529,23.1075,0.8011,2
20190830,"VVDS-J022656.56-043438.0",36.7356878,-4.5772385,23.3825,0.7788,4
20191637,"VVDS-J022659.80-043430.4",36.7491931,-4.5751131,23.3146,1.1756,3
20193518,"VVDS-J022700.55-043418.3",36.7522995,-4.571766,22.2806,0.3694,2
20191876,"VVDS-J022658.09-043427.4",36.7420758,-4.5743047,25.5208,9.9999,20
20192205,"VVDS-J022658.36-043426.9",36.7432076,-4.5741589,23.486,2.8476,1
20190593,"VVDS-J022653.73-043442.5",36.7239019,-4.5784864,22.0027,0.5806,1
20190994,"VVDS-J022655.46-043438.5",36.7311017,-4.577377,23.2026,0.6776,4
20192133,"VVDS-J022655.16-043426.0",36.7298717,-4.5738904,23.786,0.8271,4
20193841,"VVDS-J022655.95-043412.8",36.7331506,-4.570238,23.4472,0.6083,2
20192937,"VVDS-J022653.27-043427.6",36.7219806,-4.5743516,21.02,0.2081,4
20192422,"VVDS-J022652.84-043425.6",36.7201727,-4.5737966,23.4045,0.5206,1
20193515,"VVDS-J022654.52-043415.1",36.7272081,-4.570869,23.9394,1.3182,2
20194055,"VVDS-J022655.18-043414.8",36.7299427,-4.5708052,21.9391,0.3857,4
20194574,"VVDS-J022654.81-043409.4",36.7283782,-4.569285,22.0894,0.8915,3
20193817,"VVDS-J022654.19-043411.1",36.7258198,-4.5697634,23.7325,9.9999,0
20195064,"VVDS-J022654.05-043400.3",36.7252243,-4.5667714,23.7105,9.9999,0
20195740,"VVDS-J022657.25-043356.7",36.738573,-4.5657634,23.7502,3.336,1
20196402,"VVDS-J022659.29-043354.2",36.747082,-4.5650776,21.738,0.5211,4
20196426,"VVDS-J022658.48-043349.6",36.7436798,-4.5637859,23.654,0.5414,2
20197537,"VVDS-J022656.47-043352.1",36.7353021,-4.5644882,18.7377,0.2128,4
20196877,"VVDS-J022656.03-043344.9",36.7334717,-4.5624797,23.9178,1.1754,2
20198459,"VVDS-J022657.05-043332.8",36.7377279,-4.5591157,23.9182,3.446,1
20189365,"VVDS-J022709.55-043455.2",36.7898077,-4.5820178,21.313,0.8485,4
20186895,"VVDS-J022706.26-043512.7",36.7760902,-4.5868652,23.8615,9.9999,0
20190564,"VVDS-J022708.03-043442.7",36.7834853,-4.578547,22.7058,1.4278,4
20191575,"VVDS-J022710.32-043431.6",36.793037,-4.5754644,23.8977,0.346,2
20191233,"VVDS-J022709.19-043434.7",36.7883123,-4.5763169,23.6236,3.9075,1
20192076,"VVDS-J022708.77-043433.0",36.7865423,-4.5758346,22.5817,0.533,1
20192117,"VVDS-J022709.08-043431.5",36.7878433,-4.5754407,21.7463,0.6093,3
20192089,"VVDS-J022710.22-043426.9",36.7925887,-4.5741426,23.5441,0.6156,2
20192960,"VVDS-J022709.97-043420.7",36.7915762,-4.5724406,23.0218,0.4392,1
20192681,"VVDS-J022707.47-043428.8",36.7811665,-4.5746786,21.4272,0.3881,4
20194475,"VVDS-J022706.30-043413.2",36.7762745,-4.5703438,20.9575,0.3323,4
20191852,"VVDS-J022702.97-043432.6",36.7624058,-4.5757413,22.37,0.8071,3
20193438,"VVDS-J022705.50-043420.9",36.7729254,-4.5724773,22.0693,0.6594,3
20196243,"VVDS-J022704.91-043416.4",36.7704833,-4.5712491,20.5505,0.5237,4
20194569,"VVDS-J022705.59-043409.5",36.7733298,-4.5693167,22.5092,2.0226,2
20195822,"VVDS-J022706.84-043413.3",36.7785186,-4.5703873,20.8121,0.539,2
20195797,"VVDS-J022709.62-043353.3",36.7901156,-4.5648138,23.6609,1.7192,2
20198994,"VVDS-J022708.25-043329.7",36.7843768,-4.5582592,22.4585,0.8855,3
20193332,"VVDS-J022712.42-043417.6",36.8017889,-4.5715565,23.4465,0.8218,4
20194329,"VVDS-J022711.92-043412.4",36.7996889,-4.570137,21.4114,0.8498,4
20197482,"VVDS-J022714.31-043342.8",36.8096384,-4.5618938,22.7885,0.8894,3
20196775,"VVDS-J022710.99-043346.7",36.7958242,-4.5629727,23.5679,3.325,2
20197519,"VVDS-J022712.04-043343.0",36.800181,-4.5619545,22.5528,0.5806,2
20197679,"VVDS-J022713.55-043339.2",36.8064692,-4.5608921,23.4137,0.5133,1
20198833,"VVDS-J022712.19-043331.3",36.8008129,-4.5587123,23.5321,9.9999,0
20199684,"VVDS-J022712.76-043324.0",36.8031735,-4.5566773,22.9941,9.9999,0
20197417,"VVDS-J022716.11-043343.7",36.8171413,-4.5621504,21.9845,0.8882,3
20198277,"VVDS-J022716.18-043335.3",36.8174364,-4.5598207,22.8563,1.1241,2
20197796,"VVDS-J022715.43-043339.1",36.8143106,-4.5608708,23.2004,0.8516,3
20199512,"VVDS-J022717.73-043322.2",36.8239113,-4.5561696,23.8829,1.733,1
20200479,"VVDS-J022716.55-043316.6",36.8189668,-4.5546331,23.8276,0.3477,2
20199464,"VVDS-J022713.30-043323.6",36.805419,-4.5565736,23.974,0.58,1
20202554,"VVDS-J022715.51-043300.7",36.81466,-4.550204,22.3123,0.4816,2
20199652,"VVDS-J022710.10-043330.3",36.7921199,-4.5584338,22.0306,0.3318,3
20199459,"VVDS-J022711.07-043326.7",36.7961389,-4.5574287,23.4194,0.616,2
20199687,"VVDS-J022711.47-043321.9",36.7978156,-4.5561043,23.9858,9.9999,0
20202069,"VVDS-J022709.81-043307.2",36.790881,-4.5520184,21.2897,0.8811,2
20203007,"VVDS-J022710.55-043254.5",36.7939756,-4.5484734,23.9974,9.9999,0
20204125,"VVDS-J022714.63-043246.2",36.8109725,-4.5461879,23.4302,1.64,1
20203786,"VVDS-J022710.90-043249.0",36.7954203,-4.54696,23.3773,1.7082,2
20206730,"VVDS-J022710.49-043247.1",36.7937285,-4.546431,18.4397,9.9999,20
20205137,"VVDS-J022711.62-043241.0",36.7984528,-4.5447438,21.3465,0.6417,4
20204314,"VVDS-J022712.94-043242.8",36.8039422,-4.5452251,23.7324,1.3116,2
20206256,"VVDS-J022713.88-043229.3",36.807865,-4.5414838,23.3443,1.122,2
20194436,"VVDS-J022701.66-043410.9",36.7569403,-4.5697119,22.3848,0.7516,1
20195160,"VVDS-J022702.34-043400.2",36.759752,-4.5667344,23.868,0.3002,3
20196914,"VVDS-J022703.47-043345.8",36.7644898,-4.5627432,23.5072,1.8936,1
20198042,"VVDS-J022702.27-043337.5",36.7594976,-4.5604217,22.7268,0.7259,2
20198988,"VVDS-J022701.72-043330.2",36.757181,-4.5584012,23.4188,3.1799,3
20196797,"VVDS-J022705.30-043344.6",36.7721035,-4.562389,23.9494,9.9999,0
20196849,"VVDS-J022704.82-043345.5",36.7700901,-4.5626538,23.7308,0.4142,2
20202391,"VVDS-J022705.96-043304.3",36.7748466,-4.551221,21.1426,0.1787,4
20202638,"VVDS-J022704.92-043258.8",36.770505,-4.5496731,22.4991,1.2932,3
20198639,"VVDS-J022700.84-043332.7",36.753508,-4.5590932,23.1329,0.879,3
20199199,"VVDS-J022700.58-043329.6",36.7524328,-4.558244,22.4752,0.9582,2
20199832,"VVDS-J022701.43-043322.0",36.7559861,-4.5561205,23.458,0.903,3
20200209,"VVDS-J022700.65-043317.9",36.7527122,-4.5549906,23.7075,0.6629,4
20199669,"VVDS-J022657.95-043322.6",36.7414827,-4.556294,23.7638,0.8577,1
20201029,"VVDS-J022658.04-043312.2",36.7418718,-4.5534072,23.0146,0.6988,9
20202281,"VVDS-J022700.01-043300.2",36.7500495,-4.55006,23.9505,0.6794,9
20203181,"VVDS-J022703.24-043257.1",36.7635354,-4.5492117,21.5822,1.016,3
20201361,"VVDS-J022701.72-043310.8",36.7572063,-4.553001,23.2677,1.0572,2
20203784,"VVDS-J022704.02-043255.2",36.7667872,-4.5486872,20.145,0.6122,24
20203739,"VVDS-J022703.73-043254.2",36.7655825,-4.5484152,20.7096,0.9151,9
20205278,"VVDS-J022703.27-043239.5",36.7636367,-4.5443185,22.6604,1.2724,9
20203301,"VVDS-J022701.01-043252.7",36.7542402,-4.5479786,23.3183,9.9999,20
20203510,"VVDS-J022701.21-043251.7",36.7550773,-4.5476965,23.8234,1.2984,2
20206276,"VVDS-J022703.62-043229.7",36.7650946,-4.5415944,23.6014,3.5238,1
20206270,"VVDS-J022703.01-043230.9",36.7625699,-4.5419204,22.9533,0.4582,1
20206508,"VVDS-J022703.10-043227.3",36.7629353,-4.5409333,23.94,1.1528,9
20202421,"VVDS-J022708.71-043300.6",36.786293,-4.5501858,23.1674,0.5143,4
20202341,"VVDS-J022708.11-043303.3",36.7837946,-4.5509371,22.0304,0.6456,3
20202758,"VVDS-J022707.07-043258.6",36.7794673,-4.5496377,22.6176,0.616,4
20204378,"VVDS-J022709.04-043242.0",36.7876823,-4.5450202,23.9324,0.8927,2
20203078,"VVDS-J022706.26-043254.2",36.7761104,-4.5483934,23.7018,1.1771,3
20203849,"VVDS-J022706.59-043250.0",36.7774866,-4.5472233,23.3479,9.9999,0
20203903,"VVDS-J022707.68-043247.1",36.7820054,-4.5464232,23.7445,1.2927,2
20205956,"VVDS-J022708.39-043231.8",36.7849731,-4.5421727,23.2486,0.578,1
20206389,"VVDS-J022708.18-043226.2",36.7840996,-4.5406183,23.6165,0.6744,2
20205836,"VVDS-J022707.53-043231.0",36.7813917,-4.5419602,23.3512,0.8814,2
20206874,"VVDS-J022709.36-043227.4",36.7890111,-4.5409449,21.868,0.6441,2
20207221,"VVDS-J022711.76-043221.1",36.799038,-4.5392154,23.9328,9.9999,0
20207089,"VVDS-J022711.24-043220.7",36.796843,-4.5390966,23.9385,0.7983,2
20208379,"VVDS-J022709.28-043210.9",36.788706,-4.5363615,23.8644,0.7087,1
20209976,"VVDS-J022709.47-043209.3",36.7894837,-4.5359279,21.0668,0.2127,1
20209681,"VVDS-J022708.77-043201.7",36.7865451,-4.5338259,22.841,0.6343,4
20209433,"VVDS-J022708.94-043200.9",36.7872856,-4.5336025,23.7414,1.0684,2
20211315,"VVDS-J022710.26-043153.5",36.7927781,-4.5315505,20.5977,0.6373,4
20207257,"VVDS-J022704.66-043224.3",36.7694418,-4.5400877,21.5619,0.6374,3
20209017,"VVDS-J022707.01-043206.4",36.7792438,-4.5351296,23.4632,3.0279,1
20209190,"VVDS-J022706.36-043207.2",36.7765166,-4.5353484,21.6096,0.9066,3
20207006,"VVDS-J022703.71-043225.5",36.7654978,-4.5404339,22.388,1.5095,1
20211579,"VVDS-J022704.79-043150.3",36.7699757,-4.5306393,21.7242,0.436,3
20208936,"VVDS-J022707.47-043208.9",36.7811384,-4.5358075,23.8987,0.4962,1
20210524,"VVDS-J022707.55-043202.9",36.7814775,-4.5341609,20.4125,0.0753,13
20210790,"VVDS-J022706.91-043150.3",36.7788173,-4.5306459,23.3223,9.9999,0
20211999,"VVDS-J022706.87-043140.8",36.7786536,-4.5280008,23.6665,3.5615,1
20212698,"VVDS-J022705.84-043143.3",36.7743475,-4.5287107,21.0562,0.578,4
20213433,"VVDS-J022707.35-043127.9",36.7806457,-4.5244263,23.9692,0.515,2
20213387,"VVDS-J022708.38-043129.3",36.78493,-4.5248162,22.3264,0.5137,4
20215090,"VVDS-J022707.63-043119.0",36.7817941,-4.5219639,22.6576,0.3178,4
20215658,"VVDS-J022708.04-043109.7",36.7835298,-4.5193678,23.1896,1.0506,2
20184644,"VVDS-J022646.44-043531.3",36.6935328,-4.5920508,23.1265,1.0771,2
20187221,"VVDS-J022647.34-043518.9",36.6972914,-4.5885868,21.9166,0.4346,2
20189188,"VVDS-J022648.55-043452.2",36.7023129,-4.5811775,23.4417,0.5298,1
20189194,"VVDS-J022645.60-043452.8",36.6900397,-4.5813401,23.4417,1.6745,1
20189910,"VVDS-J022648.36-043448.1",36.7015016,-4.580051,23.3265,0.5764,2
20190895,"VVDS-J022649.74-043437.3",36.7072704,-4.5770342,22.6436,1.0829,3
20191679,"VVDS-J022650.37-043430.2",36.7099022,-4.57506,22.6473,1.0128,2
20193529,"VVDS-J022650.43-043416.7",36.710126,-4.5713251,23.0772,0.8797,3
20191445,"VVDS-J022648.54-043432.5",36.7022912,-4.575718,23.6742,0.6658,3
20192042,"VVDS-J022646.82-043429.4",36.695121,-4.5748593,22.9133,0.9832,3
20195563,"VVDS-J022649.74-043402.6",36.7072625,-4.5674059,22.305,0.5931,4
20194950,"VVDS-J022649.14-043401.3",36.7047824,-4.5670334,23.9552,1.1738,2
20189639,"VVDS-J022644.71-043450.5",36.6863307,-4.5807184,23.5474,1.1366,1
20190177,"VVDS-J022643.39-043441.8",36.6808103,-4.5782937,23.8836,1.324,1
20191386,"VVDS-J022643.82-043432.6",36.6825884,-4.5757258,23.9831,3.5231,2
20190978,"VVDS-J022645.46-043440.3",36.6894335,-4.5778784,22.6303,0.4906,1
20191542,"VVDS-J022642.86-043436.7",36.6786015,-4.5768627,21.7982,0.695,4
20193013,"VVDS-J022642.14-043420.9",36.6755887,-4.5724862,21.972,0.6932,3
20193264,"VVDS-J022643.12-043418.3",36.6797003,-4.5717518,23.9796,0.5025,2
20193299,"VVDS-J022644.24-043419.3",36.6843616,-4.5720353,23.6006,0.4797,2
20195155,"VVDS-J022643.90-043400.2",36.682954,-4.5667448,23.4753,0.6095,2
20195604,"VVDS-J022647.99-043357.4",36.6999969,-4.5659661,23.4795,1.1802,3
20196306,"VVDS-J022648.84-043356.3",36.7035157,-4.5656601,22.4225,0.8465,3
20196239,"VVDS-J022647.67-043352.8",36.6986324,-4.5646855,23.701,1.4328,3
20197124,"VVDS-J022648.50-043345.5",36.7020857,-4.5626422,23.2162,0.9095,9
20195208,"VVDS-J022645.79-043400.2",36.690832,-4.5667269,23.8593,0.6573,1
20195315,"VVDS-J022644.99-043400.2",36.6874767,-4.5667418,23.21,0.9592,3
20196618,"VVDS-J022646.41-043350.3",36.6933972,-4.5639868,23.5772,0.7071,1
20198799,"VVDS-J022647.31-043336.1",36.6971295,-4.5600426,22.2015,0.0707,3
20194093,"VVDS-J022651.81-043413.3",36.7158926,-4.5703804,22.2186,0.655,1
20193481,"VVDS-J022652.54-043414.4",36.7189458,-4.5706935,23.9621,9.9999,0
20194489,"VVDS-J022650.82-043408.2",36.71176,-4.5689663,22.2375,0.8802,3
20195062,"VVDS-J022653.09-043358.9",36.7212391,-4.5663775,23.7966,9.9999,0
20195769,"VVDS-J022653.23-043357.2",36.721792,-4.5659038,22.6175,0.5357,1
20195166,"VVDS-J022653.79-043359.0",36.7241451,-4.5664008,23.1169,0.6941,2
20196346,"VVDS-J022652.33-043349.9",36.71805,-4.5638843,23.8838,1.1387,9
20196442,"VVDS-J022650.46-043349.5",36.710267,-4.5637507,23.9906,0.9282,2
20196052,"VVDS-J022651.88-043353.3",36.7161731,-4.5648297,23.5345,0.572,2
20198742,"VVDS-J022655.02-043330.9",36.7292876,-4.558609,22.8665,0.619,2
20200100,"VVDS-J022655.85-043318.4",36.7327096,-4.5551217,23.1709,1.1716,29
20200352,"VVDS-J022656.04-043317.7",36.7335314,-4.5549323,22.9423,0.5635,1
20199861,"VVDS-J022652.09-043322.1",36.7170686,-4.5561531,23.0717,1.3049,1
20201426,"VVDS-J022653.54-043309.3",36.7230968,-4.5526065,23.1303,0.9746,9
20201141,"VVDS-J022652.97-043311.7",36.7207208,-4.5532539,23.1861,1.3244,3
20200312,"VVDS-J022654.44-043318.7",36.7268498,-4.5552208,22.0523,0.6174,4
20201507,"VVDS-J022653.98-043310.8",36.7249448,-4.5530244,22.2594,0.3181,3
20201600,"VVDS-J022654.69-043306.2",36.7278931,-4.551739,23.3537,0.9608,2
20197346,"VVDS-J022649.70-043342.5",36.7070903,-4.5618233,23.4667,0.984,2
20197589,"VVDS-J022648.87-043345.6",36.7036406,-4.5626848,21.5908,0.446,3
20198333,"VVDS-J022648.47-043334.3",36.7019866,-4.5595536,23.8594,1.5284,1
20199700,"VVDS-J022647.73-043322.8",36.6988852,-4.5563467,23.6732,0.615,3
20200234,"VVDS-J022646.91-043318.1",36.6954952,-4.5550301,23.1992,0.5426,2
20201632,"VVDS-J022649.93-043309.4",36.7080739,-4.5526214,22.2258,0.4952,2
20202380,"VVDS-J022649.65-043259.9",36.7068951,-4.549989,23.84,0.6143,3
20203039,"VVDS-J022649.46-043300.4",36.7061033,-4.5501337,21.2833,0.6138,2
20203506,"VVDS-J022649.32-043255.4",36.7055034,-4.5487243,21.2924,0.7352,3
20203806,"VVDS-J022648.94-043256.5",36.7039425,-4.5490526,20.1192,0.4943,4
20202270,"VVDS-J022652.68-043302.0",36.7195243,-4.5505573,23.8014,1.1896,3
20203227,"VVDS-J022651.43-043255.4",36.7143032,-4.5487314,23.1234,0.6364,2
20203780,"VVDS-J022652.46-043251.6",36.7185936,-4.5476668,22.1031,1.1948,2
20204675,"VVDS-J022651.34-043245.6",36.7139524,-4.5460166,21.0008,0.6323,2
20205594,"VVDS-J022651.52-043244.6",36.7146898,-4.5457293,20.9655,0.6309,4
20194127,"VVDS-J022642.53-043411.4",36.6772289,-4.5698535,23.6837,0.1014,2
20194079,"VVDS-J022640.76-043412.5",36.6698687,-4.5701525,22.4361,1.1181,2
20195132,"VVDS-J022641.08-043401.4",36.6711983,-4.5670702,23.9351,9.9999,0
20195682,"VVDS-J022640.38-043356.0",36.6682646,-4.5655672,23.1701,1.09,3
20195876,"VVDS-J022638.83-043355.1",36.6617933,-4.5653247,22.9992,0.7226,3
20196365,"VVDS-J022639.01-043352.0",36.6625425,-4.564448,22.893,0.9261,2
20197330,"VVDS-J022640.20-043344.1",36.667522,-4.5622663,23.0535,0.5575,3
20197536,"VVDS-J022641.70-043340.2",36.6737645,-4.5611761,23.2795,0.6046,1
20198793,"VVDS-J022642.19-043331.1",36.6758281,-4.558665,23.146,0.9406,3
20199252,"VVDS-J022644.28-043325.1",36.6845252,-4.5569876,23.8881,1.0551,3
20199242,"VVDS-J022645.11-043327.3",36.6879617,-4.5575916,23.536,0.6635,2
20199349,"VVDS-J022645.47-043323.7",36.6894675,-4.556586,23.9805,0.8752,2
20199557,"VVDS-J022644.59-043325.0",36.6858298,-4.5569636,23.0972,0.4962,2
20201571,"VVDS-J022643.53-043310.6",36.6813921,-4.5529512,22.289,9.9999,0
20202450,"VVDS-J022643.27-043307.7",36.6803197,-4.5521438,20.8606,0.8998,3
20202376,"VVDS-J022644.27-043258.5",36.684493,-4.5496044,23.8195,9.9999,0
20197719,"VVDS-J022637.86-043341.5",36.6577549,-4.5615374,23.173,1.084,2
20201031,"VVDS-J022639.71-043310.3",36.6654836,-4.5528676,23.3306,0.8117,1
20199369,"VVDS-J022637.19-043325.1",36.654967,-4.5569982,23.8461,1.0111,3
20199813,"VVDS-J022637.76-043322.3",36.657359,-4.5562,22.9242,0.2634,4
20202279,"VVDS-J022641.27-043304.4",36.671976,-4.551232,21.4151,0.8923,3
20203134,"VVDS-J022640.64-043256.5",36.6693519,-4.549053,22.4365,0.8924,3
20202702,"VVDS-J022641.31-043258.8",36.6721518,-4.5496674,22.7554,0.1436,4
20203148,"VVDS-J022647.38-043257.8",36.6974529,-4.5493903,21.1095,0.3183,4
20202893,"VVDS-J022648.20-043256.5",36.7008491,-4.5490344,22.7962,1.2292,2
20204867,"VVDS-J022648.94-043243.6",36.7039528,-4.5454685,22.7195,0.692,2
20205236,"VVDS-J022648.52-043238.6",36.7021812,-4.5440754,22.1468,0.7939,21
20203482,"VVDS-J022645.14-043251.6",36.6880922,-4.5476751,22.6101,0.7058,3
20206584,"VVDS-J022647.81-043229.8",36.6992394,-4.5416237,23.287,9.9999,0
20206728,"VVDS-J022646.22-043228.4",36.692608,-4.5412248,21.9965,0.6525,4
20206088,"VVDS-J022648.68-043238.6",36.7028528,-4.5440769,20.8356,0.3146,4
20207040,"VVDS-J022650.27-043222.3",36.7094842,-4.5395308,23.7655,1.0587,9
20208706,"VVDS-J022651.04-043212.1",36.7126908,-4.5367115,22.4844,0.8443,2
20208767,"VVDS-J022647.78-043209.7",36.6990944,-4.5360555,22.3699,0.9022,3
20210756,"VVDS-J022648.51-043152.1",36.7021404,-4.531143,23.6051,0.6413,1
20205790,"VVDS-J022643.75-043235.0",36.6823299,-4.5430558,22.6365,0.497,3
20205456,"VVDS-J022643.19-043236.1",36.6799708,-4.5433851,23.7915,9.9999,0
20207498,"VVDS-J022645.78-043219.2",36.690787,-4.5386748,23.4671,1.1646,2
20208605,"VVDS-J022642.47-043213.1",36.6769835,-4.5369853,21.8955,0.8577,1
20209544,"VVDS-J022642.32-043203.7",36.6763538,-4.5343766,23.2203,0.6216,1
20209520,"VVDS-J022643.51-043205.3",36.681296,-4.5348199,22.1724,0.7227,4
20212198,"VVDS-J022643.70-043145.4",36.6821068,-4.5292998,20.5608,0.2954,24
20211809,"VVDS-J022644.18-043145.0",36.6841067,-4.5291711,23.0448,0.2963,4
20211542,"VVDS-J022647.48-043144.6",36.6978394,-4.529069,23.9635,9.9999,0
20212454,"VVDS-J022647.51-043138.1",36.6979594,-4.5272558,22.8085,0.4966,4
20213000,"VVDS-J022647.88-043135.1",36.6995135,-4.5264433,21.4386,1.225,13
20210863,"VVDS-J022644.93-043150.3",36.687213,-4.5306408,22.7013,0.5541,3
20213592,"VVDS-J022646.18-043126.9",36.6924468,-4.524144,23.8481,0.634,2
20201343,"VVDS-J022657.85-043309.4",36.7410557,-4.5526359,23.2526,1.5229,1
20202027,"VVDS-J022658.09-043302.3",36.7420473,-4.5506555,23.9147,1.3328,1
20202935,"VVDS-J022656.53-043255.3",36.7355441,-4.5487035,23.1838,1.3073,3
20204830,"VVDS-J022658.87-043248.5",36.7453231,-4.5468314,21.3834,0.6613,4
20205469,"VVDS-J022658.85-043236.8",36.7452201,-4.5435602,22.1393,0.7224,4
20205191,"VVDS-J022658.41-043237.6",36.7433969,-4.5437816,22.639,0.7279,2
20205383,"VVDS-J022657.10-043242.0",36.737946,-4.5450274,20.5989,0.3174,2
20206156,"VVDS-J022659.37-043240.0",36.7474006,-4.5444448,20.7106,0.2971,4
20206299,"VVDS-J022700.36-043232.8",36.7515139,-4.5424476,21.5362,0.6273,3
20206483,"VVDS-J022659.40-043228.7",36.7475208,-4.5413061,23.2882,0.4457,2
20208119,"VVDS-J022702.36-043213.5",36.7598517,-4.5370841,23.5508,0.64,3
20208458,"VVDS-J022657.70-043212.7",36.7404372,-4.5368858,22.9404,1.3238,2
20208402,"VVDS-J022659.87-043211.7",36.7494993,-4.5365897,23.1524,0.9022,2
20209595,"VVDS-J022659.97-043201.1",36.7499028,-4.5336489,23.9669,0.6334,2
20209700,"VVDS-J022700.40-043201.2",36.7516726,-4.5336744,23.7271,1.12,1
20204698,"VVDS-J022654.79-043240.7",36.7283144,-4.5446534,23.8702,9.9999,0
20206034,"VVDS-J022654.17-043240.1",36.7257477,-4.5444762,20.3008,0.6321,4
20206536,"VVDS-J022654.47-043228.3",36.7269803,-4.5412139,22.5382,0.9017,4
20210055,"VVDS-J022653.69-043205.3",36.7237248,-4.5348297,22.0158,0.5833,4
20210254,"VVDS-J022655.63-043156.3",36.7318251,-4.5323141,23.3142,0.8805,2
20212362,"VVDS-J022654.10-043145.1",36.7254265,-4.5292167,20.7085,0.4267,24
20211800,"VVDS-J022657.31-043146.9",36.7388231,-4.5297177,22.4291,0.4367,3
20211396,"VVDS-J022658.39-043146.6",36.7433112,-4.5296272,23.7169,1.7151,1
20212271,"VVDS-J022659.27-043138.6",36.7469681,-4.5274075,23.2488,0.1213,1
20212219,"VVDS-J022656.19-043138.0",36.7341645,-4.527231,23.4575,0.915,2
20213289,"VVDS-J022656.50-043138.6",36.7354583,-4.5273934,22.4451,0.3891,2
20214115,"VVDS-J022658.29-043121.4",36.7428923,-4.5226363,22.7814,9.9999,0
20218252,"VVDS-J022657.66-043115.7",36.7402801,-4.5210498,19.1808,0.2919,3
20210021,"VVDS-J022701.31-043157.1",36.7554711,-4.5325384,23.4348,0.559,1
20211293,"VVDS-J022703.49-043147.5",36.7645708,-4.5298658,22.769,0.7152,1
20213741,"VVDS-J022704.07-043126.2",36.7669748,-4.5239569,23.3312,0.3299,2
20214907,"VVDS-J022701.86-043123.3",36.7577644,-4.5231496,20.4015,0.6392,4
20215423,"VVDS-J022702.39-043112.9",36.7599692,-4.520259,23.4142,0.6582,3
20214445,"VVDS-J022704.33-043129.4",36.7680828,-4.5248536,20.5532,0.4319,4
20215682,"VVDS-J022705.21-043110.5",36.7717399,-4.5196024,23.0942,0.9447,2
20216296,"VVDS-J022705.00-043107.8",36.7708572,-4.5188354,22.4355,0.983,3
20217436,"VVDS-J022706.64-043058.3",36.7776844,-4.5162064,21.9959,0.2286,4
20215883,"VVDS-J022703.49-043105.7",36.7645701,-4.5182659,23.9643,0.679,1
20217237,"VVDS-J022703.63-043058.1",36.7651485,-4.5161554,23.2187,0.6587,3
20216678,"VVDS-J022704.78-043101.3",36.7699479,-4.5170419,23.9555,9.9999,0
20219249,"VVDS-J022704.08-043046.9",36.7670128,-4.5130279,21.7144,0.9061,2
20214280,"VVDS-J022659.69-043121.6",36.7487368,-4.5226932,22.6667,0.9184,3
20213793,"VVDS-J022658.99-043124.1",36.7458097,-4.5233724,22.6039,1.1733,2
20214092,"VVDS-J022658.80-043123.5",36.7450349,-4.5231989,23.1207,0.9648,2
