Num,Name,RAJ2000,DEJ2000,imag,z,f_z
20125268,"VVDS-J022630.71-044349.3",36.6279651,-4.7303615,22.6677,1.0115,3
20121434,"VVDS-J022636.79-044421.1",36.6533166,-4.7392086,21.5368,0.4948,3
20123483,"VVDS-J022636.19-044404.5",36.6508,-4.7346102,21.3211,0.6143,4
20125481,"VVDS-J022637.52-044351.5",36.6563617,-4.7309782,20.4441,0.6749,4
20123432,"VVDS-J022635.60-044401.9",36.6483461,-4.7338778,23.7655,1.0103,3
20124020,"VVDS-J022634.44-044355.7",36.6435022,-4.7321587,23.9282,0.8924,3
20126024,"VVDS-J022638.44-044345.0",36.6602079,-4.7291897,21.9128,0.146,4
20128725,"VVDS-J022638.41-044331.1",36.6600633,-4.7253141,20.1932,0.5128,4
20129673,"VVDS-J022637.00-044315.5",36.654204,-4.7209837,22.0651,0.8027,3
20130786,"VVDS-J022638.91-044304.9",36.6621278,-4.7180538,22.8237,0.4932,4
20128979,"VVDS-J022634.54-044318.9",36.6439284,-4.7219167,22.9164,1.1403,2
20127715,"VVDS-J022631.77-044330.3",36.632389,-4.7251026,23.5519,1.1413,2
20128525,"VVDS-J022635.99-044322.3",36.6499816,-4.722864,23.1045,0.5654,1
20129570,"VVDS-J022635.67-044313.6",36.6486566,-4.7204516,23.7741,9.9999,0
20133388,"VVDS-J022637.32-044239.1",36.6555063,-4.7108733,23.9047,0.8861,2
20134259,"VVDS-J022634.91-044240.8",36.6454757,-4.7113575,21.6964,0.7338,4
20133710,"VVDS-J022635.16-044237.9",36.6465178,-4.7105451,23.7155,9.9999,0
20104038,"VVDS-J022656.94-044642.1",36.7372705,-4.7783831,23.734,0.145,1
20106957,"VVDS-J022658.17-044616.4",36.7423785,-4.7712283,23.1688,1.2972,2
20108686,"VVDS-J022658.88-044603.2",36.7453652,-4.7675616,23.0664,1.1314,2
20108785,"VVDS-J022658.69-044606.5",36.7445537,-4.7684793,21.564,0.4815,4
20109134,"VVDS-J022656.93-044559.0",36.7372371,-4.7663982,23.3458,1.236,1
20109464,"VVDS-J022700.51-044556.3",36.7521621,-4.7656416,23.488,0.7227,4
20110349,"VVDS-J022701.55-044547.7",36.7564823,-4.7632569,25.3341,9.9999,20
20110438,"VVDS-J022701.39-044547.5",36.7558274,-4.7632215,23.7256,0.7219,3
20112024,"VVDS-J022658.38-044540.4",36.7432671,-4.7612317,21.7732,1.4256,2
20109512,"VVDS-J022654.92-044556.9",36.7288527,-4.7658225,23.2927,9.9999,20
20109363,"VVDS-J022655.06-044556.1",36.7294309,-4.7655868,23.8327,0.8483,4
20111207,"VVDS-J022654.61-044542.7",36.7275568,-4.7618704,22.5499,0.905,2
20112198,"VVDS-J022656.42-044533.7",36.7350934,-4.7593762,23.8266,0.7345,3
20113408,"VVDS-J022657.65-044525.1",36.7402399,-4.7569831,22.2615,0.733,4
20114294,"VVDS-J022703.38-044523.5",36.7640964,-4.7565331,21.8337,0.5112,4
20114448,"VVDS-J022700.99-044516.8",36.7541277,-4.7546762,22.2389,1.614,13
20117300,"VVDS-J022702.55-044452.7",36.7606399,-4.7479926,23.6972,1.1796,2
20119623,"VVDS-J022704.33-044431.1",36.7680698,-4.7419747,23.5517,0.9957,2
20115993,"VVDS-J022700.02-044502.7",36.7500968,-4.7507722,23.0742,1.2068,2
20118318,"VVDS-J022701.65-044443.9",36.7568978,-4.7455526,22.8169,1.9335,1
20121079,"VVDS-J022700.43-044429.1",36.7518023,-4.7414264,20.3131,0.6142,4
20120394,"VVDS-J022659.92-044430.3",36.7496862,-4.7417557,20.38,1.612,14
20124535,"VVDS-J022703.16-044356.1",36.7631799,-4.732269,22.2255,0.4944,3
20126267,"VVDS-J022702.79-044340.2",36.7616462,-4.7278527,23.0057,1.4618,2
20112820,"VVDS-J022651.66-044534.0",36.7152718,-4.7594707,21.4164,0.5618,3
20115404,"VVDS-J022653.04-044507.5",36.7210011,-4.7520999,23.112,9.9999,0
20114586,"VVDS-J022650.99-044515.7",36.7124812,-4.7543665,23.4439,9.9999,0
20115829,"VVDS-J022650.52-044504.1",36.7105361,-4.7511405,22.45,4.783,2
20117182,"VVDS-J022652.56-044452.5",36.7190261,-4.7479208,23.675,0.8695,9
20117620,"VVDS-J022655.69-044448.7",36.7320713,-4.7468645,23.7579,0.904,2
20118986,"VVDS-J022654.53-044437.7",36.7272278,-4.7438116,23.5723,3.3018,14
20118254,"VVDS-J022655.88-044443.3",36.7328374,-4.7453784,23.753,0.9007,3
20119337,"VVDS-J022656.23-044442.3",36.7343011,-4.745095,21.3495,0.5869,1
20117564,"VVDS-J022648.37-044451.9",36.7015712,-4.7477613,23.1897,9.9999,0
20120679,"VVDS-J022649.79-044430.8",36.7074869,-4.741914,21.5949,0.0321,3
20121100,"VVDS-J022647.90-044419.1",36.6995885,-4.7386505,23.4692,9.9999,0
20122863,"VVDS-J022649.61-044410.8",36.7067377,-4.7363422,21.8098,0.9037,2
20123500,"VVDS-J022649.28-044403.1",36.7053423,-4.7342132,22.61,0.2263,4
20122838,"VVDS-J022652.57-044407.9",36.7190638,-4.7355485,23.3354,9.999,0
20123599,"VVDS-J022650.14-044406.8",36.7089276,-4.7352365,21.5611,9.9999,20
20124540,"VVDS-J022650.40-044407.0",36.7100323,-4.7352789,19.8264,0.6106,4
20121154,"VVDS-J022657.36-044429.6",36.7390341,-4.7415618,20.6458,0.446,2
20124273,"VVDS-J022657.82-044356.4",36.740957,-4.7323511,22.9645,1.313,1
20124695,"VVDS-J022657.90-044353.6",36.7412595,-4.731566,23.2121,0.7311,3
20126673,"VVDS-J022700.42-044339.4",36.7517604,-4.7276128,21.8875,0.6119,3
20127416,"VVDS-J022701.78-044330.0",36.757446,-4.7250006,23.8558,9.9999,0
20131755,"VVDS-J022655.12-044302.4",36.7296777,-4.7173407,19.9968,0.3772,2
20130686,"VVDS-J022653.73-044304.2",36.7238873,-4.7178562,22.799,0.878,2
20130326,"VVDS-J022654.69-044304.7",36.727911,-4.7179836,23.9354,9.9999,0
20132838,"VVDS-J022658.85-044245.8",36.7452457,-4.7127487,23.3948,0.8998,2
20134765,"VVDS-J022657.64-044228.7",36.7401909,-4.7079889,23.7175,0.8104,9
20136680,"VVDS-J022656.93-044227.6",36.7372368,-4.707679,20.4538,0.447,2
20122001,"VVDS-J022707.34-044415.9",36.7805955,-4.7377664,21.7626,0.6044,4
20125207,"VVDS-J022710.06-044403.5",36.7919524,-4.7343188,22.0782,0.3176,4
20123417,"VVDS-J022706.54-044400.8",36.7772704,-4.7335775,23.7931,9.9999,0
20124260,"VVDS-J022706.97-044401.1",36.7790769,-4.7336585,20.8795,0.0711,2
20124945,"VVDS-J022705.83-044352.3",36.7743036,-4.7312193,23.8121,0.3974,4
20126433,"VVDS-J022704.92-044337.4",36.7705013,-4.7270586,23.9008,0.7185,1
20129660,"VVDS-J022703.89-044316.8",36.7662467,-4.7213412,21.0397,0.8891,4
20128636,"VVDS-J022704.91-044319.3",36.7704991,-4.722046,23.6915,0.8909,3
20129684,"VVDS-J022705.34-044312.0",36.7722867,-4.7200078,23.5904,1.1774,3
20130010,"VVDS-J022704.42-044314.2",36.7684226,-4.7206133,20.6889,0.7033,4
20130639,"VVDS-J022705.42-044303.5",36.772599,-4.7176568,23.9368,9.9999,0
20131432,"VVDS-J022708.77-044258.4",36.78655,-4.7162378,23.1138,0.9141,2
20133427,"VVDS-J022709.38-044241.1",36.7891,-4.7114341,21.9937,0.6875,2
20134537,"VVDS-J022708.02-044246.6",36.7834381,-4.7129571,19.7202,0.0441,4
20134731,"VVDS-J022708.19-044227.3",36.784132,-4.7076038,23.886,9.9999,0
20129048,"VVDS-J022713.67-044314.6",36.8069756,-4.7207496,23.9762,1.1608,1
20130638,"VVDS-J022714.53-044304.0",36.8105441,-4.7178029,23.4779,1.6747,2
20131892,"VVDS-J022710.75-044256.7",36.794822,-4.7157605,22.3417,0.3955,4
20132967,"VVDS-J022711.07-044248.7",36.7961435,-4.7135364,21.7168,0.396,4
20132743,"VVDS-J022712.96-044246.2",36.8040179,-4.7128577,23.527,9.9999,0
20133645,"VVDS-J022715.16-044236.3",36.8132063,-4.7100973,23.8075,1.0631,2
20135797,"VVDS-J022717.98-044221.5",36.8249454,-4.7059776,22.9889,0.7226,4
20137379,"VVDS-J022717.36-044208.2",36.8223335,-4.702292,23.7538,0.4279,4
20135440,"VVDS-J022714.50-044226.3",36.8104404,-4.7073148,23.6488,2.78,2
20136082,"VVDS-J022711.55-044219.9",36.7981629,-4.7055326,23.3852,0.2155,4
20134581,"VVDS-J022708.81-044231.6",36.7867375,-4.7087958,22.8882,0.9963,2
20135946,"VVDS-J022709.33-044218.8",36.7889024,-4.705228,23.3038,0.8938,3
20136957,"VVDS-J022710.50-044212.4",36.7937529,-4.703449,23.2751,1.321,2
20137998,"VVDS-J022714.04-044203.8",36.8085408,-4.7010703,22.3493,1.1262,2
20139030,"VVDS-J022714.77-044154.7",36.8115653,-4.6985391,23.487,5.228,1
20139937,"VVDS-J022711.75-044144.9",36.7989869,-4.6958318,23.6235,0.7729,1
20131165,"VVDS-J022703.28-044301.5",36.7636811,-4.717094,22.7653,0.6125,4
20131829,"VVDS-J022701.17-044257.8",36.7548755,-4.7160687,22.8946,1.4772,3
20131990,"VVDS-J022700.94-044255.4",36.7539453,-4.7154028,23.2001,1.4726,2
20135311,"VVDS-J022702.28-044225.6",36.7595271,-4.7071214,22.5068,0.6025,1
20136985,"VVDS-J022705.93-044210.2",36.7747329,-4.7028563,23.4424,9.9999,0
20137273,"VVDS-J022704.45-044208.1",36.7685519,-4.7022534,22.8682,0.8883,3
20136510,"VVDS-J022700.56-044214.6",36.7523425,-4.7040733,22.9777,0.7116,3
20135005,"VVDS-J022658.29-044231.1",36.7429049,-4.7086392,22.5709,0.6135,2
20139644,"VVDS-J022659.25-044153.8",36.7468975,-4.6982955,21.2376,0.3317,4
20139520,"VVDS-J022702.09-044158.7",36.7587228,-4.6996415,22.2051,0.3079,4
20138616,"VVDS-J022701.64-044201.2",36.7568344,-4.7003409,21.3633,0.503,2
20142702,"VVDS-J022701.07-044129.8",36.7544705,-4.6916115,20.6558,0.4142,3
20136417,"VVDS-J022707.60-044214.4",36.7816675,-4.7040051,23.1377,9.9999,0
20141889,"VVDS-J022709.08-044130.6",36.7878633,-4.6918396,23.8183,0.4333,1
20140136,"VVDS-J022707.10-044143.7",36.7795991,-4.695483,23.6487,0.7284,2
20141994,"VVDS-J022706.30-044130.4",36.7762801,-4.6917893,21.9019,0.9354,4
20142041,"VVDS-J022706.42-044130.6",36.776779,-4.6918337,23.0459,0.2227,23
20142252,"VVDS-J022708.69-044129.5",36.7862144,-4.6915447,22.263,1.0322,3
20142726,"VVDS-J022708.17-044125.7",36.7840503,-4.6904936,21.7523,0.7303,4
20140910,"VVDS-J022710.08-044139.8",36.7920309,-4.6944048,22.9154,0.6145,4
20142022,"VVDS-J022711.67-044127.5",36.7986411,-4.6909946,23.9782,0.5004,1
20143333,"VVDS-J022708.66-044119.0",36.7861084,-4.6886175,22.7017,0.8219,3
20143336,"VVDS-J022709.71-044117.4",36.7904887,-4.6881937,23.3816,0.3242,2
20146184,"VVDS-J022711.46-044052.9",36.7977607,-4.6813659,23.6375,0.1997,4
20146261,"VVDS-J022711.03-044052.8",36.7959653,-4.6813475,23.3651,0.8511,4
20147223,"VVDS-J022709.82-044045.9",36.7909208,-4.6794332,22.5616,0.6749,4
20142074,"VVDS-J022706.18-044128.1",36.7757533,-4.6911533,23.9082,9.9999,0
20142535,"VVDS-J022706.47-044126.1",36.7769913,-4.6906059,22.9626,0.3131,4
20142890,"VVDS-J022704.05-044122.4",36.7668919,-4.6895668,23.2889,0.2958,3
20143699,"VVDS-J022704.66-044115.5",36.7694454,-4.687666,23.9056,1.3692,9
20147179,"VVDS-J022705.18-044045.6",36.7715834,-4.6793367,22.7428,1.0412,2
20147236,"VVDS-J022704.69-044044.3",36.7695618,-4.6789884,23.0986,1.0834,3
20144809,"VVDS-J022707.34-044104.7",36.7805869,-4.6846439,23.6029,1.0118,3
20123969,"VVDS-J022644.38-044359.8",36.6849567,-4.7332886,23.1406,0.4845,3
20124532,"VVDS-J022645.07-044353.7",36.6878167,-4.7316056,23.2542,3.0059,2
20125859,"VVDS-J022647.42-044343.5",36.6976057,-4.7287608,23.6825,9.9999,0
20128195,"VVDS-J022648.31-044323.8",36.7013173,-4.7232888,23.9958,1.7053,2
20129843,"VVDS-J022649.06-044310.1",36.7044474,-4.7194844,23.2239,1.525,1
20128364,"VVDS-J022645.06-044323.5",36.6877844,-4.7232139,23.5783,0.3896,4
20134178,"VVDS-J022647.34-044238.0",36.6972792,-4.7105763,22.0881,0.7375,3
20129185,"VVDS-J022651.45-044319.5",36.7144012,-4.7220977,21.9392,0.8688,2
20131737,"VVDS-J022653.62-044255.7",36.7234549,-4.7154731,23.7444,9.9999,0
20131908,"VVDS-J022651.03-044256.5",36.7126449,-4.7157078,22.3379,2.7813,14
20133509,"VVDS-J022655.06-044239.4",36.7294227,-4.7109499,23.4749,1.3226,2
20135456,"VVDS-J022654.49-044222.7",36.7270597,-4.7063232,23.4112,0.9618,3
20136811,"VVDS-J022656.38-044214.0",36.7349266,-4.7038907,23.319,1.422,2
20135918,"VVDS-J022654.05-044219.1",36.7252086,-4.7053097,23.4733,0.6278,2
20134744,"VVDS-J022648.79-044227.3",36.703308,-4.7076037,23.7686,9.9999,0
20136962,"VVDS-J022651.57-044216.2",36.7149142,-4.7045177,22.0015,0.0539,2
20139790,"VVDS-J022650.44-044147.3",36.7101984,-4.6964747,23.4924,0.7039,4
20140050,"VVDS-J022649.88-044143.6",36.7078587,-4.6954659,23.3486,1.5593,1
20142052,"VVDS-J022652.87-044131.2",36.7203013,-4.6920102,22.9645,9.9999,0
20131900,"VVDS-J022643.14-044256.8",36.6797832,-4.7157877,22.8839,3.08,1
20132427,"VVDS-J022643.30-044249.4",36.6804485,-4.713727,23.3207,0.4849,4
20134370,"VVDS-J022644.67-044235.7",36.6861318,-4.709926,20.7362,0.7954,4
20136933,"VVDS-J022642.03-044210.8",36.6751288,-4.7030181,22.6325,0.943,2
20136453,"VVDS-J022644.26-044215.1",36.6844479,-4.7042095,23.3544,1.1998,1
20137744,"VVDS-J022643.61-044202.5",36.6817252,-4.7007057,23.7408,9.9999,0
20139652,"VVDS-J022643.72-044152.0",36.6821911,-4.6977963,22.1035,1.1267,22
20139823,"VVDS-J022643.93-044152.7",36.6830762,-4.6979996,21.8008,0.9587,3
20135682,"VVDS-J022640.17-044221.3",36.6673975,-4.7059407,22.6158,1.1247,3
20135715,"VVDS-J022638.95-044221.9",36.6623057,-4.7060885,23.4545,9.9999,0
20136611,"VVDS-J022639.56-044216.0",36.6648415,-4.7044514,21.873,1.1251,3
20137068,"VVDS-J022639.49-044210.6",36.6645461,-4.7029623,23.1598,1.1768,1
20137600,"VVDS-J022640.02-044206.9",36.6667651,-4.7019167,22.4523,1.169,1
20140656,"VVDS-J022642.72-044140.0",36.6780072,-4.6944709,22.8862,1.0005,1
20140858,"VVDS-J022641.57-044141.6",36.6732428,-4.6948897,22.1283,0.8851,2
20141778,"VVDS-J022641.17-044134.7",36.6715435,-4.6929977,22.9977,0.963,2
20141835,"VVDS-J022642.32-044132.1",36.6763568,-4.6922765,23.7572,0.9008,3
20142353,"VVDS-J022640.48-044127.8",36.6686855,-4.6910696,23.0092,1.13,3
20137737,"VVDS-J022647.75-044204.0",36.6989894,-4.7011273,23.777,1.2579,19
20138493,"VVDS-J022646.89-044158.2",36.6954061,-4.6995183,23.8191,9.9999,0
20139197,"VVDS-J022646.45-044153.6",36.6935527,-4.69823,22.5248,0.708,2
20139738,"VVDS-J022646.82-044147.6",36.6950922,-4.69657,23.7772,1.49,2
20141367,"VVDS-J022645.99-044141.6",36.6916528,-4.6949108,21.4761,0.7965,4
20141834,"VVDS-J022647.16-044130.1",36.6965023,-4.6917021,23.5537,1.3202,3
20142544,"VVDS-J022647.35-044126.6",36.6973062,-4.6907243,22.7924,0.7977,2
20141607,"VVDS-J022645.80-044132.4",36.6908384,-4.6923434,23.6023,2.8791,1
20141722,"VVDS-J022646.08-044131.0",36.6920188,-4.691964,23.669,0.7937,9
20142316,"VVDS-J022645.56-044128.0",36.6898573,-4.6911247,22.6325,9.9999,0
20141219,"VVDS-J022649.31-044133.5",36.7054826,-4.6926624,23.959,9.9999,0
20141989,"VVDS-J022649.16-044131.5",36.7048543,-4.692085,21.5224,0.963,2
20141724,"VVDS-J022650.16-044131.0",36.7090324,-4.6919547,23.9221,9.9999,0
20142812,"VVDS-J022650.01-044126.2",36.7083971,-4.6906309,22.1272,0.349,4
20142760,"VVDS-J022650.68-044123.7",36.7112022,-4.6899411,23.6684,0.6141,1
20142680,"VVDS-J022650.08-044121.3",36.7087079,-4.6892757,23.6765,0.8595,1
20144446,"VVDS-J022649.44-044113.1",36.7060405,-4.6869847,21.4945,0.5093,3
20143211,"VVDS-J022647.91-044120.3",36.6996347,-4.6889893,23.544,1.5369,1
20144709,"VVDS-J022647.21-044106.7",36.6967168,-4.6852163,23.5244,0.705,3
20143529,"VVDS-J022644.42-044118.0",36.6851001,-4.6883366,22.9663,0.9598,3
20143983,"VVDS-J022644.35-044113.1",36.6848166,-4.6869867,22.5688,0.9618,2
20148298,"VVDS-J022643.73-044100.1",36.6822323,-4.6833793,17.8024,0.0537,3
20145342,"VVDS-J022646.76-044106.0",36.6948457,-4.685019,21.3621,0.9926,3
20146968,"VVDS-J022648.40-044046.6",36.701708,-4.6796242,23.0878,0.1751,2
20147577,"VVDS-J022648.48-044041.2",36.702027,-4.6781171,23.6387,0.7356,3
20147106,"VVDS-J022645.38-044047.3",36.6891097,-4.6798301,22.5023,1.5174,2
20147701,"VVDS-J022645.57-044046.9",36.689899,-4.6797097,20.7863,0.3619,22
20148703,"VVDS-J022644.86-044032.6",36.6869177,-4.675733,23.2274,0.5877,2
20150508,"VVDS-J022646.40-044020.5",36.6933496,-4.6723843,20.9483,0.187,4
20138938,"VVDS-J022659.09-044154.0",36.7462116,-4.6983421,23.465,1.4792,21
20140298,"VVDS-J022657.36-044144.0",36.7390118,-4.6955711,23.0879,1.1795,2
20139486,"VVDS-J022655.87-044150.7",36.7327924,-4.6974284,23.2419,9.9999,0
20140383,"VVDS-J022655.74-044142.2",36.7322532,-4.6950793,22.9435,0.866,1
20142867,"VVDS-J022658.18-044128.9",36.7424498,-4.691364,22.7719,0.3862,2
20142745,"VVDS-J022656.89-044130.8",36.7370787,-4.6919025,20.6479,0.703,4
20140430,"VVDS-J022659.84-044141.4",36.7493693,-4.6948498,23.9364,1.1819,2
20142708,"VVDS-J022701.34-044123.7",36.7556054,-4.6899396,23.0874,0.1485,1
20144647,"VVDS-J022701.87-044107.3",36.7578276,-4.6853612,23.1242,0.7342,4
20143355,"VVDS-J022700.37-044118.4",36.7515585,-4.6884563,23.6081,0.6695,4
20144903,"VVDS-J022700.92-044104.1",36.7538691,-4.6844841,23.5159,0.9168,9
20146065,"VVDS-J022657.83-044108.1",36.7409682,-4.6856108,20.7497,0.3289,4
20146635,"VVDS-J022700.53-044054.2",36.75224,-4.6817296,21.7862,0.6983,2
20145425,"VVDS-J022659.21-044059.3",36.7467143,-4.6831446,23.9385,0.4913,2
20147460,"VVDS-J022659.81-044041.5",36.749236,-4.6782214,23.8002,1.8277,1
20143164,"VVDS-J022654.38-044122.0",36.7265996,-4.689448,22.6059,3.5591,2
20143252,"VVDS-J022656.06-044117.6",36.733624,-4.6882481,23.9292,9.9999,0
20144112,"VVDS-J022656.96-044109.6",36.73737,-4.6860202,23.9684,1.413,1
20147356,"VVDS-J022654.26-044044.0",36.7260944,-4.678911,22.2517,0.7078,4
20146632,"VVDS-J022657.70-044048.6",36.7404549,-4.6801927,23.7502,1.0607,2
20154763,"VVDS-J022656.74-044012.6",36.7364486,-4.670172,17.7467,0.0708,4
20144650,"VVDS-J022702.75-044107.2",36.7614732,-4.6853501,23.3033,0.3727,2
20146853,"VVDS-J022702.52-044046.9",36.7605126,-4.6797104,23.4248,1.1301,2
20148118,"VVDS-J022703.25-044036.0",36.7635466,-4.6766753,23.1386,0.9311,3
20148957,"VVDS-J022703.72-044029.4",36.7655357,-4.6748392,23.941,1.3517,3
20149791,"VVDS-J022703.08-044024.2",36.7628359,-4.6733892,23.4284,1.0834,3
20149061,"VVDS-J022705.22-044029.3",36.7717692,-4.6748161,22.559,1.2897,3
20156241,"VVDS-J022704.26-043926.3",36.7677668,-4.6573142,23.1957,1.3233,2
20155672,"VVDS-J022703.52-043932.2",36.7646795,-4.6589588,23.5611,1.2295,9
20156136,"VVDS-J022702.37-043927.2",36.7598985,-4.6575605,23.3319,0.3426,2
20158903,"VVDS-J022703.16-043906.8",36.7631917,-4.651912,23.6466,0.6584,2
20158521,"VVDS-J022702.75-043907.8",36.761485,-4.6521721,23.7755,9.9999,0
20145841,"VVDS-J022652.75-044056.2",36.7198031,-4.6822884,23.677,0.2936,2
20146129,"VVDS-J022652.28-044054.2",36.7178512,-4.6817361,23.1103,0.7065,1
20146211,"VVDS-J022651.97-044054.8",36.7165446,-4.6819115,22.3761,1.1271,3
20145610,"VVDS-J022651.29-044059.2",36.7137292,-4.683135,23.9565,1.3138,2
20148116,"VVDS-J022650.93-044037.2",36.7122394,-4.6770048,23.1827,1.1809,3
20148333,"VVDS-J022651.71-044034.7",36.7154697,-4.6763068,22.5955,0.8883,2
20148725,"VVDS-J022654.91-044032.1",36.7288022,-4.6756045,22.4881,1.3266,3
20152426,"VVDS-J022656.40-043958.2",36.7350343,-4.6661832,23.38,1.2847,2
20158481,"VVDS-J022652.61-043906.2",36.7192405,-4.6517248,24.3175,9.9999,20
20158479,"VVDS-J022652.24-043907.2",36.7176907,-4.6520208,24.8697,0.734,23
20157656,"VVDS-J022658.32-043920.3",36.7430298,-4.6556589,23.7216,0.3852,1
20156265,"VVDS-J022654.99-043932.4",36.7291435,-4.6590253,21.8031,0.486,3
20158306,"VVDS-J022658.34-043912.3",36.7431193,-4.6534414,22.7538,0.9603,3
20159864,"VVDS-J022701.77-043859.1",36.7573958,-4.6497673,21.7191,0.5624,4
20159425,"VVDS-J022700.46-043901.7",36.7519567,-4.6504853,22.8991,0.9638,2
20159901,"VVDS-J022700.38-043856.1",36.7516157,-4.648926,23.7882,1.576,1
20161233,"VVDS-J022658.40-043844.7",36.743368,-4.6457581,23.1651,9.9999,0
20162433,"VVDS-J022659.17-043833.5",36.7465489,-4.6426531,23.902,0.821,4
20158590,"VVDS-J022652.77-043906.7",36.7199013,-4.6518788,23.6381,1.1794,9
20160458,"VVDS-J022653.90-043850.8",36.7245897,-4.6474635,23.6919,1.3118,2
20161028,"VVDS-J022653.97-043852.9",36.7248898,-4.6480417,20.9546,0.4538,2
20160570,"VVDS-J022653.58-043851.0",36.7232579,-4.6475051,24.0143,0.564,22
20162056,"VVDS-J022653.56-043837.4",36.7231881,-4.6437253,23.2727,0.4765,2
20161031,"VVDS-J022657.76-043847.3",36.7407049,-4.6464732,23.9896,1.5986,1
20161358,"VVDS-J022657.69-043845.6",36.7403959,-4.6460036,23.5472,0.7924,2
20162172,"VVDS-J022657.64-043838.0",36.7401706,-4.6439038,23.1497,1.1757,2
20162732,"VVDS-J022656.98-043833.3",36.737435,-4.6425928,23.9481,0.7209,4
20162704,"VVDS-J022658.72-043835.3",36.7447032,-4.6431533,23.2536,2.932,1
20164118,"VVDS-J022659.74-043823.2",36.7489304,-4.6398008,23.4744,0.133,1
20164684,"VVDS-J022656.11-043823.9",36.7337993,-4.6399775,22.1428,0.8514,4
20165992,"VVDS-J022655.99-043808.6",36.7332991,-4.63574,21.427,0.4837,4
20107836,"VVDS-J022740.02-044608.1",36.9167913,-4.7689231,23.8476,0.3119,4
20113997,"VVDS-J022735.61-044527.8",36.8983932,-4.7577391,20.3697,0.493,4
20111950,"VVDS-J022736.94-044537.2",36.9039432,-4.7603445,22.6391,1.2219,2
20115762,"VVDS-J022739.38-044502.6",36.9141086,-4.7507348,23.6349,9.9999,0
20112933,"VVDS-J022745.37-044527.4",36.939049,-4.757636,23.6409,0.5411,9
20116476,"VVDS-J022745.97-044457.7",36.9415577,-4.7493703,23.5798,9.9999,0
20115928,"VVDS-J022743.45-044503.7",36.9310729,-4.7510534,23.0739,0.4112,1
20115602,"VVDS-J022744.85-044504.8",36.9368979,-4.751356,23.4996,0.94,2
20118682,"VVDS-J022748.22-044438.7",36.950946,-4.744091,23.5642,9.9999,0
20117756,"VVDS-J022742.82-044454.2",36.9284188,-4.7483942,22.6441,9.9999,20
20117130,"VVDS-J022742.97-044453.4",36.929073,-4.7481922,22.9951,0.6356,4
20118402,"VVDS-J022741.53-044440.0",36.9230586,-4.744466,23.8023,1.1752,1
20120516,"VVDS-J022741.35-044426.5",36.9222963,-4.7407175,23.0883,0.8304,1
20123713,"VVDS-J022742.42-044401.0",36.9267538,-4.7336379,23.2094,3.3318,1
20115513,"VVDS-J022735.15-044506.5",36.8964715,-4.7518138,23.2345,0.5031,1
20117116,"VVDS-J022734.57-044455.0",36.8940602,-4.7486122,21.9396,0.9589,2
20118099,"VVDS-J022737.49-044444.6",36.906214,-4.7457493,23.9682,1.3063,1
20117713,"VVDS-J022736.61-044446.7",36.9025657,-4.7463297,23.5026,9.9999,0
20118120,"VVDS-J022737.01-044446.4",36.904238,-4.7462406,22.468,9.9999,20
20119817,"VVDS-J022738.62-044429.8",36.9109444,-4.7416308,24.2326,9.9999,20
20120413,"VVDS-J022738.32-044430.1",36.9096884,-4.7417077,21.8874,0.9929,2
20118483,"VVDS-J022736.06-044441.8",36.9002623,-4.7449698,22.8572,1.2606,13
20117932,"VVDS-J022731.30-044445.9",36.8804421,-4.746104,23.992,3.1987,1
20120308,"VVDS-J022732.58-044425.0",36.8857564,-4.7402931,23.9603,9.9999,0
20124926,"VVDS-J022734.32-044412.4",36.8930118,-4.7367922,22.3188,0.2903,2
20122842,"VVDS-J022735.68-044407.2",36.898677,-4.7353546,23.0869,0.5055,3
20122815,"VVDS-J022735.23-044406.3",36.8968242,-4.7351069,23.1344,9.9999,20
20124847,"VVDS-J022740.42-044352.0",36.9184311,-4.7311152,23.5311,3.501,2
20125006,"VVDS-J022737.88-044351.2",36.9078424,-4.730909,23.2886,0.2339,3
20129606,"VVDS-J022740.44-044313.4",36.9185023,-4.7204072,23.2009,1.0695,4
20125528,"VVDS-J022737.43-044344.5",36.9059865,-4.7290519,23.541,0.2982,2
20134911,"VVDS-J022739.33-044225.1",36.9139148,-4.7069918,23.9986,9.9999,0
20122445,"VVDS-J022750.28-044408.8",36.9595151,-4.7357847,23.601,9.9999,0
20126699,"VVDS-J022752.04-044335.1",36.966869,-4.7264295,23.5451,9.9999,0
20126890,"VVDS-J022752.13-044336.7",36.9672111,-4.7268676,22.681,1.0622,22
20129358,"VVDS-J022752.98-044315.2",36.9707521,-4.7209025,23.4043,2.0845,1
20129196,"VVDS-J022747.03-044314.6",36.9459609,-4.7207227,23.7326,9.9999,0
20133399,"VVDS-J022751.50-044252.5",36.9645977,-4.7146095,19.8218,1.801,13
20132786,"VVDS-J022749.76-044247.2",36.9573652,-4.7131231,22.4698,9.9999,0
20130454,"VVDS-J022756.47-044307.4",36.9853315,-4.7187394,22.41,1.8251,12
20136651,"VVDS-J022754.32-044223.1",36.9763724,-4.7064412,21.186,0.7728,3
20137507,"VVDS-J022754.90-044215.5",36.978777,-4.7043285,20.1971,0.5162,4
20137412,"VVDS-J022753.50-044207.3",36.9729303,-4.7020446,23.1523,1.4324,21
20137497,"VVDS-J022753.40-044206.4",36.9725343,-4.7017786,22.9202,0.9569,4
